IJH: iShares Core S&P Mid-Cap ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	44706298
Shares Outstanding: 238600000
Expense Ratio: 0.07%
Tracks This Index: S&P MidCap 400 Index
ETFdb.com Category: Mid Cap Growth Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IJH


Holding,Symbol,Weighting
Esterline Technologies Corp,ESL,0.108%
Big Lots Inc,BIG,0.1038%
Pitney Bowes Inc,PBI,0.0978%
Superior Energy Services Inc,SPN,0.0965%
Mercury General Corp,MCY,0.0953%
Dril-Quip Inc,DRQ,0.0941%
Werner Enterprises Inc,WERN,0.0915%
Rowan Companies PLC,RDC,0.0913%
Mack-Cali Realty Corp,CLI,0.0909%
Alexander & Baldwin Inc,ALEX,0.0903%
Dillard's Inc,DDS,0.0898%
Gulfport Energy Corp,GPOR,0.0884%
Prestige Brands Holdings Inc,PBH,0.0883%
Greif Inc,GEF,0.0883%
World Fuel Services Corp,INT,0.0881%
Papa John's International Inc,PZZA,0.0877%
Synaptics Inc,SYNA,0.0868%
NOW Inc,DNOW,0.0867%
Genworth Financial Inc,GNW,0.0862%
HNI Corp,HNI,0.0858%
GameStop Corp,GME,0.0792%
Cooper Tire & Rubber Co,CTB,0.0723%
Office Depot Inc,ODP,0.0692%
Akorn Inc,AKRX,0.069%
Diamond Offshore Drilling Inc,DO,0.0684%
3D Systems Corp,DDD,0.0674%
Mallinckrodt Plc,MNK,0.0655%
International Speedway Corp,ISCA,0.0588%
Diebold Nixdorf Inc,DBD,0.057%
Tootsie Roll Industries Inc,TR,0.0317%
