EEM: iShares MSCI Emerging Markets ETF
Inception Date: 2003-04-11
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	40817578
Shares Outstanding: 870750000
Expense Ratio: 0.69%
Tracks This Index: MSCI Emerging Markets Index
ETFdb.com Category: Emerging Markets Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/EEM


Holding,Symbol,Weighting
Commercial Bank PSQC,CBQK,0.0367%
Dubai Islamic Bank PJSC,DIB,0.0365%
Yanzhou Coal Mining Co Ltd,1171,0.0365%
Inter RAO YEES PAO,IRAO,0.0365%
China State Construction International Holdings Ltd,3311,0.0363%
Interconnection Electric SA ESP,ISA,0.0363%
Colbun SA,COLBUN,0.0363%
Semen Indonesia (Persero) Tbk PT,SMGR,0.0363%
IJM Corporation Bhd,IJM,0.0362%
Beijing Enterprises Holdings Ltd,392,0.0359%
JBS SA,JBSS3,0.0358%
Hanon Systems,018880,0.0357%
Foxconn Technology Co Ltd,2354,0.0355%
Idea Cellular Ltd,IDEA,0.0351%
TaiMed Biologics Inc,4147,0.0351%
Braskem SA,BRKM5,0.035%
China Resources Gas Group Ltd,1193,0.035%
Petronet LNG Ltd,PLNG,0.0349%
Hartalega Holdings Bhd,HARTA,0.0348%
mBank SA,MBK,0.0347%
Home Product Center PCL,HMPRO-R,0.0347%
DGB Financial Group,139130,0.0347%
Malaysia Airports Holdings Bhd,AIRPORT,0.0346%
Yuhan Corp,000100,0.0344%
Bank of the Philippine Islands,BPI,0.0344%
Adaro Energy Tbk PT,ADRO,0.0341%
Synnex Technology International Corp,2347,0.0341%
Companhia Energetica de Minas Gerais CEMIG,CMIG4,0.034%
Chongqing Rural Commercial Bank Co Ltd,3618,0.0339%
GS Engineering & Construction Corp,006360,0.0338%
Aldar Properties PJSC,ALDAR,0.0338%
Jumbo SA,BELA,0.0335%
Tsingtao Brewery Co Ltd,TSGTF,0.0333%
Bangkok Expressway and Metro PCL,BEM-R,0.0333%
Alior Bank SA,ALR,0.0332%
Qatar Islamic Bank QPSC,QIBK,0.033%
Aguas Andinas SA,AGUAS-A,0.033%
Kumho Petro Chemical Co Ltd,011780,0.0329%
Inventec Corp,2356,0.0327%
MMI Holdings Ltd,MMI,0.0327%
NK Rosneft' PAO,ROSN,0.0325%
Moneta Money Bank as,MONET,0.0325%
Matahari Department Store Tbk PT,LPPF,0.0323%
Empresa Nacional de Telecomunicaciones SA,ENTEL,0.0322%
Grupo Carso SAB de CV,GCARSOA1,0.0322%
AMMB Holdings Bhd,AMBANK,0.0321%
Advantech Co Ltd,2395,0.032%
Cosan SA Industria e Comercio,CSAN3,0.0318%
Winbond Electronics Corp,2344,0.0317%
Lee & Man Paper Manufacturing Ltd,2314,0.0316%
Far East Horizon Ltd,3360,0.031%
China Southern Airlines Co Ltd,1055,0.0308%
Ooredoo QSC,ORDS,0.0307%
S1 Corp,012750,0.0306%
Hanwha Corp,000880,0.0301%
YTL Corporation Bhd,YTL,0.0299%
Sibanye Gold Ltd,SGL,0.0299%
Micro-Star International Co Ltd,2377,0.0299%
Bank Danamon Indonesia Tbk PT,BDMN,0.0298%
LG Innotek Co Ltd,011070,0.0298%
BTS Group Holdings PCL,BTS-R,0.0296%
Alibaba Health Information Technology Ltd,241,0.0296%
GCL-Poly Energy Holdings Ltd,3800,0.0296%
Atacadao SA,CRFB3,0.0296%
Engie Brasil Energia SA,EGIE3,0.0295%
Itau Corpbanca,ITAUCORP,0.0295%
Sime Darby Bhd,SIME,0.0293%
Perusahaan Gas Negara (Persero) Tbk PT,PGAS,0.0293%
Magnitogorskiy Metallurgicheskiy Kombinat PAO,MAGN,0.0292%
Cementos Argos SA,CEMARGOS,0.0292%
GT Capital Holdings Inc,GTCAP,0.0292%
Qatar Electricity and Water Co QSC,QEWS,0.0292%
Vanguard International Semiconductor Corp,5347,0.0291%
BGF Retail Co Ltd,282330,0.029%
Cyfrowy Polsat SA,CPS,0.0289%
Polyus PAO,PLZL,0.0288%
PhosAgro PAO,PHOR,0.0288%
CJ E&M Corp,130960,0.0287%
Qatar Insurance Co SAQ,QATI,0.0286%
Companhia Siderurgica Nacional,CSNA3,0.0285%
Press Metal Aluminium Holdings Bhd,PMETAL,0.0283%
Centrais Eletricas Brasileiras SA,ELET6,0.028%
Tata Power Company Ltd,TPWR,0.0278%
Telekom Malaysia Bhd,TM,0.0277%
Korea Gas Corp,036460,0.0276%
Powertech Technology Inc,6239,0.0275%
Glow Energy PCL,GLOW-R,0.0275%
Amorepacific Corp,090435,0.0274%
Bangkok Bank PCL,BBL-F,0.0274%
LG Household & Healthcare Ltd,051905,0.0273%
Jiangxi Copper Co Ltd,358,0.0273%
Acer Inc,ASIYF,0.027%
TECO Electric & Machinery Co Ltd,1504,0.027%
Anglo American Platinum Ltd,AMS,0.027%
Jiangsu Expressway Co Ltd,177,0.027%
Resilient Reit Ltd,RES,0.027%
Korean Air Lines Co Ltd,003490,0.027%
Airasia Group Bhd,AIRASIA,0.0268%
Grupo Aval Acciones y Valores SA,PFAVAL,0.0266%
Grupa Lotos SA,LTS,0.0265%
Natura Cosmeticos SA,NATU3,0.0265%
Indofood CBP Sukses Makmur Tbk PT,ICBP,0.0263%
Kumba Iron Ore Ltd,KIO,0.0263%
Bank Millennium SA,MIL,0.0262%
Hanwha Life Insurance Co Ltd,088350,0.0261%
China Everbright Bank Co Ltd,6818,0.0261%
Eastern Co SAE,EAST,0.026%
Fuyao Glass Industry Group Co Ltd,3606,0.0259%
Petronas Dagangan Bhd,PETDAG,0.0258%
Multiplan Empreendimentos Imobiliarios SA,MULT3,0.0257%
Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,900932,0.0257%
Hap Seng Consolidated Bhd,HAPSENG,0.0257%
Bharti Infratel Ltd,BHIN,0.0255%
Haitian International Holdings Ltd,1882,0.0254%
Qualicorp SA,QUAL3,0.0254%
Porto Seguro SA,PSSA3,0.0254%
LG Chem Ltd,051915,0.0254%
Fortress Reit Ltd,FFA,0.0254%
COSCO SHIPPING Ports Ltd,1199,0.025%
Coronation Fund Managers Ltd,CML,0.025%
Hyundai Department Store Co Ltd,069960,0.0248%
Metro Pacific Investments Corp,MPI,0.0247%
Phison Electronics Corp,8299,0.0247%
China Communications Services Corp Ltd,552,0.0243%
Transneft' PAO,TRNFP,0.0243%
Asia Cement Corp,AACMF,0.0243%
Banpu PCL,BANPU-R,0.024%
Giant Manufacturing Co Ltd,9921,0.024%
Embotelladora Andina SA,ANDINA-B,0.0239%
GOME Retail Holdings Ltd,493,0.0239%
Anadolu Efes Biracilik ve Malt Sanayii AS,AEFES,0.0239%
Rural Electrification Corp Ltd,RECL,0.0238%
Liberty Holdings Ltd,LBH,0.0238%
Energy Absolute PCL,EA-R,0.0237%
Nien Made Enterprise Co Ltd,8464,0.0237%
Federal Hydro-Generating Company RusHydro PAO,HYDR,0.0235%
Chicony Electronics Co Ltd,2385,0.0233%
Cadila Healthcare Ltd,CADILAHC,0.0233%
Brait SE,BAT,0.0232%
Taiwan Business Bank,2834,0.0232%
ING Life Insurance Korea Ltd,079440,0.0228%
Meitu Inc,1357,0.0228%
Cheil Worldwide Inc,030000,0.0228%
Siemens Ltd,SIEM,0.0227%
Pioneer Food Group Ltd,PFG,0.0225%
Titan Cement Company SA,TITK,0.0224%
Turkiye Halk Bankasi AS,HALKB,0.0224%
Piraeus Bank SA,TPEIR,0.0223%
Aselsan Elektronik Sanayi ve Ticaret AS,ASELS,0.0223%
Telkom SA SOC Ltd,TKG,0.0222%
Alibaba Pictures Group Ltd,1060,0.022%
Jastrzebska Spolka Weglowa SA,JSW,0.022%
Highwealth Construction Corp,2542,0.022%
Petkim Petrokimya Holding AS,PETKM,0.0219%
Taiwan High Speed Rail Corp,2633,0.0218%
Dino Polska SA,DNP,0.0217%
Nexteer Automotive Group Ltd,1316,0.0216%
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,EKGYO,0.0215%
Emaar Malls PJSC,EMAARMALLS,0.0214%
Standard Foods Corp,1227,0.0214%
Grupo de Inversiones Suramericana SA,PFGRUPSURA,0.0213%
Bharat Heavy Electricals Ltd,BHEL,0.0213%
Feng Tay Enterprises Co Ltd,9910,0.0212%
Glenmark Pharmaceuticals Ltd,GNP,0.0211%
Hanssem Co Ltd,009240,0.021%
Siam Cement PCL,SCC-R,0.021%
El Puerto de Liverpool SAB de CV,LIVEPOLC-1,0.0208%
Damac Properties Dubai Co PSC,DAMAC,0.0208%
Alliance Bank Malaysia Bhd,ABMB,0.0207%
CJ Logistics Corp,000120,0.0207%
China Everbright Ltd,165,0.0205%
Samsung Card Co Ltd,029780,0.0205%
Fortress Reit Ltd,FFB,0.0202%
Sul America SA,SULA11,0.0201%
Thai Union Group PCL,TU-R,0.0201%
Tata Motors Ltd,TTMT/A,0.0201%
Eva Airways Corp,2618,0.0199%
EDP Energias do Brasil SA,ENBR3,0.0199%
Qatar Gas Transport Co Ltd,QGTS,0.0199%
Transmissora Alianca de Energia Eletrica SA,TAEE11,0.0198%
KEPCO Plant Service & Engineering Co Ltd,051600,0.0197%
Soho China Ltd,410,0.0196%
Odontoprev SA,ODPV3,0.0196%
Manila Electric Co,MER,0.0196%
Zhejiang Expressway Co Ltd,576,0.0194%
Turkiye Vakiflar Bankasi TAO,VAKBN,0.0194%
Pan Ocean Co Ltd,028670,0.0193%
ACC Ltd,ACC,0.0191%
Arcelik AS,ARCLK,0.0191%
Surya Citra Media Tbk PT,SCMA,0.0191%
RHB Bank Bhd,RHBBANK,0.0189%
Delta Electronics Thailand PCL,DELTA-R,0.0189%
General Interface Solution (GIS) Holding Ltd,6456,0.0188%
Ruentex Industries Ltd,2915,0.0187%
Robinson PCL,ROBINS-R,0.0187%
Doosan Bobcat Inc,241560,0.0186%
HTC Corp,2498,0.0186%
Centrais Eletricas Brasileiras SA,ELET3,0.0186%
Ford Otomotiv Sanayi AS,FROTO,0.0184%
Hong Leong Financial Group Bhd,HLFG,0.0184%
GS Retail Co Ltd,007070,0.0183%
Globe Telecom Inc,GLO,0.0181%
Realtek Semiconductor Corp,2379,0.018%
Barwa Real Estate Company QPSC,BRES,0.018%
IDFC Bank Ltd,539437,0.0178%
Orange Polska SA,OPL,0.0177%
M Dias Branco SA Industria e Comercio de Alimentos,MDIA3,0.0176%
TMB Bank PCL,TMB-R,0.0175%
Daewoo Engineering & Construction Co Ltd,047040,0.0173%
Ruentex Development Co Ltd,9945,0.0172%
Habib Bank Ltd,HBL,0.0172%
China Mobile Ltd,CHLKF,0.0172%
Dong Suh Companies Inc,026960,0.0171%
Shanghai Electric Group Co Ltd,2727,0.017%
International Container Terminal Services Inc,ICT,0.017%
BYD Electronic International Co Ltd,285,0.017%
Megaworld Corp,MEG,0.0169%
Evergreen Marine Corp Taiwan Ltd,2603,0.0168%
Alliance Global Group Inc,AGI,0.0167%
China Airlines Ltd,2610,0.0167%
Doosan Heavy Industries & Construction Co Ltd,034020,0.0165%
Hanmi Science Co Ltd,008930,0.0165%
Sime Darby Property Bhd,SIMEPROP,0.0164%
TAV Havalimanlari Holding AS,TAVHL,0.0164%
Bumi Serpong Damai Tbk PT,BSDE,0.0164%
Formosa Taffeta Co Ltd,1434,0.0163%
Oil and Gas Development Co Ltd,OGDC,0.0163%
Aboitiz Power Corp,AP,0.0162%
Pakuwon Jati Tbk PT,PWON,0.0161%
Byd Co Ltd,BYDDF,0.016%
Tower Bersama Infrastructure Tbk PT,TBIG,0.016%
Nestle (Malaysia) Bhd,NESTLE,0.016%
Sihuan Pharmaceutical Holdings Group Ltd,460,0.0159%
Play Communications SA,PLY,0.0158%
Turkiye Sise ve Cam Fabrikalari AS,SISE,0.0158%
China Everbright Ltd,CEVIF,0.0158%
Bank Tabungan Negara (Persero) Tbk PT,BBTN,0.0158%
O2 Czech Republic as,TELEC,0.0155%
IOI Properties Group Bhd,IOIPG,0.0155%
Tingyi Cayman Islands Holding Corp,TCYMF,0.0155%
Surgutneftegaz OAO,SGGD,0.0154%
Container Corporation of India Ltd,CCRI,0.0154%
Power Finance Corporation Ltd,POWF,0.0152%
Yapi ve Kredi Bankasi AS,YKBNK,0.0151%
Posco Daewoo Corp,047050,0.0148%
Westports Holdings Bhd,WPRTS,0.0147%
Hanwha Techwin Co Ltd,012450,0.0147%
Hyundai Wia Corp,011210,0.0146%
PICC Property and Casualty Co Ltd,PPCCF,0.0145%
China Overseas Land & Investment Ltd,CAOVF,0.0144%
Security Bank Corp,SECB,0.0144%
Ulker Biskuvi Sanayi AS,ULKER,0.0143%
Hon Hai Precision Industry Co Ltd,HNHAF,0.0143%
Bank Handlowy w Warszawie SA,BHW,0.0142%
Tofas Turk Otomobil Fabrikasi AS,TOASO,0.0141%
UMW Holdings Bhd,UMW,0.0141%
AES Gener SA,AESGENER,0.0141%
Brilliance China Automotive Holdings Ltd,BCAUF,0.0141%
Gentera SAB de CV,GENTERA*,0.0141%
DMCI Holdings Inc,DMC,0.014%
S P Setia Bhd,SPSETIA,0.014%
Grupo LALA SAB de CV,LALAB,0.0138%
Electricity Generating PCL,EGCO-R,0.0137%
Ottogi Corp,007310,0.0137%
United Bank Ltd,UBL,0.0137%
SK Networks Co Ltd,001740,0.0134%
Hengan International Group Company Ltd,HEGIF,0.0134%
Lucky Cement Ltd,LUCK,0.0134%
Waskita Karya (Persero) Tbk PT,WSKT,0.0133%
Turk Telekomunikasyon AS,TTKOM,0.0132%
Genting Plantations Bhd,GENP,0.0131%
Global Telecom Holding SAE,GTHE,0.0131%
Tauron Polska Energia SA,TPE,0.013%
Sapura Energy Bhd,SAPNRG,0.013%
Doha Bank QPSC,DHBK,0.0126%
Shanghai Industrial Holdings Ltd,363,0.0126%
Astro Malaysia Holdings Bhd,ASTRO,0.0126%
China Life Insurance Co Ltd,CILJF,0.0125%
Kingboard Chemical Holdings Ltd,KBDCF,0.0123%
Jasa Marga (Persero) Tbk PT,JSMR,0.0122%
China Resources Power Holdings Co Ltd,CRPJF,0.0121%
Ping An Insurance Group Co of China Ltd,PIAIF,0.0121%
Grupa Azoty SA,ATT,0.0121%
Shandong Weigao Group Medical Polymer Co Ltd,1066,0.0121%
MCB Bank Ltd,MCB,0.012%
China Unicom Hong Kong Ltd,CHUFF,0.0117%
Beijing Enterprises Holdings Ltd,BJINF,0.0116%
Coca-Cola Icecek AS,CCOLA,0.0115%
Robinsons Land Corp,RLC,0.0115%
China Merchants Port Holdings Co Ltd,CMHHF,0.0114%
AKR Corporindo Tbk PT,AKRA,0.0114%
Folli Follie Commercial Manufacturing and Technical SA,FFGRP,0.0113%
Shanghai Industrial Holdings Ltd,SGHIF,0.0111%
Felda Global Ventures Holdings Bhd,FGV,0.0111%
Vakrangee Ltd,VKI,0.011%
YTL Power International Bhd,YTLPOWR,0.0109%
KT Corp,030200,0.0106%
China Resources Land Ltd,CRBJF,0.0105%
Samsung Electronics Co Ltd,SSNLF,0.0105%
KCE Electronics PCL,KCE-R,0.0104%
Zhen Ding Technology Holding Ltd,4958,0.0102%
Guangdong Investment Ltd,GGDVF,0.0099%
Anhui Conch Cement Co Ltd,AHCHF,0.0098%
Asia Pacific Telecom Co Ltd,3682,0.0097%
Yanzhou Coal Mining Co Ltd,YZCHF,0.0096%
XL Axiata Tbk PT,EXCL,0.0094%
Steinhoff International Holdings NV,SNH,0.0092%
TravelSky Technology Ltd,TSYHF,0.0082%
Zhejiang Expressway Co Ltd,ZHEXF,0.0078%
China Resources Beer Holdings Co Ltd,CRHKF,0.0074%
Dubai Investments PJSC,DIC,0.0072%
Jiangxi Copper Co Ltd,JIXAF,0.007%
PetroChina Co Ltd,PCCYF,0.0069%
Itausa Investimentos Itau SA,ITSA10,0.0063%
China Southern Airlines Co Ltd,CHKIF,0.0062%
DXB Entertainments PJSC,DXBE,0.0062%
China Petroleum & Chemical Corp,SNPMF,0.0055%
Siam Cement PCL,SCVUF,0.0052%
Jiangsu Expressway Co Ltd,JEXYF,0.0052%
China Merchants Bank Co Ltd,CIHHF,0.0046%
Want Want China Holdings Ltd,WWNTF,0.0043%
Industrial and Commercial Bank of China Ltd,IDCBF,0.004%
China Everbright International Ltd,CHFFF,0.0039%
China Telecom Corp Ltd,CHJHF,0.0039%
CITIC Ltd,CTPCF,0.0037%
Aluminum Corp of China Ltd,ALMMF,0.0037%
CNOOC Ltd,CEOHF,0.0037%
Weichai Power Co Ltd,WEICF,0.0033%
Bank of Communications Co Ltd,BKFCF,0.0033%
China Shenhua Energy Co Ltd,CUAEF,0.003%
Grupo Financiero Banorte SAB de CV,GBOOF,0.0029%
China Gas Holdings Ltd,CGHOF,0.0029%
Dongfeng Motor Group Co Ltd,DNFGF,0.0029%
Natura Cosmeticos SA,NUACF,0.0028%
Cielo SA,CIOXF,0.0024%
Bank of China Ltd,BACHF,0.0023%
Kunlun Energy Company Ltd,KUNUF,0.0022%
Fomento Economico Mexicano SAB de CV,FMXUF,0.0021%
Bangkok Bank PCL,BKKPF,0.0021%
Guangzhou R&F Properties Co Ltd,GZUHF,0.0021%
Beijing Capital International Airport Co Ltd,BJCHF,0.002%
China Railway Group Ltd,CRWOF,0.002%
Shimao Property Holdings Ltd,SIOPF,0.002%
COSCO SHIPPING Ports Ltd,CSPKF,0.0019%
Petronas Dagangan Bhd,PNADF,0.0018%
Agricultural Bank of China Ltd,ACGBF,0.0017%
Giant Manufacturing Co Ltd,GTMUF,0.0016%
Kasikornbank PCL,KPCPF,0.0013%
Huaneng Power International Inc,HUNGF,0.0013%
Siam Cement PCL,SCVPF,0.0012%
Sino-Ocean Group Holding Ltd,SIOLF,0.0012%
Naspers Ltd,NAPRF,0.0011%
China Huishan Dairy Holdings Company Ltd,6863,0.0011%
Companhia Energetica de Minas Gerais CEMIG,CEDGF,0.001%
Grupo Bimbo SAB de CV,GRBMF,0.0009%
Coca-Cola Femsa SAB de CV,COCSF,0.0009%
China Minsheng Banking Corp Ltd,CGMBF,0.0009%
China Railway Construction Corp Ltd,CWYCF,0.0008%
Tenaga Nasional Bhd,TNABF,0.0008%
Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand,GFRSF,0.0007%
AviChina Industry & Technology Co Ltd,AVIJF,0.0007%
Genting Bhd,GEBHF,0.0006%
Petronas Gas Bhd,PNAGF,0.0006%
Agile Group Holdings Ltd,AGPYF,0.0006%
Hyundai Motor Co,HYMLF,0.0006%
Lenovo Group Ltd,LNVGF,0.0005%
Grupo Carso SAB de CV,GPOVF,0.0005%
Telekom Malaysia Bhd,MYTEF,0.0005%
Macronix International Co Ltd,MXICF,0.0005%
America Movil SAB de CV,AMXVF,0.0004%
Malayan Banking Bhd,MLYNF,0.0004%
Grupo Financiero Inbursa SAB de CV,GPFOF,0.0004%
Grupo Mexico SAB de CV,GMBXF,0.0004%
Bank Central Asia Tbk PT,PBCRF,0.0004%
GOME Retail Holdings Ltd,GMELF,0.0003%
Semen Indonesia (Persero) Tbk PT,PSGTF,0.0003%
China Citic Bank Corp Ltd,CHBJF,0.0003%
IJM Corporation Bhd,IJMCF,0.0003%
China Construction Bank Corp,CICHF,0.0003%
Grupo Televisa SAB,GRPFF,0.0003%
Sasol Ltd,SASOF,0.0002%
Bank Mandiri (Persero) Tbk PT,PPERF,0.0002%
Indofood Sukses Makmur Tbk PT,PIFMF,0.0002%
SM Prime Holdings Inc,SPHXF,0.0002%
Ayala Land Inc,AYAAF,0.0002%
Alfa SAB de CV,ALFFF,0.0002%
Kimberly-Clark de Mexico SAB de CV,KCDMF,0.0002%
El Puerto de Liverpool SAB de CV,ELPQF,0.0002%
Adaro Energy Tbk PT,PADEF,0.0001%
Universal Robina Corp,UVRBF,0.0001%
Telekomunikasi Indonesia (Persero) Tbk Perusahaan Perseroan PT,TLKMF,0.0001%
Remgro Ltd,RMGOF,0.0001%
Sime Darby Bhd,SMEBF,0.0001%
Anglo American Platinum Ltd,AGPPF,0.0001%
CIMB Group Holdings Bhd,CIMDF,0.0001%
AMMB Holdings Bhd,AMMHF,0.0001%
Gamuda Bhd,GMUAF,0.0001%
Astra International Tbk PT,PTAIF,0.0001%
YTL Corporation Bhd,YTLCF,0.0001%
BIM Birlesik Magazalar AS,BMBRF,0.0001%
KGHM Polska Miedz SA,KGHPF,0.0001%
Gruma SAB de CV,GPAGF,0.0001%
Kia Motors Corp,KIMTF,0.0001%
CEZ as,CZAVF,0.0001%
Bidvest Group Ltd,BDVSF,0.0001%
Hanwha Corp,HNWHF,0.0%
Foxconn Technology Co Ltd,FXCOF,0.0%
Hotel Shilla Co Ltd,HSLLF,0.0%
LG Household & Healthcare Ltd,LGHHF,0.0%
Quanta Computer Inc,QUCPF,0.0%
Pegatron Corp,PGTRF,0.0%
Samsung Electronics Co Ltd,SSNNF,0.0%
LG Electronics Inc,LGEAF,0.0%
Synnex Technology International Corp,SYXTF,0.0%
President Chain Store Corp,PCFFF,0.0%
CTBC Financial Holding Co Ltd,CTFHF,0.0%
Arcelik AS,ACKAF,0.0%
Inventec Corp,IVCJF,0.0%
TECO Electric & Machinery Co Ltd,TEMRF,0.0%
Hyundai Heavy Industries Co Ltd,HYHZF,0.0%
Compal Electronics Inc,CMPLF,0.0%
Lotte Corp,LTTFF,0.0%
Lite-On Technology Corp,LOTZF,0.0%
Gazprom PAO,OGZPY,0.0%
PGE Polska Grupa Energetyczna SA,PPOEF,0.0%
Jollibee Foods Corp,JBFCF,0.0%
International Container Terminal Services Inc,ICTEF,0.0%
Turk Hava Yollari AO,TKHVF,0.0%
Perusahaan Gas Negara (Persero) Tbk PT,PPAAF,0.0%
Bank Rakyat Indonesia (Persero) Tbk PT,BKRKF,0.0%
Turkiye Is Bankasi AS,TYIBF,0.0%
Cemex SAB de CV,CXMSF,0.0%
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,EKKGF,0.0%
