VEU: Vanguard FTSE All-World ex-US ETF
Inception Date: 2007-03-08
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	23584679
Shares Outstanding: 433701000
Expense Ratio: 0.11%
Tracks This Index: FTSE All-World ex US Index
ETFdb.com Category: Foreign Large Cap Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VEU


Holding,Symbol,Weighting
Heineken NV,HEIA,0.0852%
Sumitomo Electric Industries Ltd,5802,0.0852%
Rogers Communications Inc,RCI.B,0.085%
Alimentation Couche-Tard Inc,ATD.B,0.0847%
Petroleo Brasileiro SA Petrobras,PETR3,0.0846%
Ferguson Plc,FERG,0.0845%
Asahi Kasei Corp,3407,0.0842%
Kone Oyj,KNEBV,0.0839%
Rolls-Royce Holdings PLC,RR.,0.0833%
Astra International Tbk PT,ASII,0.0832%
Caixabank SA,CABK,0.0831%
Wolters Kluwer NV,WKL,0.0831%
CITIC Ltd,267,0.0829%
Eisai Co Ltd,4523,0.0829%
London Stock Exchange Group PLC,LSE,0.0828%
Hyundai Mobis Co Ltd,012330,0.0828%
LG Chem Ltd,051910,0.0827%
China Overseas Land & Investment Ltd,688,0.0826%
Remgro Ltd,REM,0.0825%
Valeo SA,FR,0.0823%
Encana Corp,ECA,0.0823%
China Telecom Corp Ltd,728,0.0823%
Spark New Zealand Ltd,SPK,0.0821%
Shimano Inc,7309,0.082%
Shinhan Financial Group Co Ltd,055550,0.0819%
Geberit AG,GEBN,0.0818%
MS&AD Insurance Group Holdings Inc,8725,0.0817%
Cenovus Energy Inc,CVE,0.0815%
Tatneft' PAO,ATAD,0.0811%
Siam Cement PCL,SCC,0.0811%
Bank Hapoalim BM,POLI,0.081%
First Abu Dhabi Bank PJSC,FAB,0.0806%
Koninklijke DSM NV,DSM,0.0805%
Publicis Groupe SA,PUB,0.0803%
Wal Mart de Mexico SAB de CV,WALMEX*,0.0803%
BOC Hong Kong Holdings Ltd,2388,0.0802%
Link Real Estate Investment Trust,823,0.08%
H & M Hennes & Mauritz AB,HM.B,0.08%
Murata Manufacturing Co Ltd,6981,0.0799%
Bancolombia SA,CIB,0.0798%
Osaka Gas Co Ltd,9532,0.0792%
China Merchants Bank Co Ltd,3968,0.079%
LG Household & Healthcare Ltd,051900,0.0788%
Lonza Group AG,LONN,0.0786%
Marubeni Corp,8002,0.0784%
CTBC Financial Holding Co Ltd,2891,0.0782%
Axis Bank Ltd,AXSB,0.0782%
Franco-Nevada Corp,FNV,0.0782%
Merck KGaA,MRK,0.0778%
Hong Kong and China Gas Co Ltd,3,0.0777%
Sekisui House Ltd,1928,0.0776%
Sumitomo Mitsui Trust Holdings Inc,8309,0.0773%
Fairfax Financial Holdings Ltd,FFH,0.0773%
Sompo Holdings Inc,8630,0.0769%
HeidelbergCement AG,HEI,0.0768%
Fortis Inc,FTS,0.0767%
Country Garden Holdings Co Ltd,2007,0.0767%
Credit Agricole SA,ACA,0.0766%
CP All PCL,CPALL-F,0.0765%
Qatar National Bank QPSC,QNBK,0.0764%
ITC Ltd,ITC,0.0763%
Amorepacific Corp,090430,0.0757%
Mega Financial Holding Co Ltd,2886,0.0755%
Nissan Motor Co Ltd,7201,0.0754%
Bank Leumi Le Israel BM,LUMI,0.0754%
Hermes International SCA,RMS,0.0753%
Symrise AG,SY1,0.0752%
Thyssenkrupp AG,TKA,0.0751%
Beiersdorf AG,BEI,0.0751%
Fujitsu Ltd,6702,0.075%
Porsche Automobil Holding SE,PAH3,0.075%
Grifols SA,GRF,0.0746%
CLP Holdings Ltd,2,0.0745%
Vifor Pharma AG,VIFN,0.0745%
Banco do Brasil SA,BBAS3,0.0745%
Telecom Italia SpA,TIT,0.0744%
Jardine Matheson Holdings Ltd,J36,0.0743%
Smith & Nephew PLC,SN.,0.0743%
Kintetsu Group Holdings Co Ltd,9041,0.0743%
Bank of Communications Co Ltd,3328,0.0738%
Aena SME SA,AENA,0.0737%
Aozora Bank Ltd,8304,0.0737%
South32 Ltd,S32,0.0736%
Ctrip.Com International Ltd,CTRP,0.0736%
Daiwa Securities Group Inc,8601,0.0736%
Sandvik AB,SAND,0.0734%
TechnipFMC PLC,FTI,0.0734%
Bank Rakyat Indonesia (Persero) Tbk PT,BBRI,0.0733%
SK Innovation Co Ltd,096770,0.0733%
