IWB: iShares Russell 1000 ETF
Inception Date: 2000-05-15
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	19214742
Shares Outstanding: 131050000
Expense Ratio: 0.15%
Tracks This Index: Russell 1000 Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWB


Holding,Symbol,Weighting
National Retail Properties Inc,NNN,0.0236%
Kimco Realty Corp,KIM,0.0236%
Huntsman Corp,HUN,0.0235%
Commerce Bancshares Inc,CBSH,0.0234%
Continental Resources Inc,CLR,0.0234%
New Residential Investment Corp,NRZ,0.0234%
Black Knight Inc,BKI,0.0233%
Hill-Rom Holdings Inc,HRC,0.0233%
Ralph Lauren Corp,RL,0.0233%
Hexcel Corp,HXL,0.0233%
Nordstrom Inc,JWN,0.0233%
Athene Holding Ltd,ATH,0.0231%
Donaldson Company Inc,DCI,0.023%
VICI Properties Inc,VICI,0.023%
Royal Gold Inc,RGLD,0.0229%
Lamar Advertising Co,LAMR,0.0228%
Adient PLC,ADNT,0.0228%
LogMeIn Inc,LOGM,0.0228%
Flowserve Corp,FLS,0.0228%
Aptargroup Inc,ATR,0.0227%
Pool Corp,POOL,0.0227%
Bank of the Ozarks,OZRK,0.0226%
Western Alliance Bancorp,WAL,0.0226%
Hubbell Inc,HUBB,0.0225%
Booz Allen Hamilton Holding Corp,BAH,0.0225%
United States Steel Corp,X,0.0224%
Webster Financial Corp,WBS,0.0224%
First Solar Inc,FSLR,0.0223%
New York Community Bancorp Inc,NYCB,0.0223%
Seattle Genetics Inc,SGEN,0.0223%
Zillow Group Inc,Z,0.0222%
Tableau Software Inc,DATA,0.0221%
Bio-Techne Corp,TECH,0.022%
Dunkin' Brands Group Inc,DNKN,0.022%
Liberty Media Corp,FWONK,0.0219%
Newfield Exploration Co,NFX,0.0217%
AECOM,ACM,0.0216%
First American Financial Corp,FAF,0.0216%
MDU Resources Group Inc,MDU,0.0215%
LPL Financial Holdings Inc,LPLA,0.0215%
H & R Block Inc,HRB,0.0215%
Live Nation Entertainment Inc,LYV,0.0213%
CommScope Holding Company Inc,COMM,0.0213%
Starwood Property Trust Inc,STWD,0.0213%
CubeSmart,CUBE,0.0213%
First Horizon National Corp,FHN,0.0213%
Oshkosh Corp,OSK,0.0212%
Brunswick Corp,BC,0.0212%
Validus Holdings Ltd,VR,0.0212%
Bright Horizons Family Solutions Inc,BFAM,0.0211%
Leggett & Platt Inc,LEG,0.0211%
Ionis Pharmaceuticals Inc,IONS,0.021%
American Campus Communities Inc,ACC,0.021%
Foot Locker Inc,FL,0.0209%
athenahealth Inc,ATHN,0.0208%
Atlassian Corp PLC,TEAM,0.0208%
Bio Rad Laboratories Inc,BIO,0.0207%
Transocean Ltd,RIG,0.0206%
Sabre Corp,SABR,0.0206%
Cavium Inc,CAVM,0.0205%
Watsco Inc,WSO,0.0205%
Hudson Pacific Properties Inc,HPP,0.0203%
Sonoco Products Co,SON,0.0203%
Omega Healthcare Investors Inc,OHI,0.0203%
Park Hotels & Resorts Inc,PK,0.0203%
Olin Corp,OLN,0.0202%
Thor Industries Inc,THO,0.0201%
Healthcare Trust Of America Inc,HTA,0.0201%
Interactive Brokers Group Inc,IBKR,0.0201%
Forest City Realty Trust Inc,FCE.A,0.02%
Mattel Inc,MAT,0.0199%
Allison Transmission Holdings Inc,ALSN,0.0197%
Post Holdings Inc,POST,0.0197%
Quanta Services Inc,PWR,0.0197%
Assurant Inc,AIZ,0.0196%
SCANA Corp,SCG,0.0196%
Stericycle Inc,SRCL,0.0195%
CyrusOne Inc,CONE,0.0195%
Teradata Corp,TDC,0.0195%
Renaissancere Holdings Ltd,RNR,0.0194%
Cypress Semiconductor Corp,CY,0.0194%
Howard Hughes Corp,HHC,0.0194%
Lincoln Electric Holdings Inc,LECO,0.0194%
American Homes 4 Rent,AMH,0.0193%
SLM Corp,SLM,0.0192%
Trinity Industries Inc,TRN,0.0191%
Carter's Inc,CRI,0.0191%
Murphy Oil Corp,MUR,0.0191%
Eagle Materials Inc,EXP,0.0191%
Genpact Ltd,G,0.019%
Rayonier Inc,RYN,0.019%
Prosperity Bancshares Inc,PB,0.0188%
Old Republic International Corp,ORI,0.0188%
Kirby Corp,KEX,0.0188%
Jabil Inc,JBL,0.0188%
W. R. Grace & Co,GRA,0.0188%
Avnet Inc,AVT,0.0187%
Charles River Laboratories International Inc,CRL,0.0186%
Medical Properties Trust Inc,MPW,0.0185%
Envision Healthcare Corp,EVHC,0.0185%
Acuity Brands Inc,AYI,0.0185%
Rollins Inc,ROL,0.0185%
Arris International PLC,ARRS,0.0184%
Popular Inc,BPOP,0.0184%
Hanover Insurance Group Inc,THG,0.0184%
Pinnacle Financial Partners Inc,PNFP,0.0182%
AXIS Capital Holdings Ltd,AXS,0.018%
Patterson-UTI Energy Inc,PTEN,0.0179%
Brixmor Property Group Inc,BRX,0.0177%
Highwoods Properties Inc,HIW,0.0177%
Associated Banc-Corp,ASB,0.0176%
Ashland Global Holdings Inc,ASH,0.0175%
HEICO Corp,HEI.A,0.0174%
Antero Resources Corp,AR,0.0174%
ITT Inc,ITT,0.0174%
Dun & Bradstreet Corp,DNB,0.0173%
Crane Co,CR,0.0173%
Graphic Packaging Holding Co,GPK,0.0172%
National Instruments Corp,NATI,0.0171%
United Therapeutics Corp,UTHR,0.0171%
Assured Guaranty Ltd,AGO,0.017%
Southern Copper Corp,SCCO,0.0169%
Genesee & Wyoming Inc,GWR,0.0168%
Landstar System Inc,LSTR,0.0168%
Delphi Technologies PLC,DLPH,0.0168%
GCI Liberty Inc,GLIBA,0.0167%
TripAdvisor Inc,TRIP,0.0167%
STORE Capital Corp,STOR,0.0167%
BankUnited Inc,BKU,0.0166%
Coherent Inc,COHR,0.0165%
TCF Financial Corp,TCF,0.0165%
Six Flags Entertainment Corp,SIX,0.0165%
Nuance Communications Inc,NUAN,0.0165%
Williams-Sonoma Inc,WSM,0.0164%
F.N.B. Corp,FNB,0.0164%
MEDNAX Inc,MD,0.0164%
PBF Energy Inc,PBF,0.0164%
Madison Square Garden Co,MSG,0.0162%
Corelogic Inc,CLGX,0.0162%
Westlake Chemical Corp,WLK,0.0162%
National Fuel Gas Co,NFG,0.0162%
Valvoline Inc,VVV,0.0161%
Euronet Worldwide Inc,EEFT,0.016%
Agios Pharmaceuticals Inc,AGIO,0.016%
NU Skin Enterprises Inc,NUS,0.016%
Cinemark Holdings Inc,CNK,0.0159%
Brighthouse Financial Inc,BHF,0.0158%
Versum Materials Inc,VSM,0.0158%
Hilton Grand Vacations Inc,HGV,0.0157%
Bemis Company Inc,BMS,0.0157%
Life Storage Inc,LSI,0.0157%
MSC Industrial Direct Co Inc,MSM,0.0156%
Whiting Petroleum Corp,WLL,0.0155%
Air Lease Corp,AL,0.0154%
Flowers Foods Inc,FLO,0.0153%
Visteon Corp,VC,0.0153%
AGCO Corp,AGCO,0.0153%
nVent Electric PLC,NVT,0.0152%
Hospitality Properties Trust,HPT,0.0151%
Universal Display Corp,OLED,0.015%
Extended Stay America Inc,STAY,0.015%
Senior Housing Properties Trust,SNH,0.0149%
Apple Hospitality REIT Inc,APLE,0.0149%
Equity Commonwealth,EQC,0.0149%
Skechers USA Inc,SKX,0.0149%
Caseys General Stores Inc,CASY,0.0149%
Discovery Inc,DISCA,0.0148%
Hawaiian Electric Industries Inc,HE,0.0147%
Liberty Media Corp,LSXMA,0.0146%
Copa Holdings SA,CPA,0.0145%
Spirit Realty Capital Inc,SRC,0.0144%
Hyatt Hotels Corp,H,0.0144%
CoreSite Realty Corp,COR,0.0143%
USG Corp,USG,0.0142%
Dolby Laboratories Inc,DLB,0.0142%
Conduent Inc,CNDT,0.014%
FireEye Inc,FEYE,0.0139%
Navient Corp,NAVI,0.0139%
Bank of Hawaii Corp,BOH,0.0138%
Ryder System Inc,R,0.0137%
EPR Properties,EPR,0.0136%
Credit Acceptance Corp,CACC,0.0135%
CNX Resources Corp,CNX,0.0134%
Energizer Holdings Inc,ENR,0.0133%
NCR Corp,NCR,0.0133%
Colony NorthStar Inc,CLNS,0.0133%
Realogy Holdings Corp,RLGY,0.0132%
Taubman Centers Inc,TCO,0.0131%
Under Armour Inc,UAA,0.013%
Weingarten Realty Investors,WRI,0.013%
Cabot Corp,CBT,0.0129%
Legg Mason Inc,LM,0.0129%
Sprint Corp,S,0.0128%
Chimera Investment Corp,CIM,0.0128%
Scotts Miracle-Gro Co,SMG,0.0127%
Regal Beloit Corp,RBC,0.0126%
Owens-Illinois Inc,OI,0.0126%
Urban Outfitters Inc,URBN,0.0125%
Range Resources Corp,RRC,0.0124%
JBG SMITH Properties,JBGS,0.0124%
Paramount Group Inc,PGRE,0.0124%
Timken Co,TKR,0.0124%
Sprouts Farmers Market Inc,SFM,0.0123%
Macquarie Infrastructure Corp,MIC,0.0123%
Uniti Group Inc,UNIT,0.0122%
Acadia Healthcare Company Inc,ACHC,0.0122%
Univar Inc,UNVR,0.0121%
Bruker Corp,BRKR,0.0121%
BGC Partners Inc,BGCP,0.012%
Wendys Co,WEN,0.012%
International Game Technology PLC,IGT,0.0118%
Domtar Corp,UFS,0.0118%
Under Armour Inc,UA,0.0118%
White Mountains Insurance Group Ltd,WTM,0.0118%
Avangrid Inc,AGR,0.0117%
MFA Financial Inc,MFA,0.0117%
Centennial Resource Development Inc,CDEV,0.0117%
Manhattan Associates Inc,MANH,0.0116%
Valmont Industries Inc,VMI,0.0116%
John Wiley & Sons Inc,JW.A,0.0115%
Zynga Inc,ZNGA,0.0113%
Terex Corp,TEX,0.0113%
Wesco International Inc,WCC,0.0112%
QEP Resources Inc,QEP,0.0112%
Tribune Media Co,TRCO,0.0112%
Zillow Group Inc,ZG,0.0111%
Wayfair Inc,W,0.0111%
Brown-Forman Corp,BF.A,0.0111%
Santander Consumer USA Holdings Inc,SC,0.011%
Hain Celestial Group Inc,HAIN,0.0109%
AutoNation Inc,AN,0.0109%
Brandywine Realty Trust,BDN,0.0108%
Erie Indemnity Co,ERIE,0.0108%
Corporate Office Properties Trust,OFC,0.0108%
Colfax Corp,CFX,0.0108%
Columbia Property Trust Inc,CXP,0.0106%
HEICO Corp,HEI,0.0106%
Piedmont Office Realty Trust Inc,PDM,0.0105%
Chesapeake Energy Corp,CHK,0.0105%
Two Harbors Investment Corp,TWO,0.0104%
SM Energy Co,SM,0.0104%
OUTFRONT Media Inc,OUT,0.0104%
Weatherford International PLC,WFT,0.0103%
Dick's Sporting Goods Inc,DKS,0.0102%
Aspen Insurance Holdings Ltd,AHL,0.0102%
Spirit Airlines Inc,SAVE,0.0102%
Armstrong World Industries Inc,AWI,0.0101%
Clean Harbors Inc,CLH,0.0101%
AMC Networks Inc,AMCX,0.0101%
Telephone and Data Systems Inc,TDS,0.0101%
EchoStar Corp,SATS,0.01%
NewMarket Corp,NEU,0.0099%
Southwestern Energy Co,SWN,0.0099%
Choice Hotels International Inc,CHH,0.0097%
Federated Investors Inc,FII,0.0096%
BOK Financial Corp,BOKF,0.0096%
Retail Properties of America Inc,RPAI,0.0095%
Bed Bath & Beyond Inc,BBBY,0.0095%
ProAssurance Corp,PRA,0.0095%
Gardner Denver Holdings Inc,GDI,0.0094%
Nabors Industries Ltd,NBR,0.0094%
Signet Jewelers Ltd,SIG,0.0093%
CoreCivic Inc,CXW,0.0092%
Onemain Holdings Inc,OMF,0.0092%
Welbilt Inc,WBT,0.0092%
Platform Specialty Products Corp,PAH,0.009%
Empire State Realty Trust Inc,ESRT,0.009%
Murphy Usa Inc,MUSA,0.0089%
Morningstar Inc,MORN,0.0088%
Liberty Expedia Holdings Inc,LEXEA,0.0088%
Tegna Inc,TGNA,0.0088%
Sally Beauty Holdings Inc,SBH,0.0088%
Michaels Companies Inc,MIK,0.0087%
DDR Corp,DDR,0.0086%
Edgewell Personal Care Co,EPC,0.0086%
Cable ONE Inc,CABO,0.0085%
Tupperware Brands Corp,TUP,0.0085%
Lions Gate Entertainment Corp,LGF.B,0.0085%
Graham Holdings Co,GHC,0.0082%
Oceaneering International Inc,OII,0.0081%
Silgan Holdings Inc,SLGN,0.008%
TreeHouse Foods Inc,THS,0.008%
Tempur Sealy International Inc,TPX,0.0079%
Patterson Companies Inc,PDCO,0.0076%
News Corp,NWS,0.0076%
TESARO Inc,TSRO,0.0076%
Tanger Factory Outlet Centers Inc,SKT,0.0075%
Spectrum Brands Holdings Inc,SPB,0.0071%
Penske Automotive Group Inc,PAG,0.007%
Laredo Petroleum Inc,LPI,0.007%
LifePoint Health Inc,LPNT,0.0069%
Rite Aid Corp,RAD,0.0068%
Pitney Bowes Inc,PBI,0.0068%
Extraction Oil & Gas Inc,XOG,0.0068%
Premier Inc,PINC,0.0067%
Floor & Decor Holdings Inc,FND,0.0066%
Liberty Broadband Corp,LBRDA,0.0066%
Kosmos Energy Ltd,KOS,0.0065%
ACADIA Pharmaceuticals Inc,ACAD,0.0062%
World Fuel Services Corp,INT,0.0061%
Pandora Media Inc,P,0.006%
Tahoe Resources Inc,TAHO,0.0059%
Gulfport Energy Corp,GPOR,0.0058%
First Hawaiian Inc,FHB,0.0057%
CNA Financial Corp,CNA,0.0053%
GameStop Corp,GME,0.0053%
Brookdale Senior Living Inc,BKD,0.0052%
Mallinckrodt Plc,MNK,0.0051%
Intrexon Corp,XON,0.005%
Lions Gate Entertainment Corp,LGF.A,0.0049%
Mercury General Corp,MCY,0.0049%
Intercept Pharmaceuticals Inc,ICPT,0.0048%
Match Group Inc,MTCH,0.0047%
Amerco,UHAL,0.0046%
Akorn Inc,AKRX,0.0045%
Pilgrims Pride Corp,PPC,0.0044%
RPC Inc,RES,0.0043%
OPKO Health Inc,OPK,0.0039%
ADT Inc,ADT,0.0037%
CONSOL Energy Inc,CEIX,0.0034%
American National Insurance Co,ANAT,0.0033%
TFS Financial Corp,TFSL,0.0032%
Liberty Media Corp,FWONA,0.0027%
Gates Industrial Corporation PLC,GTES,0.0027%
Lennar Corp,LEN.B,0.0023%
United States Cellular Corp,USM,0.0021%
Switch Inc,SWCH,0.002%
Viacom Inc,VIA,0.0014%
Ardagh Group SA,ARD,0.0013%
