ZIV: VelocityShares Daily Inverse VIX Medium Term ETN
Inception Date: 2010-11-29
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	116998
Shares Outstanding: 1708000
Expense Ratio: 1.35%
Tracks This Index: S&P 500 VIX Mid-Term Futures Index Excess Return (-100%)
ETFdb.com Category: Inverse Volatility
Issuer: Credit Suisse
Structure: ETN
ETF Home Page: http://etfdb.com/etf/ZIV


Holding,Symbol,Weighting
CBOE Volatility Index (VIX) Futures,UX,100.0%
