XVZ: iPath S&P 500 Dynamic VIX ETN
Inception Date: 2011-08-17
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	13710
Shares Outstanding: 706000
Expense Ratio: 0.95%
Tracks This Index: S&P 500 Dynamic VIX Futures Total Return Index
ETFdb.com Category: Volatility
Issuer: Barclays Capital
Structure: ETN
ETF Home Page: http://etfdb.com/etf/XVZ


Holding,Symbol,Weighting
CBOE Volatility Index (VIX) Futures,UX,100.0%
