VWO: Vanguard FTSE Emerging Markets ETF
Inception Date: 2005-03-10
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	66601919
Shares Outstanding: 1465390000
Expense Ratio: 0.14%
Tracks This Index: FTSE Emerging Index
ETFdb.com Category: Emerging Markets Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VWO


Holding,Symbol,Weighting
Shanghai Baosight Software Co Ltd,900926,0.0385%
Bharat Forge Ltd,BHFC,0.0385%
CRRC Corp Ltd,1766,0.0384%
China Citic Bank Corp Ltd,601998,0.0384%
Estacio Participacoes SA,ESTC3,0.0383%
Turkiye Is Bankasi AS,ISCTR,0.0383%
Jollibee Foods Corp,JFC,0.0383%
Alibaba Pictures Group Ltd,1060,0.0382%
Chongqing Changan Automobile Co Ltd,200625,0.0382%
COSCO SHIPPING Holdings Co Ltd,1919,0.0382%
Charoen Pokphand Indonesia Tbk PT,CPIN,0.0381%
Shree Cement Ltd,SRCM,0.0381%
Malaysia Airports Holdings Bhd,AIRPORT,0.0376%
BOE Technology Group Co Ltd,200725,0.0375%
Aguas Andinas SA,AGUAS-A,0.0373%
Petronas Dagangan Bhd,PETDAG,0.0373%
Nestle (Malaysia) Bhd,NESTLE,0.0371%
Elite Advanced Laser Corp,3450,0.037%
Wuliangye Yibin Co Ltd,000858,0.0369%
Future Land Development Holdings Ltd,1030,0.0369%
Jumbo SA,BELA,0.0369%
Cosan SA Industria e Comercio,CSAN3,0.0368%
Hanjaya Mandala Sampoerna Tbk PT,HMSP,0.0368%
Security Bank Corp,SECB,0.0368%
TTY Biopharm Co Ltd,4105,0.0368%
TISCO Financial Group PCL,TISCO,0.0367%
Walsin Lihwa Corp,1605,0.0366%
Arca Continental SAB de CV,AC*,0.0366%
China Agri-Industries Holdings Ltd,606,0.0365%
Inter RAO YEES PAO,IRAO,0.0364%
Neo Solar Power Corp,3576,0.0364%
Haci Omer Sabanci Holding AS,SAHOL,0.0364%
Banpu PCL,BANPU,0.0363%
CI Banco SA Institucion de Banca Multiple FF/00939,TERRA13,0.0362%
Promotora y Operadora de Infraestructura SAB de CV,PINFRA*,0.0362%
Datang International Power Generation Co Ltd,991,0.0362%
Press Metal Aluminium Holdings Bhd,PMETAL,0.0362%
PGE Polska Grupa Energetyczna SA,PGE,0.0361%
Alior Bank SA,ALR,0.0361%
Tata Steel Ltd,TATA,0.036%
CTCI Corp,9933,0.036%
Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,900932,0.036%
Bangkok Land PCL,BLAND,0.0359%
Empresa Nacional de Telecomunicaciones SA,ENTEL,0.0359%
Grupo Aval Acciones y Valores SA,PFAVAL,0.0358%
Dewan Housing Finance Corporation Ltd,DEWH,0.0358%
Semen Indonesia (Persero) Tbk PT,SMGR,0.0358%
TECO Electric & Machinery Co Ltd,1504,0.0357%
Lao Feng Xiang Co Ltd,900905,0.0356%
Parque Arauco SA,PARAUCO,0.0352%
China Reinsurance Group Corp,1508,0.0352%
Meitu Inc,1357,0.0351%
Tong Ren Tang Technologies Co Ltd,1666,0.0351%
AMMB Holdings Bhd,AMBANK,0.035%
CVC Brasil Operadora e Agencia de Viagens SA,CVCB3,0.0349%
China Molybdenum Co Ltd,603993,0.0348%
Micro-Star International Co Ltd,2377,0.0347%
Energy Absolute PCL,EA,0.0345%
COSCO SHIPPING Development Co Ltd,2866,0.0345%
Top Glove Corporation Bhd,TOPGLOV,0.0345%
Mytilineos Holdings SA,MYTIL,0.0345%
Chilisin Electronics Corp,2456,0.0345%
China Literature Ltd,772,0.0344%
GOME Retail Holdings Ltd,493,0.0344%
SMI Holdings Group Ltd,198,0.0342%
Bangkok Expressway and Metro PCL,BEM,0.034%
SINOPEC Engineering Group Co Ltd,2386,0.034%
Emlak Konut Gayrimenkul Yatirim Ortakligi AS,EKGYO,0.034%
Jiangsu Hengrui Medicine Co Ltd,600276,0.0339%
China Coal Energy Co Ltd,1898,0.0339%
Investec Ltd,INL,0.0339%
Highwealth Construction Corp,2542,0.0339%
Yunnan Baiyao Group Co Ltd,000538,0.0338%
Nanya Technology Corp,2408,0.0338%
Magnitogorskiy Metallurgicheskiy Kombinat PAO,MAGN,0.0338%
Xinjiang Goldwind Science & Technology Co Ltd,2208,0.0338%
Aldar Properties PJSC,ALDAR,0.0337%
Bangkok Bank PCL,BBL,0.0337%
Inner Mongolia Yitai Coal Co Ltd,900948,0.0334%
Fortress Reit Ltd,FFB,0.0334%
Berli Jucker PCL,BJC,0.0334%
Asia Optical Co Inc,3019,0.0333%
Yuexiu Transport infrastructure Ltd,1052,0.0333%
Zoomlion Heavy Industry Science and Technology Co Ltd,1157,0.0333%
Landing International Development Ltd,582,0.0332%
Tripod Technology Corp,3044,0.0332%
Taiwan Secom Co Ltd,9917,0.0331%
Fu Shou Yuan International Group Ltd,1448,0.0331%
Shandong Chenming Paper Holdings Ltd,1812,0.033%
Logan Property Holdings Co Ltd,3380,0.033%
MMI Holdings Ltd,MMI,0.0329%
InterGlobe Aviation Ltd,INDIGO,0.0329%
iKang Healthcare Group Inc,KANG,0.0329%
Tianneng Power International Ltd,819,0.0327%
Maanshan Iron & Steel Co Ltd,323,0.0327%
Dubai Islamic Bank PJSC,DIB,0.0326%
Qatar Islamic Bank QPSC,QIBK,0.0326%
China Grand Pharmaceutical and Healthcare Holdings Ltd,512,0.0325%
Power Grid Corporation of India Ltd,PWGR,0.0324%
Iguatemi Empresa de Shopping Centers SA,IGTA3,0.0324%
Goldsun Building Materials Co Ltd,2504,0.0324%
Rand Merchant Investment Holdings Ltd,RMI,0.0323%
Colbun SA,COLBUN,0.0323%
Matahari Department Store Tbk PT,LPPF,0.0323%
Chicony Electronics Co Ltd,2385,0.0323%
Metallurgical Corporation of China Ltd,601618,0.0322%
Hartalega Holdings Bhd,HARTA,0.0322%
Tatung Co,2371,0.0322%
Compania de Minas Buenaventura SAA,BVN,0.0321%
COSCO Shipping Energy Transportation Co Ltd,1138,0.032%
Powertech Technology Inc,6239,0.0319%
Fleury SA,FLRY3,0.0319%
Skyfame Realty Holdings Ltd,59,0.0319%
Sinotrans Ltd,598,0.0318%
Taiwan Union Technology Corp,6274,0.0317%
Magazine Luiza SA,MGLU3,0.0317%
GT Capital Holdings Inc,GTCAP,0.0317%
Electricity Generating PCL,EGCO,0.0316%
China Maple Leaf Educational Systems Ltd,1317,0.0316%
Chong Hong Construction Co Ltd,5534,0.0316%
Eletropaulo Metropolitana Eletricidade de Sao Paulo SA,ELPL3,0.0315%
YTL Corporation Bhd,YTL,0.0315%
Shanghai Electric Group Co Ltd,2727,0.0315%
Dali Foods Group Co Ltd,3799,0.0314%
Manila Electric Co,MER,0.0314%
IRPC PCL,IRPC,0.0314%
CAR Inc,699,0.0311%
Page Industries Ltd,PAG,0.0311%
Orient Securities Co Ltd,600958,0.0311%
International Container Terminal Services Inc,ICT,0.031%
ChipMOS Technologies Inc,8150,0.0309%
GCL-Poly Energy Holdings Ltd,3800,0.0309%
Transcend Information Inc,2451,0.0309%
Ooredoo QSC,ORDS,0.0308%
Energisa SA,ENGI11,0.0307%
China Oriental Group Co Ltd,581,0.0307%
Companhia de Saneamento de Minas Gerais Copasa MG,CSMG3,0.0307%
CSG Holding Co Ltd,200012,0.0307%
Natura Cosmeticos SA,NATU3,0.0307%
KWG Property Holding Ltd,1813,0.0307%
Qatar Electricity and Water Co QSC,QEWS,0.0305%
Yantai Changyu Pioneer Wine Co Ltd,200869,0.0303%
Alliance Bank Malaysia Bhd,ABMB,0.0303%
Jubilant Foodworks Ltd,JUBI,0.0302%
Sibanye Gold Ltd,SGL,0.0301%
TMB Bank PCL,TMB,0.0301%
Fraser & Neave Holdings Bhd,F&N,0.03%
Indocement Tunggal Prakarsa Tbk PT,INTP,0.03%
Bbmg Corp,2009,0.03%
Interconnection Electric SA ESP,ISA,0.03%
Coronation Fund Managers Ltd,CML,0.0299%
Megacable Holdings SAB de CV,MEGACPO,0.0298%
Hap Seng Consolidated Bhd,HAPSENG,0.0298%
Meinian Onehealth Healthcare Holdings Co Ltd,002044,0.0297%
Digital Telecommunications Infrastructure Fund,DIF,0.0296%
CCC SA,CCC,0.0296%
Taiwan Fertilizer Co Ltd,1722,0.0296%
China International Marine Containers Group Co Ltd,2039,0.0296%
Topco Scientific Co Ltd,5434,0.0295%
Apollo Hospitals Enterprise Ltd,APHS,0.0295%
Qualicorp SA,QUAL3,0.0294%
Haitian International Holdings Ltd,1882,0.0294%
Indofood CBP Sukses Makmur Tbk PT,ICBP,0.0294%
Idea Cellular Ltd,IDEA,0.0293%
Flexium Interconnect Inc,6269,0.0293%
Sercomm Corp,5388,0.0293%
IRB Brasil Resseguros SA,IRBR3,0.0293%
Adaro Energy Tbk PT,ADRO,0.0292%
Kimberly-Clark de Mexico SAB de CV,KIMBERA,0.0291%
Epistar Corp,2448,0.0291%
Glenmark Pharmaceuticals Ltd,GNP,0.0291%
My EG Services Bhd,MYEG,0.0291%
Rostelekom PAO,ROSYY,0.0289%
Cadila Healthcare Ltd,CADILAHC,0.0289%
Embotelladora Andina SA,ANDINA-B,0.0289%
Companhia Siderurgica Nacional,SID,0.0289%
Totvs SA,TOTS3,0.0289%
Anglo American Platinum Ltd,AMS,0.0289%
Pioneer Food Group Ltd,PFG,0.0288%
Kingboard Laminates Holdings Ltd,1888,0.0288%
Metalurgica Gerdau SA,GOAU4,0.0287%
Sinbon Electronics Co Ltd,3023,0.0287%
Perusahaan Gas Negara (Persero) Tbk PT,PGAS,0.0286%
Bank of Chongqing Co Ltd,1963,0.0285%
China Resources Phoenix Healthcare Holdings Co Ltd,1515,0.0285%
Petrobras Distribuidora SA,BRDT3,0.0285%
Shin Zu Shing Co Ltd,3376,0.0285%
China Lilang Ltd,1234,0.0284%
Turkiye Vakiflar Bankasi TAO,VAKBN,0.0284%
China Metal Resources Utilization Ltd,1636,0.0283%
Soho China Ltd,410,0.0283%
Taiwan Paiho Ltd,9938,0.0283%
Telekom Malaysia Bhd,TM,0.0283%
Italian Thai Development PCL,ITD-F,0.0282%
Shandong Weigao Group Medical Polymer Co Ltd,1066,0.0281%
Ping An Bank Co Ltd,000001,0.0281%
Kangmei Pharmaceutical Co Ltd,600518,0.0281%
Huadian Power International Corp Ltd,1071,0.0281%
Crompton Greaves Consumer Electricals Ltd,539876,0.028%
Charoen Pokphand Foods PCL,CPF-F,0.0279%
Thanachart Capital PCL,TCAP-F,0.0279%
Great Wall Enterprise Co Ltd,1210,0.0278%
Hua Xia Bank Co Ltd,600015,0.0278%
mBank SA,MBK,0.0277%
Vukile Property Fund Ltd,VKE,0.0277%
Aeroflot-Rossiyskiye Avialinii PAO,AFLT,0.0277%
PhosAgro PAO,PHOR,0.0277%
Grupa Lotos SA,LTS,0.0277%
RHB Bank Bhd,RHBBANK,0.0277%
Metro Pacific Investments Corp,MPI,0.0276%
MRV Engenharia e Participacoes SA,MRVE3,0.0276%
Kiatnakin Bank PCL,KKP-F,0.0276%
Genting Plantations Bhd,GENP,0.0276%
China Yangtze Power Co Ltd,600900,0.0275%
Resilient Reit Ltd,RES,0.0275%
JSE Ltd,JSE,0.0275%
Motor Oil Hellas Corinth Refineries SA,MOH,0.0274%
Indusind Bank Ltd,IIB,0.0274%
Container Corporation of India Ltd,CCRI,0.0273%
CSC Financial Co Ltd,6066,0.0273%
Kap Industrial Holdings Ltd,KAP,0.0272%
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,0.0271%
Massmart Holdings Ltd,MSM,0.027%
Biocon Ltd,BIOS,0.027%
Elite Material Co Ltd,2383,0.0269%
Petkim Petrokimya Holding AS,PETKM,0.0269%
NMDC Ltd,NMDC,0.0269%
Taiwan Business Bank,2834,0.0269%
Bank Danamon Indonesia Tbk PT,BDMN,0.0268%
Holtek Semiconductor Inc,6202,0.0268%
Linx SA,LINX3,0.0268%
Adata Technology Co Ltd,3260,0.0267%
Siemens Ltd,SIEM,0.0267%
Titan Cement Company SA,TITK,0.0267%
Land and Houses PCL,LH-R,0.0266%
Accton Technology Corp,2345,0.0266%
CESP Companhia Energetica de Sao Paulo,CESP6,0.0266%
Kumba Iron Ore Ltd,KIO,0.0266%
Turkiye Halk Bankasi AS,HALKB,0.0266%
Sul America SA,SULA11,0.0266%
China Suntien Green Energy Corp Ltd,956,0.0265%
Ruentex Development Co Ltd,9945,0.0265%
Bangchak Corporation PCL,BCP,0.0265%
Almacenes Exito SA,EXITO,0.0265%
China United Network Communications Ltd,600050,0.0265%
King's Town Bank,2809,0.0264%
Taiwan Semiconductor Co Ltd,5425,0.0264%
Eastern Co SAE,EAST,0.0264%
MegaFon PAO,MFON,0.0264%
Grupo Elektra SAB de CV,ELEKTRA*,0.0264%
Qingdao Port International Co Ltd,6198,0.0264%
Bank of Shanghai Co Ltd,601229,0.0264%
Oracle Financial Services Software Ltd,OFSS,0.0263%
Bank of Nanjing Co Ltd,601009,0.0263%
MRF Ltd,MRF,0.0262%
Transmissora Alianca de Energia Eletrica SA,TAEE11,0.0262%
LifeTech Scientific Corp,1302,0.0262%
China National Nuclear Power Co Ltd,601985,0.0262%
Long Chen Paper Co Ltd,1909,0.0261%
Anadolu Efes Biracilik ve Malt Sanayii AS,AEFES,0.0261%
Colgate-Palmolive (India) Ltd,CLGT,0.0261%
AECI Ltd,AFE,0.0261%
Bursa Malaysia Bhd,BURSA,0.0261%
Federal Hydro-Generating Company RusHydro PAO,HYDR,0.0261%
Sao Martinho SA,SMTO3,0.026%
Alkem Laboratories Ltd,ALKEM,0.026%
BAIC Motor Corp Ltd,1958,0.0259%
Bank Millennium SA,MIL,0.0259%
Hung Sheng Construction Ltd,2534,0.0259%
Arvind Ltd,ARVND,0.0259%
Lonking Holdings Ltd,3339,0.0259%
Wistron NeWeb Corp,6285,0.0259%
Hollysys Automation Technologies Ltd,HOLI,0.0257%
Omnia Holdings Ltd,OMN,0.0257%
Iochpe Maxion SA,MYPK3,0.0256%
Huadian Fuxin Energy Corp Ltd,816,0.0256%
Apollo Tyres Ltd,APTY,0.0256%
Kenda Rubber Industrial Co Ltd,2106,0.0255%
Siam City Cement PCL,SCCC,0.0255%
Shenwan Hongyuan Group Co Ltd,000166,0.0255%
Tata Power Company Ltd,TPWR,0.0255%
Attacq Ltd,ATT,0.0254%
Tongda Group Holdings Ltd,698,0.0254%
B2W Companhia Digital,BTOW3,0.0254%
Legend Holdings Corp,3396,0.0253%
China Yongda Automobiles Services Holdings Ltd,3669,0.0252%
QL Resources Bhd,QL,0.0252%
Universal Medical Financial & Technical Advisory Services Co Ltd,2666,0.0252%
Formosa Taffeta Co Ltd,1434,0.0252%
Guangshen Railway Co Ltd,525,0.0252%
Huaku Development Co Ltd,2548,0.0252%
Digital China Holdings Ltd,861,0.0252%
EDP Energias do Brasil SA,ENBR3,0.0252%
Krungthai Card PCL,KTC,0.0251%
ITEQ Corp,6213,0.025%
Edelweiss Financial Services Ltd,EDEL,0.025%
Yuzhou Properties Company Ltd,1628,0.0249%
Ta Chen Stainless Pipe Co Ltd,2027,0.0249%
Cyrela Brazil Realty SA Empreendimentos e Participacoes,CYRE3,0.0249%
Xtep International Holdings Ltd,1368,0.0249%
Lucky Cement Ltd,LUCK,0.0248%
Standard Foods Corp,1227,0.0248%
Shanghai Zhenhua Heavy Industries Co Ltd,900947,0.0248%
Engie Energia Chile SA,ECL,0.0247%
Qatar Gas Transport Co Ltd,QGTS,0.0247%
Max Financial Services Ltd,MAX,0.0246%
China Shipbuilding Industry Co Ltd,601989,0.0246%
Fufeng Group Ltd,546,0.0246%
Reunert Ltd,RLO,0.0246%
Centrais Eletricas Brasileiras SA,EBRBY,0.0245%
Grand Pacific Petrochemical Corp,1312,0.0245%
Aboitiz Power Corp,AP,0.0245%
Faraday Technology Corp,3035,0.0245%
Yangtze Optical Fibre and Cable Joint Stock Ltd Co,6869,0.0245%
Ardentec Corp,3264,0.0244%
Bharat Heavy Electricals Ltd,BHEL,0.0244%
Hua Hong Semiconductor Ltd,1347,0.0244%
Berger Paints India Ltd,BERGEPAINT,0.0243%
E Ink Holdings Inc,8069,0.0243%
Hub Power Company Ltd,HUBC,0.0243%
TPK Holding Co Ltd,3673,0.0242%
Polyus PAO,PLZL,0.0242%
Exide Industries Ltd,EXID,0.0242%
GAIL (India) Ltd,GAIL,0.0241%
Yunipro PAO,UPRO,0.0241%
United Integrated Services Co Ltd,2404,0.0241%
Sime Darby Property Bhd,SIMEPROP,0.024%
Livzon Pharmaceutical Group Inc,1513,0.024%
Dah Chong Hong Holdings Ltd,1828,0.024%
Zhou Hei Ya International Holdings Co Ltd,1458,0.024%
CESC Ltd,CESC,0.024%
China Petrochemical Development Corp,1314,0.0238%
China Dongxiang (Group) Co Ltd,3818,0.0238%
Tibet Water Resources Ltd,1115,0.0238%
Gigabyte Technology Co Ltd,2376,0.0238%
Banco do Estado do Rio Grande do Sul SA,BRSR6,0.0238%
Sun TV Network Ltd,SUNTV,0.0237%
Voltas Ltd,VOLT,0.0237%
EFG Hermes Holdings SAE,HRHO,0.0237%
Hopson Development Holdings Ltd,754,0.0236%
BYD Electronic International Co Ltd,285,0.0236%
Sihuan Pharmaceutical Holdings Group Ltd,460,0.0236%
Anhui Gujing Distillery Co Ltd,200596,0.0236%
Rajesh Exports Ltd,RJEX,0.0236%
MiTAC Holdings Corp,3706,0.0236%
Ratchaburi Electricity Generating Holding PCL,RATCH-R,0.0235%
Zhen Ding Technology Holding Ltd,4958,0.0235%
China Shineway Pharmaceutical Group Ltd,2877,0.0235%
Engro Corporation Ltd,ENGRO,0.0235%
Kaisa Group Holdings Ltd,1638,0.0235%
DLF Ltd,DLFU,0.0235%
Angang Steel Co Ltd,347,0.0234%
Avenue Supermarts Ltd,DMART,0.0234%
Huadong Medicine Co Ltd,000963,0.0234%
Charoen Pokphand Enterprise Taiwan Co Ltd,1215,0.0234%
Daqin Railway Co Ltd,601006,0.0234%
Oriental Union Chemical Corp,1710,0.0234%
ACC Ltd,ACC,0.0233%
Bolsa Mexicana de Valores SAB de CV,BOLSAA,0.0233%
Kinpo Electronics Inc,2312,0.0233%
Lungyen Life Service Corp,5530,0.0232%
GD Power Development Co Ltd,600795,0.0232%
Ciputra Development Tbk PT,CTRA,0.0231%
Chipbond Technology Corp,6147,0.0231%
Cyfrowy Polsat SA,CPS,0.0231%
Soda Sanayii AS,SODA,0.0231%
Delta Electronics Thailand PCL,DELTA,0.023%
Emaar Development PJSC,EMAARDEV,0.023%
Banpu PCL,BANPU-F,0.023%
Greatview Aseptic Packaging Co Ltd,468,0.023%
Radiant Opto-Electronics Corp,6176,0.023%
Escorts Ltd,ESC,0.023%
Greentown China Holdings Ltd,3900,0.0229%
ZhongAn Online P & C Insurance Co Ltd,6060,0.0229%
Atacadao SA,CRFB3,0.0229%
C C Land Holdings Ltd,1224,0.0228%
Natco Pharma Ltd,NATCOPHARM,0.0228%
Engie Brasil Energia SA,EGIE3,0.0228%
Beijing Jingneng Clean Energy Co Ltd,579,0.0228%
Arcelik AS,ARCLK,0.0227%
Baoshan Iron & Steel Co Ltd,600019,0.0227%
Poly Real Estate Group Co Ltd,600048,0.0227%
China Merchants Shekou Industrial Zone Holdings Co Ltd,001979,0.0226%
Beijing Originwater Technology Co Ltd,300070,0.0226%
Asseco Poland SA,ACP,0.0226%
Smiles Fidelidade SA,SMLS3,0.0226%
Sonda SA,SONDA,0.0225%
Talaat Mostafa Group Holding Co SAE,TMGH,0.0225%
United Breweries Ltd,UBBL,0.0224%
JinkoSolar Holding Co Ltd,JKS,0.0224%
Grupo Carso SAB de CV,GCARSOA1,0.0224%
Impala Platinum Holdings Ltd,IMP,0.0224%
TSRC Corp,2103,0.0223%
CIMC Enric Holdings Ltd,3899,0.0223%
China ZhengTong Auto Services Holdings Ltd,1728,0.0223%
China SCE Property Holdings Ltd,1966,0.0222%
Bharat Electronics Ltd,BEL,0.0222%
SSY Group Ltd,2005,0.0221%
Trubnaya Metallurgicheskaya Kompaniya PAO,TRMK,0.0221%
Jindal Steel And Power Ltd,JSP,0.0221%
Feng Hsin Steel Co Ltd,2015,0.0221%
Vina Concha y Toro SA,CONCHATORO,0.022%
Sany Heavy Industry Co Ltd,600031,0.022%
Far Eastern Department Stores Ltd,2903,0.022%
Astro Malaysia Holdings Bhd,ASTRO,0.022%
Primax Electronics Ltd,4915,0.022%
Northam Platinum Ltd,NHM,0.0219%
Azul SA,AZUL4,0.0219%
Play Communications SA,PLY,0.0219%
Indian Hotels Company Ltd,IH,0.0218%
Jastrzebska Spolka Weglowa SA,JSW,0.0218%
Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,KRDMD,0.0218%
King Yuan Electronics Co Ltd,2449,0.0218%
KCE Electronics PCL,KCE,0.0218%
Taiwan Glass Ind Corp,1802,0.0217%
Emaar Malls PJSC,EMAARMALLS,0.0217%
Astral Foods Ltd,ARL,0.0217%
Clevo Co,2362,0.0217%
Total Access Communication PCL,DTAC,0.0217%
Castrol India Ltd,CSTRL,0.0216%
CH Karnchang PCL,CK,0.0216%
Info Edge (India) Ltd,INFOE,0.0215%
HTC Corp,2498,0.0215%
Xunlei Ltd,XNET,0.0214%
Surya Citra Media Tbk PT,SCMA,0.0214%
Alupar Investimento SA,ALUP11,0.0214%
Central Plaza Hotel PCL,CENTEL,0.0213%
Hong Leong Financial Group Bhd,HLFG,0.0212%
China Water Affairs Group Ltd,855,0.0212%
Kruk SA,KRU,0.021%
Mphasis Ltd,MPHL,0.021%
China Everbright Greentech Ltd,1257,0.021%
YiChang HEC ChangJiang Pharmaceutical Co Ltd,1558,0.021%
Pakuwon Jati Tbk PT,PWON,0.0209%
Tata Global Beverages Ltd,TGBL,0.0209%
CARE Ratings Ltd,CARE,0.0209%
Bank of Baroda Ltd,BANKBARODA,0.0209%
Liberty Holdings Ltd,LBH,0.0208%
Amrest Holdings SE,EAT,0.0208%
Poly Property Group Co Ltd,119,0.0207%
Brait SE,BAT,0.0207%
El Puerto de Liverpool SAB de CV,LIVEPOLC-1,0.0207%
Jasmine Broadband Internet Infrastructure Fund,JASIF,0.0207%
Sinopec Kantons Holdings Ltd,934,0.0207%
NCC Ltd,NJCC,0.0207%
Focus Media Information Technology Co Ltd,002027,0.0207%
Pilipinas Shell Petroleum Corp,SHLPH,0.0207%
TIME dotCom Bhd,TIMECOM,0.0207%
Surgutneftegaz OAO,SNGSP,0.0207%
Dino Polska SA,DNP,0.0206%
Yanlord Land Group Ltd,Z25,0.0206%
Eternal Materials Co Ltd,1717,0.0206%
Wuxi Little Swan Co Ltd,200418,0.0206%
City Union Bank Ltd,CUB,0.0206%
CTEEP Companhia de Transmissao de Energia Eletrica Paulista,TRPL4,0.0206%
Bukit Asam (Persero) Tbk PT,PTBA,0.0205%
Luzhou Laojiao Co Ltd,000568,0.0205%
Suning.Com Co Ltd,002024,0.0205%
Robinson PCL,ROBINS,0.0205%
Reliance Infrastructure Ltd,RELI,0.0205%
IDFC Bank Ltd,539437,0.0204%
Telesites SAB de CV,SITESB-1,0.0204%
Bayer CropScience Ltd,BYRCS,0.0204%
Skyworth Digital Holdings Ltd,751,0.0204%
Tatneft' PAO,TATNP,0.0203%
Banco Davivienda SA,PFDAVVNDA,0.0203%
Major Cineplex Group PCL,MAJOR,0.0202%
Compania de Minas Buenaventura SAA,BUENAVC1,0.0201%
Usinas Siderurgicas de Minas Gerais SA Usiminas,USIM5,0.0201%
Jiangsu Yanghe Brewery Joint-Stock Co Ltd,002304,0.02%
Corporacion Financiera Colombiana SA,CORFICOLCF,0.02%
Emami Ltd,HMN,0.02%
Godrej Industries Ltd,GDSP,0.02%
Habib Bank Ltd,HBL,0.02%
Duratex SA,DTEX3,0.0199%
Fauji Fertilizer Company Ltd,FFC,0.0199%
CG Power and Industrial Solutions Ltd,CGPOWER,0.0199%
MCB Bank Ltd,MCB,0.0198%
Inari Amertron Bhd,INARI,0.0197%
Greatek Electronics Inc,2441,0.0197%
Sinotruk Hong Kong Ltd,3808,0.0197%
Capital First Ltd,CAFL,0.0196%
TVS Motor Company Ltd,TVSL,0.0196%
Inversiones Aguas Metropolitanas SA,IAM,0.0196%
Tongaat Hulett Ltd,TON,0.0196%
Tong Yang Industry Co Ltd,1319,0.0195%
TAV Havalimanlari Holding AS,TAVHL,0.0195%
Bumi Armada Bhd,ARMADA,0.0194%
CEAT Ltd,CEAT,0.0194%
China International Travel Service Corp Ltd,601888,0.0194%
Damac Properties Dubai Co PSC,DAMAC,0.0194%
Coca-Cola Icecek AS,CCOLA,0.0193%
Pakistan State Oil Company Ltd,PSO,0.0193%
Lepu Medical Technology Beijing Co Ltd,300003,0.0193%
Vinda International Holdings Ltd,3331,0.0192%
Felda Global Ventures Holdings Bhd,FGV,0.0192%
Sino Thai Engineering and Construction PCL,STEC,0.0192%
Haichang Ocean Park Holdings Ltd,2255,0.0192%
Tian Ge Interactive Holdings Ltd,1980,0.0191%
LT Group Inc,LTG,0.0191%
Cummins India Ltd,KKC,0.0191%
Kansai Nerolac Paints Ltd,KANSAINER,0.019%
Taichung Commercial Bank Co Ltd,2812,0.019%
China Machinery Engineering Corp,1829,0.019%
Taiwan Hon Chuan Enterprise Co Ltd,9939,0.019%
Yungtay Engineering Co Ltd,1507,0.0189%
Cheng Loong Corp,1904,0.0189%
AIA Engineering Ltd,AIAE,0.0189%
Supreme Industries Ltd,SI,0.0189%
Lotte Chemical Titan Holding Bhd,LCTITAN,0.0189%
Zhejiang Huayou Cobalt Co Ltd,603799,0.0189%
Jubilant Life Sciences Ltd,JOL,0.0189%
GlaxoSmithKline Consumer Healthcare Ltd,SKB,0.0189%
Gentera SAB de CV,GENTERA*,0.0189%
Kajaria Ceramics Ltd,KAJARIACER,0.0188%
Unimicron Technology Corp,3037,0.0188%
Greentown Service Group Co Ltd,2869,0.0188%
Shinkong Synthetic Fiber Corp,1409,0.0188%
Dongyue Group Ltd,189,0.0187%
El Sewedy Electric Co SAE,SWDY,0.0187%
Manappuram Finance Ltd,MGFL,0.0187%
Alliance Global Group Inc,AGI,0.0187%
SA Corporate Real Estate Fund Managers (Pty) Ltd,SAC,0.0187%
Super Group Ltd,SPG,0.0187%
Genomma Lab Internacional SAB de CV,LABB,0.0187%
Steel Authority of India Ltd,SAIL,0.0186%
Century Textile and Industries Ltd,CENT,0.0186%
China Aoyuan Property Group Ltd,3883,0.0186%
Companhia Paranaense de Energia,ELP,0.0186%
Dalmia Bharat Ltd,DALMIABHA,0.0185%
PVR Ltd,PVRL,0.0185%
Nankang Rubber Tire Corp Ltd,2101,0.0185%
Kinsus Interconnect Technology Corp,3189,0.0185%
Shanghai Jin Jiang International Hotels Group Co Ltd,2006,0.0185%
Turk Telekomunikasyon AS,TTKOM,0.0185%
ICICI Lombard General Insurance Company Ltd,ICICIGI,0.0184%
Bank of Ningbo Co Ltd,002142,0.0184%
AECC Aviation Power Co Ltd,600893,0.0184%
Far Eastern International Bank,2845,0.0184%
Iflytek Co Ltd,002230,0.0184%
Ramco Cements Ltd,TRCL,0.0183%
Oil India Ltd,OINL,0.0183%
Torrent Pharmaceuticals Ltd,TRP,0.0183%
Dazhong Transportation Group Co Ltd,900903,0.0183%
NARI Technology Co Ltd,600406,0.0183%
Ulker Biskuvi Sanayi AS,ULKER,0.0182%
Power Construction Corporation of China Ltd,601669,0.0182%
Qingdao Haier Co Ltd,600690,0.0181%
Odontoprev SA,ODPV3,0.0181%
L&T Finance Holdings Ltd,LTFH,0.0181%
Grupo Aeromexico SAB de CV,AEROMEX*,0.0181%
Thai Union Group PCL,TU-F,0.0181%
Fang Holdings Ltd,SFUN,0.0181%
Wafer Works Corp,6182,0.018%
BTS Rail Mass Transit Growth Infrastructure Fund,BTSGIF,0.018%
