IWF: iShares Russell 1000 Growth ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	39938206
Shares Outstanding: 292400000
Expense Ratio: 0.2%
Tracks This Index: Russell 1000 Growth Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWF


Holding,Symbol,Weighting
Brown-Forman Corp,BF.A,0.0202%
AMC Networks Inc,AMCX,0.0201%
Bank of the Ozarks,OZRK,0.0201%
Choice Hotels International Inc,CHH,0.0197%
Ametek Inc,AME,0.0195%
Armstrong World Industries Inc,AWI,0.0192%
Owens-Illinois Inc,OI,0.019%
Corelogic Inc,CLGX,0.0188%
Under Armour Inc,UAA,0.0188%
Guidewire Software Inc,GWRE,0.0188%
Centene Corp,CNC,0.0184%
Welbilt Inc,WBT,0.0184%
Cable ONE Inc,CABO,0.0182%
Westinghouse Air Brake Technologies Corp,WAB,0.018%
Qiagen NV,QGEN,0.018%
Gardner Denver Holdings Inc,GDI,0.0179%
PulteGroup Inc,PHM,0.0179%
Gaming and Leisure Properties Inc,GLPI,0.0176%
Advance Auto Parts Inc,AAP,0.017%
Tapestry Inc,TPR,0.017%
Under Armour Inc,UA,0.017%
Lamb Weston Holdings Inc,LW,0.0169%
Tupperware Brands Corp,TUP,0.0169%
Royal Gold Inc,RGLD,0.0168%
Antero Resources Corp,AR,0.0165%
Stanley Black & Decker Inc,SWK,0.0164%
Extended Stay America Inc,STAY,0.0161%
Silgan Holdings Inc,SLGN,0.0159%
Albemarle Corp,ALB,0.0158%
Morningstar Inc,MORN,0.0158%
Teleflex Inc,TFX,0.0158%
Dick's Sporting Goods Inc,DKS,0.0157%
TripAdvisor Inc,TRIP,0.0151%
Twenty-First Century Fox Inc,FOXA,0.0151%
Erie Indemnity Co,ERIE,0.0149%
State Street Corp,STT,0.0143%
HCA Healthcare Inc,HCA,0.0143%
Westlake Chemical Corp,WLK,0.0142%
TESARO Inc,TSRO,0.0142%
Leucadia National Corp,LUK,0.0142%
Spectrum Brands Holdings Inc,SPB,0.0141%
Zillow Group Inc,ZG,0.0141%
NRG Energy Inc,NRG,0.0138%
Clean Harbors Inc,CLH,0.0137%
Laredo Petroleum Inc,LPI,0.0136%
Dun & Bradstreet Corp,DNB,0.0135%
Taubman Centers Inc,TCO,0.0132%
Invesco Ltd,IVZ,0.0128%
Motorola Solutions Inc,MSI,0.0126%
ACADIA Pharmaceuticals Inc,ACAD,0.0124%
EQT Corp,EQT,0.0124%
Skechers USA Inc,SKX,0.0119%
Floor & Decor Holdings Inc,FND,0.0119%
Michaels Companies Inc,MIK,0.0118%
Dover Corp,DOV,0.0118%
MSC Industrial Direct Co Inc,MSM,0.0116%
PerkinElmer Inc,PKI,0.0116%
Devon Energy Corp,DVN,0.0112%
Pinnacle Financial Partners Inc,PNFP,0.0112%
Lions Gate Entertainment Corp,LGF.B,0.011%
Aptargroup Inc,ATR,0.0108%
Pandora Media Inc,P,0.0108%
Steel Dynamics Inc,STLD,0.0105%
Arch Capital Group Ltd,ACGL,0.0104%
LKQ Corp,LKQ,0.0102%
L Brands Inc,LB,0.0101%
Corning Inc,GLW,0.0098%
Twitter Inc,TWTR,0.0098%
Match Group Inc,MTCH,0.0096%
Intercept Pharmaceuticals Inc,ICPT,0.0093%
Quanta Services Inc,PWR,0.0091%
MGM Resorts International,MGM,0.0087%
NU Skin Enterprises Inc,NUS,0.0086%
Bruker Corp,BRKR,0.0086%
Snap-On Inc,SNA,0.0085%
Discovery Inc,DISCK,0.0085%
Akorn Inc,AKRX,0.0081%
VICI Properties Inc,VICI,0.008%
Platform Specialty Products Corp,PAH,0.008%
Assurant Inc,AIZ,0.0079%
Pilgrims Pride Corp,PPC,0.0078%
BorgWarner Inc,BWA,0.0078%
