IWD: iShares Russell 1000 Value ETF
Inception Date: 2000-05-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	35545888
Shares Outstanding: 298400000
Expense Ratio: 0.2%
Tracks This Index: Russell 1000 Value Index
ETFdb.com Category: Large Cap Value Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWD


Holding,Symbol,Weighting
Cheniere Energy Inc,LNG,0.0351%
MEDNAX Inc,MD,0.035%
F.N.B. Corp,FNB,0.035%
Sensata Technologies Holding PLC,ST,0.0348%
Masco Corp,MAS,0.0348%
Cinemark Holdings Inc,CNK,0.0345%
Life Storage Inc,LSI,0.0342%
Brighthouse Financial Inc,BHF,0.034%
Assured Guaranty Ltd,AGO,0.034%
Hospitality Properties Trust,HPT,0.0339%
TCF Financial Corp,TCF,0.0338%
Whiting Petroleum Corp,WLL,0.0338%
Mattel Inc,MAT,0.0336%
Flowers Foods Inc,FLO,0.0335%
Qurate Retail Inc,QRTEA,0.0333%
Guidewire Software Inc,GWRE,0.0331%
Valvoline Inc,VVV,0.0329%
AGCO Corp,AGCO,0.0328%
Air Lease Corp,AL,0.0324%
Arthur J Gallagher & Co,AJG,0.0323%
Hawaiian Electric Industries Inc,HE,0.032%
Burlington Stores Inc,BURL,0.032%
Equity Commonwealth,EQC,0.032%
Apple Hospitality REIT Inc,APLE,0.0318%
Sealed Air Corp,SEE,0.0316%
Assurant Inc,AIZ,0.0316%
Bemis Company Inc,BMS,0.0316%
nVent Electric PLC,NVT,0.0313%
Royal Gold Inc,RGLD,0.0311%
Liberty Media Corp,LSXMA,0.031%
Quanta Services Inc,PWR,0.0308%
Spirit Realty Capital Inc,SRC,0.0307%
Conduent Inc,CNDT,0.0306%
Discovery Inc,DISCA,0.0305%
Versum Materials Inc,VSM,0.0303%
Senior Housing Properties Trust,SNH,0.0299%
Caseys General Stores Inc,CASY,0.0299%
Bank of Hawaii Corp,BOH,0.0298%
EPR Properties,EPR,0.0297%
Copa Holdings SA,CPA,0.0297%
GCI Liberty Inc,GLIBA,0.0293%
Ryder System Inc,R,0.0293%
Hyatt Hotels Corp,H,0.0292%
White Mountains Insurance Group Ltd,WTM,0.0291%
Dolby Laboratories Inc,DLB,0.0287%
USG Corp,USG,0.0286%
Colony NorthStar Inc,CLNS,0.0286%
Navient Corp,NAVI,0.0285%
FireEye Inc,FEYE,0.028%
FLIR Systems Inc,FLIR,0.028%
Cabot Corp,CBT,0.0279%
Weingarten Realty Investors,WRI,0.0279%
Continental Resources Inc,CLR,0.0277%
Sprint Corp,S,0.0277%
Chimera Investment Corp,CIM,0.0277%
Cabot Oil & Gas Corp,COG,0.0276%
RSP Permian Inc,RSPP,0.0276%
Biogen Inc,BIIB,0.0276%
Expeditors International of Washington Inc,EXPD,0.0275%
CNX Resources Corp,CNX,0.0272%
JBG SMITH Properties,JBGS,0.0269%
Old Dominion Freight Line Inc,ODFL,0.0268%
Urban Outfitters Inc,URBN,0.0267%
Williams-Sonoma Inc,WSM,0.0267%
Realogy Holdings Corp,RLGY,0.0267%
Timken Co,TKR,0.0267%
Range Resources Corp,RRC,0.0266%
Regal Beloit Corp,RBC,0.0262%
Uniti Group Inc,UNIT,0.0262%
Valmont Industries Inc,VMI,0.0261%
Toll Brothers Inc,TOL,0.0261%
Acadia Healthcare Company Inc,ACHC,0.026%
Huntsman Corp,HUN,0.026%
Avangrid Inc,AGR,0.026%
Pinnacle Financial Partners Inc,PNFP,0.0257%
Parker-Hannifin Corp,PH,0.0254%
Bank of the Ozarks,OZRK,0.0254%
First Republic Bank,FRC,0.0252%
QEP Resources Inc,QEP,0.0252%
XPO Logistics Inc,XPO,0.0251%
John Wiley & Sons Inc,JW.A,0.0251%
MFA Financial Inc,MFA,0.025%
Macquarie Infrastructure Corp,MIC,0.0247%
Paramount Group Inc,PGRE,0.0246%
Domtar Corp,UFS,0.0244%
International Game Technology PLC,IGT,0.0243%
Centennial Resource Development Inc,CDEV,0.0241%
Santander Consumer USA Holdings Inc,SC,0.024%
Terex Corp,TEX,0.0239%
Brandywine Realty Trust,BDN,0.0238%
Signature Bank,SBNY,0.0238%
Wesco International Inc,WCC,0.0237%
Hain Celestial Group Inc,HAIN,0.0237%
Tribune Media Co,TRCO,0.0234%
NU Skin Enterprises Inc,NUS,0.0234%
Colfax Corp,CFX,0.023%
Telephone and Data Systems Inc,TDS,0.0225%
Zynga Inc,ZNGA,0.0225%
Two Harbors Investment Corp,TWO,0.0225%
Weatherford International PLC,WFT,0.0225%
Corporate Office Properties Trust,OFC,0.0225%
Piedmont Office Realty Trust Inc,PDM,0.0223%
AutoNation Inc,AN,0.0222%
SM Energy Co,SM,0.022%
CommScope Holding Company Inc,COMM,0.0219%
Western Alliance Bancorp,WAL,0.0219%
Columbia Property Trust Inc,CXP,0.0217%
NetApp Inc,NTAP,0.0215%
Hilton Worldwide Holdings Inc,HLT,0.0213%
Dun & Bradstreet Corp,DNB,0.0213%
Autozone Inc,AZO,0.0212%
EchoStar Corp,SATS,0.0211%
ProAssurance Corp,PRA,0.021%
Parsley Energy Inc,PE,0.0207%
CoreCivic Inc,CXW,0.0206%
Spirit Airlines Inc,SAVE,0.0204%
Legg Mason Inc,LM,0.0204%
Hasbro Inc,HAS,0.0204%
Retail Properties of America Inc,RPAI,0.0204%
Chesapeake Energy Corp,CHK,0.0203%
Graham Holdings Co,GHC,0.0203%
BOK Financial Corp,BOKF,0.0203%
Southwestern Energy Co,SWN,0.0202%
Campbell Soup Co,CPB,0.0201%
BGC Partners Inc,BGCP,0.0196%
OUTFRONT Media Inc,OUT,0.0196%
Nabors Industries Ltd,NBR,0.0194%
Humana Inc,HUM,0.0193%
Tegna Inc,TGNA,0.0193%
MSC Industrial Direct Co Inc,MSM,0.0192%
Antero Resources Corp,AR,0.0192%
Empire State Realty Trust Inc,ESRT,0.0191%
Bed Bath & Beyond Inc,BBBY,0.0191%
Signet Jewelers Ltd,SIG,0.0191%
Cooper Companies Inc,COO,0.019%
Lear Corp,LEA,0.019%
Gentex Corp,GNTX,0.0188%
TripAdvisor Inc,TRIP,0.0186%
Onemain Holdings Inc,OMF,0.0183%
Edgewell Personal Care Co,EPC,0.0183%
DDR Corp,DDR,0.0182%
Skechers USA Inc,SKX,0.0179%
Clorox Co,CLX,0.0175%
Hubbell Inc,HUBB,0.0173%
Oceaneering International Inc,OII,0.0171%
LogMeIn Inc,LOGM,0.0168%
Fortive Corp,FTV,0.0168%
Hexcel Corp,HXL,0.0166%
Murphy Usa Inc,MUSA,0.0164%
Westlake Chemical Corp,WLK,0.0163%
Yum China Holdings Inc,YUMC,0.0161%
PPG Industries Inc,PPG,0.016%
TD Ameritrade Holding Corp,AMTD,0.0158%
Bruker Corp,BRKR,0.0158%
News Corp,NWS,0.0157%
Ameriprise Financial Inc,AMP,0.0156%
Huntington Ingalls Industries Inc,HII,0.0156%
Extraction Oil & Gas Inc,XOG,0.0153%
International Paper Co,IP,0.0152%
Crown Holdings Inc,CCK,0.0151%
Taubman Centers Inc,TCO,0.0151%
Trimble Inc,TRMB,0.015%
Harley-Davidson Inc,HOG,0.0149%
CubeSmart,CUBE,0.0148%
Tanger Factory Outlet Centers Inc,SKT,0.0147%
Pitney Bowes Inc,PBI,0.0145%
Patterson Companies Inc,PDCO,0.0145%
DISH Network Corp,DISH,0.0145%
Liberty Expedia Holdings Inc,LEXEA,0.0142%
Corelogic Inc,CLGX,0.0141%
