IWR: iShares Russell Midcap ETF
Inception Date: 2001-07-17
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	16846828
Shares Outstanding: 82150000
Expense Ratio: 0.2%
Tracks This Index: Russell Midcap Index
ETFdb.com Category: All Cap Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/IWR


Holding,Symbol,Weighting
Carmax Inc,KMX,0.1635%
Darden Restaurants Inc,DRI,0.1632%
HollyFrontier Corp,HFC,0.1628%
Invesco Ltd,IVZ,0.1624%
Church & Dwight Co Inc,CHD,0.1623%
CDW Corp,CDW,0.1617%
Cadence Design Systems Inc,CDNS,0.1594%
Expeditors International of Washington Inc,EXPD,0.1591%
HCP Inc,HCP,0.1586%
XPO Logistics Inc,XPO,0.1579%
International Flavors & Fragrances Inc,IFF,0.1571%
Kansas City Southern,KSU,0.1569%
Tiffany & Co,TIF,0.1566%
Hologic Inc,HOLX,0.1561%
CenterPoint Energy Inc,CNP,0.1561%
Cabot Oil & Gas Corp,COG,0.1558%
Extra Space Storage Inc,EXR,0.1554%
Cooper Companies Inc,COO,0.1548%
Cincinnati Financial Corp,CINF,0.1543%
Nielsen Holdings PLC,NLSN,0.154%
Zions Bancorp,ZION,0.1539%
Albemarle Corp,ALB,0.1536%
Wyndham Worldwide Corp,WYN,0.1535%
FMC Corp,FMC,0.1528%
Domino's Pizza Inc,DPZ,0.1524%
CA Inc,CA,0.1523%
Whirlpool Corp,WHR,0.1519%
Varian Medical Systems Inc,VAR,0.1519%
Kohls Corp,KSS,0.1512%
Incyte Corp,INCY,0.1512%
NVR Inc,NVR,0.1508%
Molson Coors Brewing Co,TAP,0.1508%
Gartner Inc,IT,0.1506%
Qurate Retail Inc,QRTEA,0.1497%
Huntington Ingalls Industries Inc,HII,0.1491%
Packaging Corp of America,PKG,0.1486%
Viacom Inc,VIAB,0.1483%
Norwegian Cruise Line Holdings Ltd,NCLH,0.1481%
Mid-America Apartment Communities Inc,MAA,0.148%
Chipotle Mexican Grill Inc,CMG,0.1478%
F5 Networks Inc,FFIV,0.147%
Bunge Ltd,BG,0.1465%
Copart Inc,CPRT,0.1465%
BorgWarner Inc,BWA,0.1459%
Steel Dynamics Inc,STLD,0.1456%
Targa Resources Corp,TRGP,0.1447%
Universal Health Services Inc,UHS,0.1446%
Verisign Inc,VRSN,0.1439%
IDEX Corp,IEX,0.1438%
Perrigo Company PLC,PRGO,0.1436%
Nasdaq Inc,NDAQ,0.1431%
J B Hunt Transport Services Inc,JBHT,0.143%
Alliant Energy Corp,LNT,0.1413%
Duke Realty Corp,DRE,0.1403%
Hasbro Inc,HAS,0.1402%
Alcoa Corp,AA,0.1397%
Reinsurance Group of America Inc,RGA,0.1389%
Fidelity National Financial Inc,FNF,0.1384%
East West Bancorp Inc,EWBC,0.1384%
Spirit AeroSystems Holdings Inc,SPR,0.1382%
Alliance Data Systems Corp,ADS,0.1379%
Arch Capital Group Ltd,ACGL,0.1377%
Torchmark Corp,TMK,0.1374%
Lululemon Athletica Inc,LULU,0.1371%
Iron Mountain Inc,IRM,0.1369%
PTC Inc,PTC,0.1368%
Keysight Technologies Inc,KEYS,0.1368%
Macy's Inc,M,0.1366%
UDR Inc,UDR,0.1361%
Mosaic Co,MOS,0.1357%
Hormel Foods Corp,HRL,0.1355%
Michael Kors Holdings Ltd,KORS,0.1353%
Atmos Energy Corp,ATO,0.1348%
Amdocs Ltd,DOX,0.1346%
WellCare Health Plans Inc,WCG,0.134%
Qorvo Inc,QRVO,0.1339%
Lamb Weston Holdings Inc,LW,0.1338%
LKQ Corp,LKQ,0.1337%
SS&C Technologies Holdings Inc,SSNC,0.1337%
Voya Financial Inc,VOYA,0.1328%
DaVita Inc,DVA,0.1322%
ON Semiconductor Corp,ON,0.132%
Cimarex Energy Co,XEC,0.1316%
Advanced Micro Devices Inc,AMD,0.1316%
Everest Re Group Ltd,RE,0.1313%
Avery Dennison Corp,AVY,0.131%
Juniper Networks Inc,JNPR,0.1307%
Burlington Stores Inc,BURL,0.13%
NRG Energy Inc,NRG,0.1299%
Jack Henry & Associates Inc,JKHY,0.1299%
IAC/InterActiveCorp,IAC,0.1299%
CF Industries Holdings Inc,CF,0.1295%
Sirius XM Holdings Inc,SIRI,0.1283%
Interpublic Group of Companies Inc,IPG,0.1279%
Chemours Co,CC,0.1276%
Aramark,ARMK,0.1276%
Affiliated Managers Group Inc,AMG,0.1272%
Unum Group,UNM,0.1264%
Western Union Co,WU,0.1261%
Leidos Holdings Inc,LDOS,0.1258%
SL Green Realty Corp,SLG,0.1258%
Vail Resorts Inc,MTN,0.1256%
Pinnacle West Capital Corp,PNW,0.1254%
A. O. Smith Corp,AOS,0.1244%
Regency Centers Corp,REG,0.1235%
First Data Corp,FDC,0.1225%
Tractor Supply Co,TSCO,0.1223%
NiSource Inc,NI,0.1217%
Trimble Inc,TRMB,0.1205%
Federal Realty Investment Trust,FRT,0.1205%
Ingredion Inc,INGR,0.1201%
UGI Corp,UGI,0.119%
Sensata Technologies Holding PLC,ST,0.1189%
SEI Investments Co,SEIC,0.1188%
Fortune Brands Home & Security Inc,FBHS,0.1181%
Snap-On Inc,SNA,0.1175%
Advance Auto Parts Inc,AAP,0.1175%
Fluor Corp,FLR,0.1174%
Alleghany Corp,Y,0.1172%
L Brands Inc,LB,0.1172%
Marvell Technology Group Ltd,MRVL,0.1171%
IPG Photonics Corp,IPGP,0.117%
Fortinet Inc,FTNT,0.1162%
GoDaddy Inc,GDDY,0.1158%
PulteGroup Inc,PHM,0.1156%
Old Dominion Freight Line Inc,ODFL,0.1154%
AES Corp,AES,0.115%
CDK Global Inc,CDK,0.1149%
STERIS plc,STE,0.1129%
PerkinElmer Inc,PKI,0.1126%
Alnylam Pharmaceuticals Inc,ALNY,0.1123%
Macerich Co,MAC,0.1123%
Leucadia National Corp,LUK,0.112%
American Financial Group Inc,AFG,0.1118%
Veeva Systems Inc,VEEV,0.1117%
Sealed Air Corp,SEE,0.1117%
Tyler Technologies Inc,TYL,0.1111%
Camden Property Trust,CPT,0.1106%
Jones Lang LaSalle Inc,JLL,0.1101%
Orbital ATK Inc,OA,0.1094%
Alaska Air Group Inc,ALK,0.1088%
Microsemi Corp,MSCC,0.1082%
Coty Inc,COTY,0.1079%
Westar Energy Inc,WR,0.1078%
Pentair PLC,PNR,0.1072%
Garmin Ltd,GRMN,0.1069%
Westinghouse Air Brake Technologies Corp,WAB,0.1068%
Equity LifeStyle Properties Inc,ELS,0.1066%
Robert Half International Inc,RHI,0.1065%
Marketaxess Holdings Inc,MKTX,0.1064%
Cognex Corp,CGNX,0.1063%
Vistra Energy Corp,VST,0.1062%
FLIR Systems Inc,FLIR,0.1061%
Graco Inc,GGG,0.1057%
Lennox International Inc,LII,0.1055%
Arconic Inc,ARNC,0.1055%
Liberty Broadband Corp,LBRDK,0.1047%
Liberty Media Corp,LSXMK,0.1043%
AGNC Investment Corp,AGNC,0.1043%
Helmerich and Payne Inc,HP,0.1042%
Nordson Corp,NDSN,0.1042%
Qiagen NV,QGEN,0.1033%
Owens Corning,OC,0.1032%
Servicemaster Global Holdings Inc,SERV,0.1024%
HD Supply Holdings Inc,HDS,0.1023%
Ultimate Software Group Inc,ULTI,0.1023%
Sun Communities Inc,SUI,0.1021%
Jacobs Engineering Group Inc,JEC,0.1019%
Allegion PLC,ALLE,0.1018%
FactSet Research Systems Inc,FDS,0.1016%
Neurocrine Biosciences Inc,NBIX,0.1015%
Berry Global Group Inc,BERY,0.1012%
Campbell Soup Co,CPB,0.1009%
Parsley Energy Inc,PE,0.1005%
US Foods Holding Corp,USFD,0.1003%
W. R. Berkley Corp,WRB,0.1002%
Zebra Technologies Corp,ZBRA,0.0999%
Pinnacle Foods Inc,PF,0.0998%
Great Plains Energy Inc,GXP,0.0996%
KAR Auction Services Inc,KAR,0.0995%
Signature Bank,SBNY,0.0993%
Kilroy Realty Corp,KRC,0.0988%
Gaming and Leisure Properties Inc,GLPI,0.0986%
WPX Energy Inc,WPX,0.0986%
Middleby Corp,MIDD,0.0983%
CIT Group Inc,CIT,0.0978%
Invitation Homes Inc,INVH,0.0973%
Gap Inc,GPS,0.0971%
Herbalife Nutrition Ltd,HLF,0.0968%
Harley-Davidson Inc,HOG,0.0965%
Xerox Corp,XRX,0.0962%
Teradyne Inc,TER,0.0957%
WP Carey Inc,WPC,0.0957%
Alkermes Plc,ALKS,0.0956%
VEREIT Inc,VER,0.0949%
Zayo Group Holdings Inc,ZAYO,0.0945%
Axalta Coating Systems Ltd,AXTA,0.0943%
OGE Energy Corp,OGE,0.0942%
Discovery Inc,DISCK,0.0941%
RSP Permian Inc,RSPP,0.0938%
PacWest Bancorp,PACW,0.0935%
Arrow Electronics Inc,ARW,0.0934%
WABCO Holdings Inc,WBC,0.0933%
Gentex Corp,GNTX,0.0922%
Cullen/Frost Bankers Inc,CFR,0.0921%
Guidewire Software Inc,GWRE,0.092%
Carlisle Companies Inc,CSL,0.0917%
Service Corporation International,SCI,0.0917%
DexCom Inc,DXCM,0.0913%
WEX Inc,WEX,0.0912%
Apartment Investment and Management Co,AIV,0.0909%
ManpowerGroup Inc,MAN,0.0901%
RPM International Inc,RPM,0.0901%
Energen Corp,EGN,0.0898%
Polaris Industries Inc,PII,0.0898%
Teledyne Technologies Inc,TDY,0.0895%
People's United Financial Inc,PBCT,0.0895%
HanesBrands Inc,HBI,0.0895%
BWX Technologies Inc,BWXT,0.0895%
West Pharmaceutical Services Inc,WST,0.0893%
Aqua America Inc,WTR,0.0893%
Lazard Ltd,LAZ,0.0888%
Black Knight Inc,BKI,0.0886%
Reliance Steel & Aluminum Co,RS,0.0885%
Eaton Vance Corp,EV,0.0885%
Liberty Property Trust,LPT,0.0883%
Synovus Financial Corp,SNV,0.0882%
JetBlue Airways Corp,JBLU,0.0882%
Brown & Brown Inc,BRO,0.0882%
Toro Co,TTC,0.0873%
Crown Holdings Inc,CCK,0.087%
Goodyear Tire & Rubber Co,GT,0.0869%
DCT Industrial Trust Inc,DCT,0.0869%
Exelixis Inc,EXEL,0.0866%
Toll Brothers Inc,TOL,0.0861%
Commerce Bancshares Inc,CBSH,0.0856%
News Corp,NWSA,0.0856%
Douglas Emmett Inc,DEI,0.0853%
National Retail Properties Inc,NNN,0.0852%
Kimco Realty Corp,KIM,0.0851%
Flowserve Corp,FLS,0.0847%
Ralph Lauren Corp,RL,0.0842%
Nordstrom Inc,JWN,0.0842%
Hexcel Corp,HXL,0.084%
Huntsman Corp,HUN,0.0837%
New Residential Investment Corp,NRZ,0.0836%
Vectren Corp,VVC,0.0835%
Adient PLC,ADNT,0.0834%
Western Alliance Bancorp,WAL,0.0825%
LogMeIn Inc,LOGM,0.0824%
Continental Resources Inc,CLR,0.0823%
Seattle Genetics Inc,SGEN,0.0823%
VICI Properties Inc,VICI,0.0821%
Donaldson Company Inc,DCI,0.0819%
Athene Holding Ltd,ATH,0.0818%
Royal Gold Inc,RGLD,0.0817%
Aptargroup Inc,ATR,0.0812%
New York Community Bancorp Inc,NYCB,0.0811%
Bank of the Ozarks,OZRK,0.0806%
United States Steel Corp,X,0.0805%
Hubbell Inc,HUBB,0.0802%
Webster Financial Corp,WBS,0.0801%
Hill-Rom Holdings Inc,HRC,0.08%
Newfield Exploration Co,NFX,0.0794%
H & R Block Inc,HRB,0.0792%
Dunkin' Brands Group Inc,DNKN,0.0792%
Booz Allen Hamilton Holding Corp,BAH,0.0792%
Liberty Media Corp,FWONK,0.079%
Bright Horizons Family Solutions Inc,BFAM,0.079%
Lamar Advertising Co,LAMR,0.079%
First Solar Inc,FSLR,0.0789%
First American Financial Corp,FAF,0.0789%
AECOM,ACM,0.0785%
Zillow Group Inc,Z,0.0783%
MDU Resources Group Inc,MDU,0.0781%
Bio-Techne Corp,TECH,0.0773%
Tableau Software Inc,DATA,0.0772%
Leggett & Platt Inc,LEG,0.0771%
Pool Corp,POOL,0.077%
Live Nation Entertainment Inc,LYV,0.077%
LPL Financial Holdings Inc,LPLA,0.077%
CommScope Holding Company Inc,COMM,0.0767%
American Campus Communities Inc,ACC,0.0766%
Bio Rad Laboratories Inc,BIO,0.0763%
Starwood Property Trust Inc,STWD,0.076%
CubeSmart,CUBE,0.0759%
Validus Holdings Ltd,VR,0.0759%
First Horizon National Corp,FHN,0.0758%
Ionis Pharmaceuticals Inc,IONS,0.0754%
Oshkosh Corp,OSK,0.0752%
Brunswick Corp,BC,0.0741%
Thor Industries Inc,THO,0.074%
Omega Healthcare Investors Inc,OHI,0.0739%
Hudson Pacific Properties Inc,HPP,0.0738%
Atlassian Corp PLC,TEAM,0.0738%
Sabre Corp,SABR,0.0735%
Transocean Ltd,RIG,0.0734%
Renaissancere Holdings Ltd,RNR,0.0731%
Park Hotels & Resorts Inc,PK,0.0727%
Foot Locker Inc,FL,0.0727%
Olin Corp,OLN,0.0727%
Interactive Brokers Group Inc,IBKR,0.0724%
Sonoco Products Co,SON,0.072%
Healthcare Trust Of America Inc,HTA,0.0719%
Forest City Realty Trust Inc,FCE.A,0.0719%
athenahealth Inc,ATHN,0.0718%
Cavium Inc,CAVM,0.0718%
Watsco Inc,WSO,0.0716%
Allison Transmission Holdings Inc,ALSN,0.0712%
CyrusOne Inc,CONE,0.0707%
