Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
BCOV,"Brightcove Inc",9.77,"Brightcove Inc",NASDAQ,"Internet - Content","Computers and Technology",N/A,N/A,N/A,N/A
BCPC,"Balchem Cp",92.83,"Balchem Cp",NASDAQ,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
BCRH,"Blue Capital Reinsurance Holdi",11,"Blue Capital Reinsurance Holdi",NYSE,"Insurance - Brokers",Finance,N/A,N/A,N/A,N/A
BCRX,"Biocryst Pharma Inc",5.32,"Biocryst Pharma Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
BDC,"Belden Inc",59.04,"Belden Inc",NYSE,"Wire & Cable Products","Industrial Products",N/A,N/A,N/A,N/A
BDGE,"Bridge Bancorp Inc",36.35,"Bridge Bancorp Inc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BEAT,"Biotelemetry Inc",40.75,"Biotelemetry Inc",NASDAQ,"Medical Services",Medical,N/A,N/A,N/A,N/A
BECN,"Beacon Roofing Suppl",48.74,"Beacon Roofing Suppl",NASDAQ,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
BEL,"Belmond Ltd",10.8,"Belmond Ltd",NYSE,"Hotels & Motels","Consumer Discretionary",N/A,N/A,N/A,N/A
BELFB,"Bel Fuse Inc Cl B",19.5,"Bel Fuse Inc Cl B",NASDAQ,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
BFIN,"Bankfinancial Corpor",16.75,"Bankfinancial Corpor",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
BFS,"Saul Centers",49.3,"Saul Centers",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
BGC,"General Cable Corp",29.6,"General Cable Corp",NYSE,"Wire & Cable Products","Industrial Products",N/A,N/A,N/A,N/A
BGFV,"Big 5 Sporting",8.45,"Big 5 Sporting",NASDAQ,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
BGG,"Briggs & Stratton Corp",18.11,"Briggs & Stratton Corp",NYSE,"Machinery - Farm","Industrial Products",N/A,N/A,N/A,N/A
BGS,"B&G Foods Holdings",24.95,"B&G Foods Holdings",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
BGSF,"Bg Staffing",21.24,"Bg Staffing",AMEX,Staffing,"Business Services",N/A,N/A,N/A,N/A
BH,"Biglari Holdings Inc",209.09,"Biglari Holdings Inc",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
BHB,"Bar Harbor Bankshares",29.7,"Bar Harbor Bankshares",AMEX,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BHBK,"Blue Hills Bancorp",20.6,"Blue Hills Bancorp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BHE,"Benchmark Electronics",26.8,"Benchmark Electronics",NYSE,"Electronic Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
BHLB,"Berkshire Hills Bancorp",38.15,"Berkshire Hills Bancorp",NYSE,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
BHVN,"Biohaven Pharmaceutical Holding Company Ltd",27.9,"Biohaven Pharmaceutical Holding Company Ltd",NYSE,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
BID,"Sotheby's Holdings",54.48,"Sotheby's Holdings",NYSE,"Auction Valuation Services","Business Services",N/A,N/A,N/A,N/A
BIG,"Big Lots",41.32,"Big Lots",NYSE,"Retail - Discount",Retail-Wholesale,N/A,N/A,N/A,N/A
BIOS,"Bioscrip Inc",2.68,"Bioscrip Inc",NASDAQ,"Medical - Outpatient & Hm Care",Medical,N/A,N/A,N/A,N/A
BJRI,"Bj's Restaurants Inc",54.1,"Bj's Restaurants Inc",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
BKE,"Buckle Inc",22.4,"Buckle Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
BKH,"Black Hills Corp",58.95,"Black Hills Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
BKS,"Barnes & Noble",5.6,"Barnes & Noble",NYSE,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
BL,"Blackline Inc",40.81,"Blackline Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
BLBD,"Blue Bird Corp",23.85,"Blue Bird Corp",NASDAQ,"Auto - Domestic",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
BLCM,"Bellicum Pharma Comm",6.84,"Bellicum Pharma Comm",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
BLD,"Topbuild Corp",76.49,"Topbuild Corp",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
BLDR,"Builders Firstsource",18.58,"Builders Firstsource",NASDAQ,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
BLKB,"Blackbaud Inc",100.98,"Blackbaud Inc",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
BLMN,"Bloomin' Brands Inc",24.42,"Bloomin' Brands Inc",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
BLMT,"Bsb Bancorp Inc",32.45,"Bsb Bancorp Inc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
BLUE,"Bluebird Bio",174.1,"Bluebird Bio",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
BLX,"Banco Latinoamericano De Comercio",27.16,"Banco Latinoamericano De Comercio",NYSE,"Banks - Foreign",Finance,N/A,N/A,N/A,N/A
BMCH,"Bmc Stock Holdings",17.9,"Bmc Stock Holdings",NASDAQ,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
BMI,"Badger Meter",42.5,"Badger Meter",NYSE,"Industrial Controls","Computers and Technology",N/A,N/A,N/A,N/A
BMRC,"Bank of Marin Bancrp",76.35,"Bank of Marin Bancrp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
BMTC,"Bryn Mawr Bank Corp",45.25,"Bryn Mawr Bank Corp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BNCL,"Beneficial Bancorp",16,"Beneficial Bancorp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BNED,"Barnes & Noble Education Inc C",6.87,"Barnes & Noble Education Inc C",NYSE,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
BNFT,Benefitfocus,34.45,Benefitfocus,NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
BOCH,"Bank of Commerce Hld",11.5,"Bank of Commerce Hld",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
BOFI,"Bofi Holding Inc",40.68,"Bofi Holding Inc",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
BOJA,"Bojangles Inc CS",14.95,"Bojangles Inc CS",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
BOLD,"Audentes Therapeutics Inc",35.96,"Audentes Therapeutics Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
BOOM,"Dynamic Materials",38.25,"Dynamic Materials",NASDAQ,"Industrial Services","Industrial Products",N/A,N/A,N/A,N/A
BOOT,"Boot Barn Holdings Inc",19.41,"Boot Barn Holdings Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
BOX,"Box Inc",24.26,"Box Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
BPFH,"Boston Pvt Finl Hldg",16.2,"Boston Pvt Finl Hldg",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BPI,"Bridgepoint Education",5.89,"Bridgepoint Education",NYSE,Schools,"Consumer Discretionary",N/A,N/A,N/A,N/A
BPMC,"Blueprint Medi Cm ST",78.43,"Blueprint Medi Cm ST",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
BRC,"Brady Corp",37.15,"Brady Corp",NYSE,"Protection - Safety","Industrial Products",N/A,N/A,N/A,N/A
BREW,"Craft Brew Alliance",18.8,"Craft Brew Alliance",NASDAQ,"Beverages - Alcohol","Consumer Staples",N/A,N/A,N/A,N/A
BRG,"Bluerock Residential Growth Rei",9.18,"Bluerock Residential Growth Rei",AMEX,"REIT - Equity Trust Resident",Finance,N/A,N/A,N/A,N/A
BRKL,"Brookline Bancorp",16.8,"Brookline Bancorp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
BRKS,"Brooks Automation",27.99,"Brooks Automation",NASDAQ,"Electrical - Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
BRS,"Bristow Group Inc",16.61,"Bristow Group Inc",NYSE,"Transportation - Airline",Transportation,N/A,N/A,N/A,N/A
BRSS,"Global Brass and Copper Holdin",31.85,"Global Brass and Copper Holdin",NYSE,"Metal Production & Fabrication","Basic Materials",N/A,N/A,N/A,N/A
BSET,"Bassett Furniture",28.4,"Bassett Furniture",NASDAQ,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
BSIG,"Brightsphere Investment Group Plc",15.38,"Brightsphere Investment Group Plc",NYSE,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
BSRR,"Sierra Bancorp",27.95,"Sierra Bancorp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
BSTC,"Biospecifics Tech Cp",42.32,"Biospecifics Tech Cp",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
BTU,"Peabody Energy Corp",37.87,"Peabody Energy Corp",NYSE,Coal,Oils-Energy,N/A,N/A,N/A,N/A
BTX,"Biotime Inc",2.23,"Biotime Inc",AMEX,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
BUSE,"First Busey Corp",29.73,"First Busey Corp",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
BW,"Babcock & Wilcox Enterprises I",2.65,"Babcock & Wilcox Enterprises I",NYSE,"Electrical Power","Computers and Technology",N/A,N/A,N/A,N/A
BWFG,"Bankwell Financial",32,"Bankwell Financial",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BWINB,"Baldwin Lyons Cl B",23,"Baldwin Lyons Cl B",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
BXG,"Bluegreen Vacations Corporation",21.08,"Bluegreen Vacations Corporation",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
BXS,"Bancorpsouth Inc",33.55,"Bancorpsouth Inc",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
BY,"Byline Bancorp Inc",21.08,"Byline Bancorp Inc",NYSE,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
BYD,"Boyd Gaming Corp",33.7,"Boyd Gaming Corp",NYSE,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
BZH,"Beazer Homes USA",15.9,"Beazer Homes USA",NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
CAC,"Camden Natl Cp",44.3,"Camden Natl Cp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CACI,"Caci International",155.9,"Caci International",NYSE,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
CADE,"Cadence Bancorporation Class A",29.58,"Cadence Bancorporation Class A",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CAI,"Cai International",24.68,"Cai International",NYSE,"Transportation - Equip & Lease",Transportation,N/A,N/A,N/A,N/A
CAKE,"Cheesecake Fact",52.96,"Cheesecake Fact",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
CAL,"Caleres Inc",32.66,"Caleres Inc",NYSE,"Shoes and Related Apparel","Consumer Staples",N/A,N/A,N/A,N/A
CALA,"Calithera Biosci Com",6.5,"Calithera Biosci Com",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CALM,"Cal-Maine Foods In",46.35,"Cal-Maine Foods In",NASDAQ,"Agriculture Products","Basic Materials",N/A,N/A,N/A,N/A
CALX,"Calix Inc",6.65,"Calix Inc",NYSE,"Communications Infrastructure","Computers and Technology",N/A,N/A,N/A,N/A
CAMP,"Calamp Corp",19.77,"Calamp Corp",NASDAQ,"Electronics - Misc Components","Computers and Technology",N/A,N/A,N/A,N/A
CAR,"Avis Budget Group I",44.76,"Avis Budget Group I",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
CARA,"Cara Therapeutics",12.49,"Cara Therapeutics",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CARB,"Carbonite Inc",32.25,"Carbonite Inc",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
CARO,"Carolina Financial Corp",39.53,"Carolina Financial Corp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CARS,"Cars.Com Inc",27.59,"Cars.Com Inc",NYSE,"Internet Commerce",Retail-Wholesale,N/A,N/A,N/A,N/A
CASA,"Casa Systems Inc",22.75,"Casa Systems Inc",NASDAQ,"Cable TV","Consumer Discretionary",N/A,N/A,N/A,N/A
CASH,"Meta Financial Grp",101.6,"Meta Financial Grp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
CASS,"Cass Information Sys",61.64,"Cass Information Sys",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
CATM,"Cardtronics Inc",28.51,"Cardtronics Inc",NASDAQ,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
CATO,"Cato Corp",16.3,"Cato Corp",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
CATY,"Cathay Genl Bncp",40.88,"Cathay Genl Bncp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
CBB,"Cincinnati Bell Inc",15.5,"Cincinnati Bell Inc",NYSE,"Diversified Comm Services",Utilities,N/A,N/A,N/A,N/A
CBI,"Chicago Bridge & Iron Company N.V.",16.47,"Chicago Bridge & Iron Company N.V.",NYSE,"Building - Heavy Construction",Construction,N/A,N/A,N/A,N/A
CBL,"Cbl & Associates Properties",4.35,"Cbl & Associates Properties",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
CBM,"Cambrex Corp",48.75,"Cambrex Corp",NYSE,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CBPX,"Continental Building Products",27.6,"Continental Building Products",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
CBRL,"Cracker Barrel",165.45,"Cracker Barrel",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
CBTX,"Cbtx Inc",28.99,"Cbtx Inc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CBU,"Community Bank System",58.12,"Community Bank System",NYSE,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CBZ,"Cbiz Inc",18.75,"Cbiz Inc",NYSE,Consulting,"Business Services",N/A,N/A,N/A,N/A
CCBG,"Capital City Bank Gr",22.73,"Capital City Bank Gr",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CCF,"Chase Corp",114.9,"Chase Corp",AMEX,"Paint & Related Products",Construction,N/A,N/A,N/A,N/A
CCMP,"Cabot Microelectron",106.19,"Cabot Microelectron",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
CCNE,"Cnb Financial Corp",28.88,"Cnb Financial Corp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CCO,"Clear Channel Outdoor Holdings",4.75,"Clear Channel Outdoor Holdings",NYSE,"Advertising Marketing Services","Business Services",N/A,N/A,N/A,N/A
CCOI,"Cogent Comm Hldgs",48.2,"Cogent Comm Hldgs",NASDAQ,"Wireless National",Utilities,N/A,N/A,N/A,N/A
CCRN,"Cross Ctry Hlthcr",11,"Cross Ctry Hlthcr",NASDAQ,Staffing,"Business Services",N/A,N/A,N/A,N/A
CCS,"Century Communities Inc",30.25,"Century Communities Inc",NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
CCXI,"Chemocentryx Inc",11.17,"Chemocentryx Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CDE,"Coeur Mining Inc",8.03,"Coeur Mining Inc",NYSE,"Mining - Non Ferrous","Basic Materials",N/A,N/A,N/A,N/A
CDLX,"Cardlytics Inc.",14.44,"Cardlytics Inc.",NASDAQ,"Technology Services","Business Services",N/A,N/A,N/A,N/A
CDR,"Cedar Shopping Centers Inc",4,"Cedar Shopping Centers Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CDXS,"Codexis Inc",11.85,"Codexis Inc",NASDAQ,"Industrial Services","Industrial Products",N/A,N/A,N/A,N/A
CDZI,"Cadiz Inc",13.15,"Cadiz Inc",NASDAQ,"Agriculture Operations","Consumer Staples",N/A,N/A,N/A,N/A
CECE,"C E C O Envir",4.68,"C E C O Envir",NASDAQ,"Pollution Controls","Industrial Products",N/A,N/A,N/A,N/A
CECO,"Career Education",14.3,"Career Education",NASDAQ,Schools,"Consumer Discretionary",N/A,N/A,N/A,N/A
CELC,"Celcuity Inc",19.9,"Celcuity Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CENT,"Central Garden",36.6,"Central Garden",NASDAQ,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
CENTA,"Central Garden & Pet",34.33,"Central Garden & Pet",NASDAQ,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
CENX,"Century Aluminum C",14.76,"Century Aluminum C",NASDAQ,"Metal Production & Fabrication","Basic Materials",N/A,N/A,N/A,N/A
CERS,"Cerus Corp",5.54,"Cerus Corp",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
CETV,"Central EUR Med A",3.95,"Central EUR Med A",NASDAQ,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
CEVA,"Ceva Inc",34.25,"Ceva Inc",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
CFFI,"C&F Financial Corp",60.55,"C&F Financial Corp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CFFN,"Capitol Fed Finl Inc",12.72,"Capitol Fed Finl Inc",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
CFMS,"Conformis Inc CS",1.4,"Conformis Inc CS",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
CHCO,"City Holding Co",72.21,"City Holding Co",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CHCT,"Community Healthcare Trust Inc",26.49,"Community Healthcare Trust Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CHDN,"Churchill Downs In",276.75,"Churchill Downs In",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
CHE,"Chemed Inc",316.26,"Chemed Inc",NYSE,"Medical - Outpatient & Hm Care",Medical,N/A,N/A,N/A,N/A
CHEF,"The Chefs Warehouse",24.9,"The Chefs Warehouse",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
CHFC,"Chemical Financial",54.73,"Chemical Financial",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
CHFN,"Charter Finl Corp",24.1,"Charter Finl Corp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
CHGG,"Chegg Inc",23.88,"Chegg Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
CHMG,"Chemung Financial Cp",48.5,"Chemung Financial Cp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CHMI,"Cherry Hill Mortgage Investmen",17.84,"Cherry Hill Mortgage Investmen",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
CHRS,"Coherus Bio",15.2,"Coherus Bio",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CHS,"Chico's Fas",9.56,"Chico's Fas",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
CHSP,"Chesapeake Lodging Trust",30.1,"Chesapeake Lodging Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CHUBA,"Commercehub Inc",22.69,"Commercehub Inc",NASDAQ,"Business Software Services","Computers and Technology",N/A,N/A,N/A,N/A
CHUBK,"Commercehub Inc",22.7,"Commercehub Inc",NASDAQ,"Business Software Services","Computers and Technology",N/A,N/A,N/A,N/A
CHUY,"Chuy's Holdings Inc",29.95,"Chuy's Holdings Inc",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
CIA,"Citizens Inc",7.64,"Citizens Inc",NYSE,"Insurance - Life",Finance,N/A,N/A,N/A,N/A
CIEN,"Ciena Corp",26.44,"Ciena Corp",NYSE,"Fiber Optics","Computers and Technology",N/A,N/A,N/A,N/A
CIO,"City Office REIT Inc",11.43,"City Office REIT Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CIR,"Circor International",44.98,"Circor International",NYSE,"Metal Production & Fabrication","Basic Materials",N/A,N/A,N/A,N/A
CIVB,"Civista Bncshrs",23,"Civista Bncshrs",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
CIVI,"Civitas Solutions Inc",14.7,"Civitas Solutions Inc",NYSE,"Medical Services",Medical,N/A,N/A,N/A,N/A
CIX,"Compx International Inc",14.1,"Compx International Inc",AMEX,"Office Supply & Forms","Industrial Products",N/A,N/A,N/A,N/A
CJ,"C&J Energy Services Inc",30.09,"C&J Energy Services Inc",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
CKH,"Seacor Smit Inc",55,"Seacor Smit Inc",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
CLAR,"Clarus Corp",7.15,"Clarus Corp",NASDAQ,"Leisure & Recreational Prdcts","Consumer Discretionary",N/A,N/A,N/A,N/A
CLCT,"Collectors Universe",15.72,"Collectors Universe",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
CLD,"Cloud Peak Energy Inc",3.26,"Cloud Peak Energy Inc",NYSE,Coal,Oils-Energy,N/A,N/A,N/A,N/A
CLDR,"Cloudera Inc",15.04,"Cloudera Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
CLDT,"Chatham Lodging Trust [Reit]",19.42,"Chatham Lodging Trust [Reit]",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CLDX,"Celldex Therapeutics",0.8,"Celldex Therapeutics",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CLF,"Cleveland-Cliffs Inc",7.69,"Cleveland-Cliffs Inc",NYSE,"Mining - Misc","Basic Materials",N/A,N/A,N/A,N/A
CLFD,"Clearfield Inc",12,"Clearfield Inc",NASDAQ,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
CLI,"Mack-Cali Realty Corp",18.23,"Mack-Cali Realty Corp",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CLNE,"Clean Energy Fuels",1.78,"Clean Energy Fuels",NASDAQ,"Utility - Gas Distribution",Utilities,N/A,N/A,N/A,N/A
CLPR,"Clipper Realty Inc",8.34,"Clipper Realty Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CLSD,"Clearside Biomedi",12.15,"Clearside Biomedi",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CLVS,"Clovis Oncology Inc",42.81,"Clovis Oncology Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CLW,"Clearwater Paper Corp",25,"Clearwater Paper Corp",NYSE,"Paper & Related Products","Basic Materials",N/A,N/A,N/A,N/A
CLXT,"Calyxt Inc",15.66,"Calyxt Inc",NASDAQ,"Agriculture Operations","Consumer Staples",N/A,N/A,N/A,N/A
CMC,"Commercial Metals Company",21.95,"Commercial Metals Company",NYSE,"Steel - Producers","Basic Materials",N/A,N/A,N/A,N/A
CMCO,"Columbus Mckinnon",35.31,"Columbus Mckinnon",NASDAQ,"Machinery - Material Handling","Industrial Products",N/A,N/A,N/A,N/A
CMD,"Cantel Medical",118.5,"Cantel Medical",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
CMO,"Capstead Mortgage Corp",8.88,"Capstead Mortgage Corp",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
CMP,"Compass Minerals Intl Inc",69.45,"Compass Minerals Intl Inc",NYSE,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
CMPR,"Cimpress N.V. Ord",141.27,"Cimpress N.V. Ord",NASDAQ,"Printing - Commercial","Industrial Products",N/A,N/A,N/A,N/A
CMRE,"Costamare Inc",7.24,"Costamare Inc",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
CMRX,"Chimerix Inc",4.73,"Chimerix Inc",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
CMT,"Core Molding Technologies Inc",16.61,"Core Molding Technologies Inc",AMEX,"Rubber & Plastics","Industrial Products",N/A,N/A,N/A,N/A
CMTL,"Comtech Telecom Co",30.04,"Comtech Telecom Co",NASDAQ,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
CNAT,"Conatus Pharmaceutic",3.59,"Conatus Pharmaceutic",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
CNBKA,"Century Bancorp Inc",79.45,"Century Bancorp Inc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CNCE,"Concert Pharmaceutic",19.73,"Concert Pharmaceutic",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CNMD,"C O N M E D Cp",66.75,"C O N M E D Cp",NASDAQ,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
CNNE,"Cannae Holdings Inc",20.98,"Cannae Holdings Inc",NYSE,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
CNO,"Cno Financial Group",20.28,"Cno Financial Group",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
CNOB,"Connectone Bancorp",26.05,"Connectone Bancorp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CNS,"Cohn & Steers Inc",39.95,"Cohn & Steers Inc",NYSE,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
CNSL,"Consolidated Communications Holdings Inc",11.65,"Consolidated Communications Holdings Inc",NASDAQ,"Wireline Regional",Utilities,N/A,N/A,N/A,N/A
CNTY,"Century Casinos In",7.8,"Century Casinos In",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
CNXN,"PC Connection Inc",29.64,"PC Connection Inc",NASDAQ,"Retail - Wholesale Computers",Retail-Wholesale,N/A,N/A,N/A,N/A
COBZ,"Cobiz Financial Inc",20.38,"Cobiz Financial Inc",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
