Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
COHU,"Cohu Inc",22.6,"Cohu Inc",NASDAQ,"Electrical - Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
COKE,"Coca Cola Bot Cons",164.87,"Coca Cola Bot Cons",NASDAQ,"Beverages - Soft","Consumer Staples",N/A,N/A,N/A,N/A
COLB,"Columbia Banking Sys",40.98,"Columbia Banking Sys",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
COLD,"Americold Realty Trust",20.74,"Americold Realty Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
COLL,"Collegium Pharma",22.16,"Collegium Pharma",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
COLM,"Columbia Sprtswr",81.08,"Columbia Sprtswr",NASDAQ,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
CONN,"Conn's Inc",26.45,"Conn's Inc",NASDAQ,"Retail - Consumer Electronics",Retail-Wholesale,N/A,N/A,N/A,N/A
CORE,"Core Mark Holding",20.31,"Core Mark Holding",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
CORI,"Corium Intl",9.73,"Corium Intl",NASDAQ,"Medical - Generic Drugs",Medical,N/A,N/A,N/A,N/A
CORR,"Corenergy Infrastructure Trust Inc",38.23,"Corenergy Infrastructure Trust Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CORT,"Corcept Therapeutics",17.42,"Corcept Therapeutics",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
COTV,"Cotiviti Holdings",33.5,"Cotiviti Holdings",NYSE,"Technology Services","Business Services",N/A,N/A,N/A,N/A
COUP,"Coupa Software Inc",50.46,"Coupa Software Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
COWN,"Cowen Group Inc",15.25,"Cowen Group Inc",NASDAQ,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
CPE,"Callon Petroleum Company",13.55,"Callon Petroleum Company",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
CPF,"Central Pacific Financial Co",29.56,"Central Pacific Financial Co",NYSE,"Banks - West",Finance,N/A,N/A,N/A,N/A
CPK,"Chesapeake Utilities Corp",75.95,"Chesapeake Utilities Corp",NYSE,"Utility - Gas Distribution",Utilities,N/A,N/A,N/A,N/A
CPLA,"Capella Education Co",92.15,"Capella Education Co",NASDAQ,Schools,"Consumer Discretionary",N/A,N/A,N/A,N/A
CPRX,"Catalyst Pharm Inc",2.71,"Catalyst Pharm Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CPS,"Cooper Std Hldg Inc",119.68,"Cooper Std Hldg Inc",NYSE,"Auto - Truck Original Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
CPSI,"Computer Programs",29.8,"Computer Programs",NASDAQ,"Medical Information Systems",Medical,N/A,N/A,N/A,N/A
CRAI,"Cra International",55.81,"Cra International",NASDAQ,Consulting,"Business Services",N/A,N/A,N/A,N/A
CRAY,"Cray Inc",27.2,"Cray Inc",NASDAQ,"Computer - Mainframe","Computers and Technology",N/A,N/A,N/A,N/A
CRBP,"Corbus Pharma",6.2,"Corbus Pharma",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CRC,"California Resources Corporatio",31.58,"California Resources Corporatio",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
CRCM,"Care.Com Inc",15.63,"Care.Com Inc",NYSE,"Consumer Services - Misc","Consumer Discretionary",N/A,N/A,N/A,N/A
CRD.B,"Crawford Co Cl B",8.24,"Crawford Co Cl B",NYSE,"Business Services","Business Services",N/A,N/A,N/A,N/A
CREE,"Cree Inc",40.92,"Cree Inc",NASDAQ,"Semi Discretes","Computers and Technology",N/A,N/A,N/A,N/A
CRIS,"Curis Inc",0.5,"Curis Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CRMT,"America's Car-Mart",53.2,"America's Car-Mart",NASDAQ,"Retail - Wsale Auto & Trucks",Retail-Wholesale,N/A,N/A,N/A,N/A
CROX,"Crocs Inc",15.43,"Crocs Inc",NASDAQ,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
CRR,"Carbo Ceramics",8.91,"Carbo Ceramics",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
CRS,"Carpenter Technology Corp",55.03,"Carpenter Technology Corp",NYSE,"Steel - Specialty","Basic Materials",N/A,N/A,N/A,N/A
CRUS,"Cirrus Logic Inc",39.29,"Cirrus Logic Inc",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
CRVL,"Corvel Cp",49.85,"Corvel Cp",NASDAQ,"Business Services","Business Services",N/A,N/A,N/A,N/A
CRVS,"Corvus Pharma Com",9.66,"Corvus Pharma Com",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CRY,Cryolife,24.45,Cryolife,NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
CRZO,"Carrizo Oil & Gas",20.2,"Carrizo Oil & Gas",NASDAQ,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
CSFL,"Centerstate Bank Corp",30.09,"Centerstate Bank Corp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CSGS,"C S G Sys Intl",39.99,"C S G Sys Intl",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
CSII,"Cardiovascular Syst",26.64,"Cardiovascular Syst",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
CSLT,"Castlight Health Inc",3.85,"Castlight Health Inc",NYSE,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
CSOD,"Cornerstone Ondemand",45.24,"Cornerstone Ondemand",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
CSS,"Css Industries",16.24,"Css Industries",NYSE,"Consumer Prdts - Misc Discr","Consumer Discretionary",N/A,N/A,N/A,N/A
CSTE,"Caesarstone Sdot-Yam",18.75,"Caesarstone Sdot-Yam",NASDAQ,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
CSTR,"Capstar Financial Holdings Inc",19.77,"Capstar Financial Holdings Inc",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CSU,"Capital Senior Living Corp",10.03,"Capital Senior Living Corp",NYSE,"Medical - Nursing Homes",Medical,N/A,N/A,N/A,N/A
CSV,"Carriage Services",26.08,"Carriage Services",NYSE,"Funeral Services & Related","Consumer Staples",N/A,N/A,N/A,N/A
CSWI,"Csw Industrials Inc",44.25,"Csw Industrials Inc",NASDAQ,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
CTB,"Cooper Tire & Rubber Company",24.3,"Cooper Tire & Rubber Company",NYSE,"Rubber Tires",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
CTBI,"Community TR Bancp",48.65,"Community TR Bancp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CTLT,"Catalent Inc",40.66,"Catalent Inc",NYSE,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
CTMX,"Cytomx Thera",25.05,"Cytomx Thera",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CTO,"Consolidated-Tomoka Land Co",62,"Consolidated-Tomoka Land Co",AMEX,"Real Estate Developers",Finance,N/A,N/A,N/A,N/A
CTRE,"Caretrust REIT Inc",13.73,"Caretrust REIT Inc",NASDAQ,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CTRL,"Control4 Corp",23.69,"Control4 Corp",NASDAQ,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
CTRN,"Citi Trends Inc",29.92,"Citi Trends Inc",NASDAQ,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
CTS,"Cts Corp",30.6,"Cts Corp",NYSE,"Electronics - Misc Components","Computers and Technology",N/A,N/A,N/A,N/A
CTT,"Catchmark Timber Trust Inc",12.88,"Catchmark Timber Trust Inc",NYSE,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
CTWS,"Conn Water Svcs In",68.92,"Conn Water Svcs In",NASDAQ,"Utility - Water Supply",Utilities,N/A,N/A,N/A,N/A
CUB,"Cubic Corp",64.45,"Cubic Corp",NYSE,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
CUBI,"Customers Bancorp",29.16,"Customers Bancorp",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
CUE,"Cue Biopharma Inc.",11.95,"Cue Biopharma Inc.",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CULP,"Culp Inc",29.1,"Culp Inc",NYSE,"Textile - Home Furnishings","Consumer Discretionary",N/A,N/A,N/A,N/A
CURO,"Curo Group Holdings Corp",23.43,"Curo Group Holdings Corp",NYSE,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
CUTR,"Cutera Inc",52.9,"Cutera Inc",NASDAQ,"Lasers - Systems & Components","Computers and Technology",N/A,N/A,N/A,N/A
CUZ,"Cousins Properties Inc",9.15,"Cousins Properties Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
CVA,"Covanta Holding Corp",15.55,"Covanta Holding Corp",NYSE,"Other Alt Energy",Oils-Energy,N/A,N/A,N/A,N/A
CVBF,"Cvb Financial Corp",22.6,"Cvb Financial Corp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
CVCO,"Cavco Inds Inc",174.25,"Cavco Inds Inc",NASDAQ,"Building - Mobile Homes & RV",Construction,N/A,N/A,N/A,N/A
CVCY,"Central Vly Cmty Bcp",20.33,"Central Vly Cmty Bcp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
CVG,"Convergys Corp",23.2,"Convergys Corp",NYSE,Outsourcing,"Business Services",N/A,N/A,N/A,N/A
CVGI,"Commercial Vehicle G",8.75,"Commercial Vehicle G",NASDAQ,"Auto - Truck Original Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
CVGW,"Calavo Growers Inc",93.95,"Calavo Growers Inc",NASDAQ,"Agriculture Operations","Consumer Staples",N/A,N/A,N/A,N/A
CVI,"Cvr Energy Inc",36.81,"Cvr Energy Inc",NYSE,"Oil - Refining and Marketing",Oils-Energy,N/A,N/A,N/A,N/A
CVLT,"Commvault Systems",67.65,"Commvault Systems",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
CVLY,"Codorus Valley Bncp",29.3,"Codorus Valley Bncp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CVNA,"Carvana Co. Class A",25.47,"Carvana Co. Class A",NYSE,"Internet Commerce",Retail-Wholesale,N/A,N/A,N/A,N/A
CVRS,"Corindus Vascular Robotics Inc",1.08,"Corindus Vascular Robotics Inc",AMEX,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
CVTI,"Covenant Transportn",27.91,"Covenant Transportn",NASDAQ,"Transportation - Truck",Transportation,N/A,N/A,N/A,N/A
CW,"Curtiss-Wright Corp",123.2,"Curtiss-Wright Corp",NYSE,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
CWCO,"Cons Water Co Inc",13.5,"Cons Water Co Inc",NASDAQ,"Utility - Water Supply",Utilities,N/A,N/A,N/A,N/A
CWH,"Camping World Holdings Inc",26.39,"Camping World Holdings Inc",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
CWST,"Casella Waste Sys",26.97,"Casella Waste Sys",NASDAQ,"Pollution Controls","Industrial Products",N/A,N/A,N/A,N/A
CWT,"California Water Service Group Holding",40.05,"California Water Service Group Holding",NYSE,"Utility - Water Supply",Utilities,N/A,N/A,N/A,N/A
CYBE,"Cyberoptics Cp",15.65,"Cyberoptics Cp",NASDAQ,"Lasers - Systems & Components","Computers and Technology",N/A,N/A,N/A,N/A
CYH,"Community Health Systems",4.78,"Community Health Systems",NYSE,"Medical - Hospitals",Medical,N/A,N/A,N/A,N/A
CYS,"Cys Investments Inc",7.33,"Cys Investments Inc",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
CYTK,Cytokinetics,8.5,Cytokinetics,NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
CZNC,"Citizens Nrthn Cp",24.6,"Citizens Nrthn Cp",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
CZR,"Caesars Entertainment Corp",11.75,"Caesars Entertainment Corp",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
DAKT,"Daktronics Inc",9.15,"Daktronics Inc",NASDAQ,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
DAN,"Dana Inc",23.83,"Dana Inc",NYSE,"Auto - Truck Original Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
DAR,"Darling International Inc",16.69,"Darling International Inc",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
DBD,"Diebold Nixdorf Inc",11.75,"Diebold Nixdorf Inc",NYSE,"Computer - Integrated Systems","Computers and Technology",N/A,N/A,N/A,N/A
DCO,"Ducommun Inc",29.27,"Ducommun Inc",NYSE,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
DCOM,"Dime Community Bncsh",19.5,"Dime Community Bncsh",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
DCPH,"Deciphera Pharmaceuticals Inc",25.15,"Deciphera Pharmaceuticals Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
DDD,"3D Systems Corp",9.98,"3D Systems Corp",NYSE,"Computer - Mini","Computers and Technology",N/A,N/A,N/A,N/A
DDS,Dillard's,73.01,Dillard's,NYSE,"Retail - Regional Dept Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
DEA,"Easterly Government Properties",21.14,"Easterly Government Properties",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
DECK,"Deckers Outdoor Corp",93.34,"Deckers Outdoor Corp",NYSE,"Shoes and Related Apparel","Consumer Staples",N/A,N/A,N/A,N/A
DENN,"Dennys Corp",15.81,"Dennys Corp",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
DEPO,"Depomed Inc",5.93,"Depomed Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
DERM,"Dermira Inc Cm ST",9.51,"Dermira Inc Cm ST",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
DF,"Dean Foods Company",8.4,"Dean Foods Company",NYSE,"Food - Dairy Products","Consumer Staples",N/A,N/A,N/A,N/A
DFIN,"Donnelly Financial Solutions Inc",17.32,"Donnelly Financial Solutions Inc",NYSE,"Internet Software Services","Computers and Technology",N/A,N/A,N/A,N/A
DFRG,"Del Frisco's Restrnt",16.95,"Del Frisco's Restrnt",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
DGICA,"Donegal Group Cl A",13.93,"Donegal Group Cl A",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
DGII,"Digi Intl Inc",12,"Digi Intl Inc",NASDAQ,"Computer - Networks","Computers and Technology",N/A,N/A,N/A,N/A
DHIL,"Diamond Hill Inv",192,"Diamond Hill Inv",NASDAQ,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
DHT,"Dht Holdings",3.63,"Dht Holdings",NYSE,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
DHX,"Dice Holdings",1.25,"Dice Holdings",NYSE,"Internet - Content","Computers and Technology",N/A,N/A,N/A,N/A
DIN,"Dineequity Inc",77.54,"Dineequity Inc",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
DIOD,"Diodes Inc",29.8,"Diodes Inc",NASDAQ,"Electronics - Semiconductors","Computers and Technology",N/A,N/A,N/A,N/A
DJCO,"Daily Journal Cp",225.4,"Daily Journal Cp",NASDAQ,"Publishing - Newspapers","Consumer Staples",N/A,N/A,N/A,N/A
DK,"Delek US Holdings",49.4,"Delek US Holdings",NYSE,"Oil - Refining and Marketing",Oils-Energy,N/A,N/A,N/A,N/A
DLA,"Delta Apparel",18.09,"Delta Apparel",AMEX,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
DLTH,"Duluth Hldg Cl B",17.11,"Duluth Hldg Cl B",NASDAQ,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
DLX,"Deluxe Corp",68.11,"Deluxe Corp",NYSE,"Business Office Products","Business Services",N/A,N/A,N/A,N/A
DMRC,"Digimarc Corp",27.6,"Digimarc Corp",NASDAQ,"Protection - Safety","Industrial Products",N/A,N/A,N/A,N/A
DNBF,"Dnb Finl Corp",34.9,"Dnb Finl Corp",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
DNLI,"Denali Therapeutics Inc",18.98,"Denali Therapeutics Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
DNOW,"Now Inc",14.18,"Now Inc",NYSE,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
DNR,"Denbury Resources",3.4,"Denbury Resources",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
DO,"Diamond Offshore Drilling",18.43,"Diamond Offshore Drilling",NYSE,"Oil & Gas - Drilling",Oils-Energy,N/A,N/A,N/A,N/A
DOC,"Physicians Realty Trust",14.88,"Physicians Realty Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
DOOR,"Masonite Wrldwde Hld",62.7,"Masonite Wrldwde Hld",NYSE,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
DORM,"Dorman Products Inc",65.25,"Dorman Products Inc",NASDAQ,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
DOVA,"Dova Pharmaceuticals Inc",26.22,"Dova Pharmaceuticals Inc",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
DPLO,"Diplomat Pharmacy Inc",21.09,"Diplomat Pharmacy Inc",NYSE,"Retail - Drug Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
DRH,"Diamondrock Hospitality Company",11.29,"Diamondrock Hospitality Company",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
DRQ,Dril-Quip,42.8,Dril-Quip,NYSE,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
DRRX,"Durect Corp",1.82,"Durect Corp",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
DS,"Drive Shack Inc",5.13,"Drive Shack Inc",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
DSKE,"Daseke Inc",8.7,"Daseke Inc",NASDAQ,"Transportation - Services",Transportation,N/A,N/A,N/A,N/A
DSPG,"D S P Group Inc",12,"D S P Group Inc",NASDAQ,"Semi Communications","Computers and Technology",N/A,N/A,N/A,N/A
DSW,"DSW Inc",23.07,"DSW Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
DVAX,"Dynavax Technologies",16.4,"Dynavax Technologies",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
DX,"Dynex Capital",6.6,"Dynex Capital",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
DXPE,"Dxp Enterprise",36.79,"Dxp Enterprise",NASDAQ,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
DY,"Dycom Industries",105.64,"Dycom Industries",NYSE,"Building - Heavy Construction",Construction,N/A,N/A,N/A,N/A
EARN,"Ellington Residential Mortgage",11.33,"Ellington Residential Mortgage",NYSE,"REIT - Mortgage Trusts",Finance,N/A,N/A,N/A,N/A
EAT,"Brinker International",44.25,"Brinker International",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
EBF,"Ennis Inc",17.9,"Ennis Inc",NYSE,"Office Supply & Forms","Industrial Products",N/A,N/A,N/A,N/A
EBIX,"Ebix Inc",78.8,"Ebix Inc",NASDAQ,"Computer - Services","Computers and Technology",N/A,N/A,N/A,N/A
EBS,"Emergent Biosolutions",49.2,"Emergent Biosolutions",NYSE,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
EBSB,"Meridian Bncp",19.1,"Meridian Bncp",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
EBTC,"Enterprise Bancorp I",36.95,"Enterprise Bancorp I",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
ECHO,"Echo Global Logistic",26.15,"Echo Global Logistic",NASDAQ,"Transportation - Services",Transportation,N/A,N/A,N/A,N/A
ECOL,"US Ecology Inc",57.05,"US Ecology Inc",NASDAQ,"Waste Removal Svcs","Business Services",N/A,N/A,N/A,N/A
ECOM,"Channeladvisor Corp",13.6,"Channeladvisor Corp",NYSE,"Internet Software Services","Computers and Technology",N/A,N/A,N/A,N/A
ECPG,"Encore Capital Grp",44.45,"Encore Capital Grp",NASDAQ,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
ECR,"Eclipse Resources Corp",1.3,"Eclipse Resources Corp",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
EDGE,"Edge Therapeut Cm S",1.06,"Edge Therapeut Cm S",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
EDIT,"Editas Medicine",33,"Editas Medicine",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
EDR,"Education Realty Trust Inc",33.58,"Education Realty Trust Inc",NYSE,"REIT - Equity Trust Resident",Finance,N/A,N/A,N/A,N/A
EE,"El Paso Electric Company",55.05,"El Paso Electric Company",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
EEX,"Emerald Expositions Events Inc",19.14,"Emerald Expositions Events Inc",NYSE,"Consumer Services - Misc","Consumer Discretionary",N/A,N/A,N/A,N/A
EFII,"Elec Imaging Inc",31.06,"Elec Imaging Inc",NASDAQ,"Computers - Peripheral Equpt","Computers and Technology",N/A,N/A,N/A,N/A
EFSC,"Enterprises Finl Svc",51.8,"Enterprises Finl Svc",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
EGBN,"Eagle Bancorp Inc",60.25,"Eagle Bancorp Inc",NASDAQ,"Banks - Northeast",Finance,N/A,N/A,N/A,N/A
EGC,"Energy Xxi Gulf Coast Inc",6.57,"Energy Xxi Gulf Coast Inc",NASDAQ,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
EGHT,"8X8 Inc",21.2,"8X8 Inc",NYSE,"Communications Components","Computers and Technology",N/A,N/A,N/A,N/A
EGL,"Engility Holdings Inc",28.14,"Engility Holdings Inc",NYSE,"Aerospace - Defense",Aerospace,N/A,N/A,N/A,N/A
EGLE,"Eagle Bulk Ship New",5.25,"Eagle Bulk Ship New",NASDAQ,"Transportation - Ship",Transportation,N/A,N/A,N/A,N/A
EGOV,"Nic Inc",15.45,"Nic Inc",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
EGP,"Eastgroup Properties",90.53,"Eastgroup Properties",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
EGRX,"Eagle Pharmaceutical",55.99,"Eagle Pharmaceutical",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
EHC,"Encompass Health Corp.",62.88,"Encompass Health Corp.",NYSE,"Medical - Outpatient & Hm Care",Medical,N/A,N/A,N/A,N/A
EHTH,"Ehealth Inc",18.28,"Ehealth Inc",NASDAQ,"Insurance - Brokers",Finance,N/A,N/A,N/A,N/A
EIG,"Employers Holdings Inc",40,"Employers Holdings Inc",NYSE,"Insurance - Accident & Health",Finance,N/A,N/A,N/A,N/A
EIGI,"Endurance Int Grp",8.7,"Endurance Int Grp",NASDAQ,"Internet Software Services","Computers and Technology",N/A,N/A,N/A,N/A
ELF,"E.L.F. Beauty Inc",19.78,"E.L.F. Beauty Inc",NYSE,"Cosmetics & Toiletries","Consumer Staples",N/A,N/A,N/A,N/A
ELGX,"Endologix Inc",4.34,"Endologix Inc",NASDAQ,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
ELLI,"Ellie Mae Inc",102.71,"Ellie Mae Inc",NYSE,"Internet Software Services","Computers and Technology",N/A,N/A,N/A,N/A
ELVT,"Elevate Credit Inc",8.49,"Elevate Credit Inc",NYSE,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
ELY,"Callaway Golf Company",17.26,"Callaway Golf Company",NYSE,"Leisure & Recreational Prdcts","Consumer Discretionary",N/A,N/A,N/A,N/A
EMCI,"E M C Insurance Gp",26.06,"E M C Insurance Gp",NASDAQ,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
EME,"Emcor Group",75.28,"Emcor Group",NYSE,"Building - Heavy Construction",Construction,N/A,N/A,N/A,N/A
EMKR,"Emcore Corp",5.05,"Emcore Corp",NASDAQ,"Electrical - Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
EML,"Eastern Co",29.7,"Eastern Co",NASDAQ,"Protection - Safety","Industrial Products",N/A,N/A,N/A,N/A
ENFC,"Entegra Financ Cm ST",28.3,"Entegra Financ Cm ST",NASDAQ,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
ENS,"Enersys Inc",69.73,"Enersys Inc",NYSE,"Machinery - Electrical","Industrial Products",N/A,N/A,N/A,N/A
ENSG,"The Ensign Group In",32.33,"The Ensign Group In",NASDAQ,"Medical - Nursing Homes",Medical,N/A,N/A,N/A,N/A
ENT,"Global Eagle Entrtn",1.2,"Global Eagle Entrtn",NASDAQ,"Internet - Content","Computers and Technology",N/A,N/A,N/A,N/A
ENTA,"Enanta Pharmaceutica",100.13,"Enanta Pharmaceutica",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
ENTG,"Entegris Inc",33.5,"Entegris Inc",NASDAQ,"Electrical - Manufacturing","Computers and Technology",N/A,N/A,N/A,N/A
ENV,"Envestnet Inc",57.2,"Envestnet Inc",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
ENVA,"Enova International Inc",30.7,"Enova International Inc",NYSE,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
ENZ,"Enzo Biochem",6.06,"Enzo Biochem",NYSE,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
EOLS,"Evolus Inc.",7.28,"Evolus Inc.",NASDAQ,"Medical Products",Medical,N/A,N/A,N/A,N/A
EPAM,"Epam Systems Inc",116.9,"Epam Systems Inc",NYSE,"IT Services","Computers and Technology",N/A,N/A,N/A,N/A
EPAY,"Bottomline Tech In",43.01,"Bottomline Tech In",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
EPE,"Ep Energy Corp",2,"Ep Energy Corp",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
EPM,"Evolution Petroleum Corp",9.4,"Evolution Petroleum Corp",AMEX,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
EPZM,"Epizyme Inc",13.7,"Epizyme Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
