Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
GE,"General Electric Company",14.1,"General Electric Company",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
GGP,"Ggp Inc",19.78,"Ggp Inc",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
GILD,"Gilead Sciences Inc",65.42,"Gilead Sciences Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
GIS,"General Mills",42.54,"General Mills",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
GLW,"Corning Inc",27.08,"Corning Inc",NYSE,"Communications Components","Computers and Technology",N/A,N/A,N/A,N/A
GM,"General Motors Company",36.71,"General Motors Company",NYSE,"Auto - Domestic",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
GOOG,"Alphabet Class C",1048.21,"Alphabet Class C",NASDAQ,"Internet - Services","Computers and Technology",N/A,N/A,N/A,N/A
GOOGL,"Alphabet Class A",1051,"Alphabet Class A",NASDAQ,"Internet - Services","Computers and Technology",N/A,N/A,N/A,N/A
GPC,"Genuine Parts Company",89.92,"Genuine Parts Company",NYSE,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
GPN,"Global Payments Inc",112.85,"Global Payments Inc",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
GPS,"Gap Inc",28.8,"Gap Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
GRMN,"Garmin Ltd",59.89,"Garmin Ltd",NASDAQ,"Electronics Products - Misc","Computers and Technology",N/A,N/A,N/A,N/A
GS,"Goldman Sachs Group",234.94,"Goldman Sachs Group",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
GT,"Goodyear Tire Rubber",25.28,"Goodyear Tire Rubber",NASDAQ,"Rubber Tires",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
GWW,"W.W. Grainger",286.77,"W.W. Grainger",NYSE,"Industrial Services","Industrial Products",N/A,N/A,N/A,N/A
HAL,"Halliburton Company",52.19,"Halliburton Company",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
HAS,"Hasbro Inc",86.87,"Hasbro Inc",NASDAQ,"Toys & Game & Hobby","Consumer Discretionary",N/A,N/A,N/A,N/A
HBAN,"Huntington Bcshs",14.7,"Huntington Bcshs",NASDAQ,"Banks - Midwest",Finance,N/A,N/A,N/A,N/A
HBI,"Hanesbrands Inc",16.81,"Hanesbrands Inc",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
HCA,"Hca Holdings Inc",97.55,"Hca Holdings Inc",NYSE,"Medical - Hospitals",Medical,N/A,N/A,N/A,N/A
HCP,"HCP Inc",23.44,"HCP Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
HD,"Home Depot",185.03,"Home Depot",NYSE,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
HES,"Hess Corp",58.71,"Hess Corp",NYSE,"Oil - US Integrated",Oils-Energy,N/A,N/A,N/A,N/A
HIG,"Hartford Financial Services Group",52.73,"Hartford Financial Services Group",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
HII,"Huntington Ingalls Industries",210.66,"Huntington Ingalls Industries",NYSE,"Aerospace - Defense",Aerospace,N/A,N/A,N/A,N/A
HLT,"Hilton Inc",81.16,"Hilton Inc",NYSE,"Hotels & Motels","Consumer Discretionary",N/A,N/A,N/A,N/A
HOG,"Harley-Davidson Inc",41,"Harley-Davidson Inc",NYSE,"Auto - Domestic",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
HOLX,"Hologic Inc",37.93,"Hologic Inc",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
HON,"Honeywell International Inc",143.89,"Honeywell International Inc",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
HP,"Helmerich & Payne",69.9,"Helmerich & Payne",NYSE,"Oil & Gas - Drilling",Oils-Energy,N/A,N/A,N/A,N/A
HPE,"Hewlett Packard Enterprise Comp",17.21,"Hewlett Packard Enterprise Comp",NYSE,"Computer - Integrated Systems","Computers and Technology",N/A,N/A,N/A,N/A
HPQ,"Hewlett-Packard Company",21.68,"Hewlett-Packard Company",NYSE,"Computer - Mini","Computers and Technology",N/A,N/A,N/A,N/A
HRB,"H&R Block",27.49,"H&R Block",NYSE,"Consumer Services - Misc","Consumer Discretionary",N/A,N/A,N/A,N/A
HRL,"Hormel Foods Corp",35.77,"Hormel Foods Corp",NYSE,"Food - Meat Products","Consumer Staples",N/A,N/A,N/A,N/A
HRS,"Harris Corp",149.84,"Harris Corp",NYSE,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
HSIC,"Henry Schein Inc",75.55,"Henry Schein Inc",NASDAQ,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
HST,"Host Marriott Financial Trust",19.84,"Host Marriott Financial Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
HSY,"Hershey Foods Corp",91.78,"Hershey Foods Corp",NYSE,"Food - Confectionery","Consumer Staples",N/A,N/A,N/A,N/A
HUM,"Humana Inc",287.39,"Humana Inc",NYSE,"Medical - HMO",Medical,N/A,N/A,N/A,N/A
IBM,"International Business Machines",143.91,"International Business Machines",NYSE,"Computer - Integrated Systems","Computers and Technology",N/A,N/A,N/A,N/A
ICE,"Intercontinental Exchange",70.25,"Intercontinental Exchange",NYSE,"Securities Exchanges",Finance,N/A,N/A,N/A,N/A
IDXX,"Idexx Laboratories",212.2,"Idexx Laboratories",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
IFF,"International Flavors & Fragrances",142.15,"International Flavors & Fragrances",NYSE,"Chemical - Specialty","Basic Materials",N/A,N/A,N/A,N/A
ILMN,"Illumina Inc",244.82,"Illumina Inc",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
INCY,"Incyte Corp",62.13,"Incyte Corp",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
INFO,"IHS Markit Ltd",49.37,"IHS Markit Ltd",NASDAQ,"Business Information","Business Services",N/A,N/A,N/A,N/A
INTC,"Intel Corp",52.78,"Intel Corp",NASDAQ,"Semi General","Computers and Technology",N/A,N/A,N/A,N/A
INTU,"Intuit Inc",189.45,"Intuit Inc",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
IP,"International Paper Company",52.19,"International Paper Company",NYSE,"Paper & Related Products","Basic Materials",N/A,N/A,N/A,N/A
IPG,"Interpublic Group of Companies",23.66,"Interpublic Group of Companies",NYSE,"Advertising Marketing Services","Business Services",N/A,N/A,N/A,N/A
IPGP,"Ipg Photonics Corp",233.36,"Ipg Photonics Corp",NASDAQ,"Lasers - Systems & Components","Computers and Technology",N/A,N/A,N/A,N/A
IQV,"Iqvia Holdings Inc",99.02,"Iqvia Holdings Inc",NYSE,"Technology Services","Business Services",N/A,N/A,N/A,N/A
IR,"Ingersoll-Rand Plc [Ireland]",86.67,"Ingersoll-Rand Plc [Ireland]",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
IRM,"Iron Mountain Inc",34.49,"Iron Mountain Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
ISRG,"Intuitive Surg Inc",460.42,"Intuitive Surg Inc",NASDAQ,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
IT,"Gartner Inc",123.02,"Gartner Inc",NYSE,Consulting,"Business Services",N/A,N/A,N/A,N/A
ITW,"Illinois Tool Works Inc",145.47,"Illinois Tool Works Inc",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
IVZ,"Invesco Plc",28.39,"Invesco Plc",NYSE,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
JBHT,"J B Hunt Transport",117.42,"J B Hunt Transport",NASDAQ,"Transportation - Truck",Transportation,N/A,N/A,N/A,N/A
JCI,"Johnson Controls Intl",36.25,"Johnson Controls Intl",NYSE,"Protection - Safety","Industrial Products",N/A,N/A,N/A,N/A
JEC,"Jacobs Engineering Group Inc",56.84,"Jacobs Engineering Group Inc",NYSE,"Engineering & R&D Services","Industrial Products",N/A,N/A,N/A,N/A
JNJ,"Johnson & Johnson",124.19,"Johnson & Johnson",NYSE,"Large Cap Pharma",Medical,N/A,N/A,N/A,N/A
JNPR,"Juniper Networks",25.66,"Juniper Networks",NYSE,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
JPM,"JP Morgan Chase & Co",108.43,"JP Morgan Chase & Co",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
JWN,Nordstrom,49.49,Nordstrom,NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
K,"Kellogg Company",59.8,"Kellogg Company",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
KEY,Keycorp,19.7,Keycorp,NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
KHC,"Kraft Heinz Co",58.01,"Kraft Heinz Co",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
KIM,"Kimco Realty Corp",14.67,"Kimco Realty Corp",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
KLAC,"K L A-Tencor Corp",106.66,"K L A-Tencor Corp",NASDAQ,"Semi-Eqpt Wafer Fabrication","Computers and Technology",N/A,N/A,N/A,N/A
KMB,"Kimberly-Clark Corp",103.73,"Kimberly-Clark Corp",NYSE,"Consumer Prdts - Misc Staple","Consumer Staples",N/A,N/A,N/A,N/A
KMI,"Kinder Morgan",16.11,"Kinder Morgan",NYSE,"Oil - Production & Pipeline",Oils-Energy,N/A,N/A,N/A,N/A
KMX,"Carmax Inc",64.96,"Carmax Inc",NYSE,"Retail - Wholesale Auto Parts",Retail-Wholesale,N/A,N/A,N/A,N/A
KO,"Coca-Cola Company",42.36,"Coca-Cola Company",NYSE,"Beverages - Soft","Consumer Staples",N/A,N/A,N/A,N/A
KORS,"Michael Kors Holdings Ltd",61.56,"Michael Kors Holdings Ltd",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
KR,"Kroger Company",24.14,"Kroger Company",NYSE,"Retail - Supermarket",Retail-Wholesale,N/A,N/A,N/A,N/A
KSS,"Kohl's Corp",63.1,"Kohl's Corp",NYSE,"Retail - Regional Dept Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
KSU,"Kansas City Southern",107.55,"Kansas City Southern",NYSE,"Transportation - Rail",Transportation,N/A,N/A,N/A,N/A
L,"Loews Corp",50.97,"Loews Corp",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
LB,"L Brands Inc",34.35,"L Brands Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
LEG,"Leggett & Platt Inc",41.42,"Leggett & Platt Inc",NYSE,Furniture,"Consumer Discretionary",N/A,N/A,N/A,N/A
LEN,"Lennar Corp",54.44,"Lennar Corp",NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
LH,"Laboratory Corporation of America Holdings",171.3,"Laboratory Corporation of America Holdings",NYSE,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
LKQ,"LKQ Corp",30.13,"LKQ Corp",NASDAQ,"Auto - Truck Replacement Parts",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
LLL,"L-3 Communications Holdings",184,"L-3 Communications Holdings",NYSE,"Electronics - Military",Aerospace,N/A,N/A,N/A,N/A
LLY,"Eli Lilly and Company",78.4,"Eli Lilly and Company",NYSE,"Large Cap Pharma",Medical,N/A,N/A,N/A,N/A
LMT,"Lockheed Martin Corp",311.44,"Lockheed Martin Corp",NYSE,"Aerospace - Defense",Aerospace,N/A,N/A,N/A,N/A
LNC,"Lincoln National Corp",68.95,"Lincoln National Corp",NYSE,"Insurance - Life",Finance,N/A,N/A,N/A,N/A
LNT,"Alliant Energy Corp",43.27,"Alliant Energy Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
LOW,"Lowe's Companies",84.23,"Lowe's Companies",NYSE,"Building Prds Retail - Wsale",Retail-Wholesale,N/A,N/A,N/A,N/A
LRCX,"Lam Research Corp",195.47,"Lam Research Corp",NASDAQ,"Semi-Eqpt Wafer Fabrication","Computers and Technology",N/A,N/A,N/A,N/A
LUK,"Leucadia National Corp",24.45,"Leucadia National Corp",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
LUV,"Southwest Airlines Company",52.78,"Southwest Airlines Company",NYSE,"Transportation - Airline",Transportation,N/A,N/A,N/A,N/A
LYB,"Lyondellbasell Industries Nv",104.79,"Lyondellbasell Industries Nv",NYSE,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
M,"Macy's Inc",31.24,"Macy's Inc",NYSE,"Retail - Regional Dept Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
MA,"Mastercard Inc",188.17,"Mastercard Inc",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
MAA,"Mid-America Apartment Communities",92.34,"Mid-America Apartment Communities",NYSE,"REIT - Equity Trust Resident",Finance,N/A,N/A,N/A,N/A
MAC,"Macerich Company",59.01,"Macerich Company",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
MAR,"Marriot Int Class A",135.85,"Marriot Int Class A",NASDAQ,"Hotels & Motels","Consumer Discretionary",N/A,N/A,N/A,N/A
MAS,"Masco Corp",38.32,"Masco Corp",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
MAT,"Mattel Inc",14.02,"Mattel Inc",NASDAQ,"Toys & Game & Hobby","Consumer Discretionary",N/A,N/A,N/A,N/A
MCD,"McDonald's Corp",165.03,"McDonald's Corp",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
MCHP,"Microchip Technology",87.51,"Microchip Technology",NASDAQ,"Semi Analog & Mixed","Computers and Technology",N/A,N/A,N/A,N/A
MCK,"Mckesson Corp",146.82,"Mckesson Corp",NYSE,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
MCO,"Moody's Corp",166.31,"Moody's Corp",NYSE,"Finance - Misc Services",Finance,N/A,N/A,N/A,N/A
MDLZ,"Mondelez Intl Cmn A",38.9,"Mondelez Intl Cmn A",NASDAQ,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
MDT,"Medtronic Inc",81.08,"Medtronic Inc",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
MET,"Metlife Inc",46.23,"Metlife Inc",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
MGM,"MGM Resorts International",31.86,"MGM Resorts International",NYSE,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
MHK,"Mohawk Industries",216.36,"Mohawk Industries",NYSE,"Textile - Home Furnishings","Consumer Discretionary",N/A,N/A,N/A,N/A
MKC,"Mccormick & Company Inc",103.2,"Mccormick & Company Inc",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
MLM,"Martin Marietta Materials",204,"Martin Marietta Materials",NYSE,"Building - CMT & CNT & AG",Construction,N/A,N/A,N/A,N/A
MMC,"Marsh & Mclennan Companies",81.15,"Marsh & Mclennan Companies",NYSE,"Insurance - Brokers",Finance,N/A,N/A,N/A,N/A
MMM,"3M Company",199.36,"3M Company",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
MNST,"Monster Beverage Cp",52.76,"Monster Beverage Cp",NASDAQ,"Beverages - Soft","Consumer Staples",N/A,N/A,N/A,N/A
MO,"Altria Group",56.26,"Altria Group",NYSE,Tobacco,"Consumer Staples",N/A,N/A,N/A,N/A
MON,"Monsanto Company",124.83,"Monsanto Company",NYSE,"Agriculture Products","Basic Materials",N/A,N/A,N/A,N/A
MOS,"Mosaic Company",27.43,"Mosaic Company",NYSE,Fertilizers,"Basic Materials",N/A,N/A,N/A,N/A
MPC,"Marathon Petroleum Corp",76.94,"Marathon Petroleum Corp",NYSE,"Oil - Refining and Marketing",Oils-Energy,N/A,N/A,N/A,N/A
MRK,"Merck & Company",57.75,"Merck & Company",NYSE,"Large Cap Pharma",Medical,N/A,N/A,N/A,N/A
MRO,"Marathon Oil Corp",19.72,"Marathon Oil Corp",NYSE,"Oil - US Integrated",Oils-Energy,N/A,N/A,N/A,N/A
MS,"Morgan Stanley",51.4,"Morgan Stanley",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
MSCI,"MSCI Inc",152.13,"MSCI Inc",NYSE,"Business Software Services","Computers and Technology",N/A,N/A,N/A,N/A
MSFT,"Microsoft Corp",95.16,"Microsoft Corp",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
MSI,"Motorola Solutions",108.03,"Motorola Solutions",NYSE,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
MTB,"M&T Bank Corp",180.45,"M&T Bank Corp",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
MTD,"Mettler-Toledo International",552.97,"Mettler-Toledo International",NYSE,"Industrial Scientific","Computers and Technology",N/A,N/A,N/A,N/A
MU,"Micron Technology",47.58,"Micron Technology",NASDAQ,"Semi Memory","Computers and Technology",N/A,N/A,N/A,N/A
MYL,"Mylan Nv Ord Shs",35.98,"Mylan Nv Ord Shs",NASDAQ,"Medical - Generic Drugs",Medical,N/A,N/A,N/A,N/A
NAVI,"Navient Cp",13.48,"Navient Cp",NASDAQ,"Finance - Consumer Loans",Finance,N/A,N/A,N/A,N/A
NBL,"Noble Energy Inc",32.73,"Noble Energy Inc",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
NCLH,"Norwegian Cruise Ord",51.51,"Norwegian Cruise Ord",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
NDAQ,"Nasdaq Inc",87.7,"Nasdaq Inc",NASDAQ,"Securities Exchanges",Finance,N/A,N/A,N/A,N/A
NEE,"Nextera Energy",164.09,"Nextera Energy",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
NEM,"Newmont Mining Corp",39.65,"Newmont Mining Corp",NYSE,"Mining - Gold","Basic Materials",N/A,N/A,N/A,N/A
NFLX,"Netflix Inc",320.09,"Netflix Inc",NASDAQ,"Broadcast - Radio & TV","Consumer Discretionary",N/A,N/A,N/A,N/A
NFX,"Newfield Exploration Company",27.34,"Newfield Exploration Company",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
NI,"NiSource Inc",25.41,"NiSource Inc",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
NKE,"Nike Inc",68.1,"Nike Inc",NYSE,"Shoes and Related Apparel","Consumer Staples",N/A,N/A,N/A,N/A
NKTR,"Nektar Therapeutics",77.2,"Nektar Therapeutics",NASDAQ,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
NLSN,"Nielsen Holdings Plc",30.19,"Nielsen Holdings Plc",NYSE,"Business Information","Business Services",N/A,N/A,N/A,N/A
NOC,"Northrop Grumman Corp",313.85,"Northrop Grumman Corp",NYSE,"Aerospace - Defense",Aerospace,N/A,N/A,N/A,N/A
NOV,National-Oilwell,38.5,National-Oilwell,NYSE,"Oil Field Machinery & Equip",Oils-Energy,N/A,N/A,N/A,N/A
NRG,"NRG Energy",33.3,"NRG Energy",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
NSC,"Norfolk Southern Corp",143.92,"Norfolk Southern Corp",NYSE,"Transportation - Rail",Transportation,N/A,N/A,N/A,N/A
NTAP,"Netapp Inc",68.01,"Netapp Inc",NASDAQ,"Computer - Storage Devices","Computers and Technology",N/A,N/A,N/A,N/A
NTRS,"Northern Trust Corp",104.84,"Northern Trust Corp",NASDAQ,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
NUE,"Nucor Corp",62.94,"Nucor Corp",NYSE,"Steel - Producers","Basic Materials",N/A,N/A,N/A,N/A
NVDA,"Nvidia Corp",239.06,"Nvidia Corp",NASDAQ,"Semi General","Computers and Technology",N/A,N/A,N/A,N/A
NWL,"Newell Rubbermaid Inc",27.65,"Newell Rubbermaid Inc",NYSE,"Consumer Prdts - Misc Staple","Consumer Staples",N/A,N/A,N/A,N/A
NWS,"News Cp Cl B Cmn ST",16.35,"News Cp Cl B Cmn ST",NASDAQ,"Movie & TV Production & Dist","Consumer Discretionary",N/A,N/A,N/A,N/A
NWSA,"News Cp Cl A Cmn ST",16.14,"News Cp Cl A Cmn ST",NASDAQ,"Movie & TV Production & Dist","Consumer Discretionary",N/A,N/A,N/A,N/A
O,"Realty Income Corp",52.27,"Realty Income Corp",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
OKE,"Oneok Inc",63.45,"Oneok Inc",NYSE,"Utility - Gas Distribution",Utilities,N/A,N/A,N/A,N/A
OMC,"Omnicom Group Inc",74.58,"Omnicom Group Inc",NYSE,"Advertising Marketing Services","Business Services",N/A,N/A,N/A,N/A
ORCL,"Oracle Corp",45.71,"Oracle Corp",NYSE,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
ORLY,"O'Reilly Automotive",259.51,"O'Reilly Automotive",NASDAQ,"Retail - Wholesale Auto Parts",Retail-Wholesale,N/A,N/A,N/A,N/A
OXY,"Occidental Petroleum Corp",77.71,"Occidental Petroleum Corp",NYSE,"Oil - US Integrated",Oils-Energy,N/A,N/A,N/A,N/A
PAYX,"Paychex Inc",62.41,"Paychex Inc",NASDAQ,Outsourcing,"Business Services",N/A,N/A,N/A,N/A
PBCT,"People's United Finl",18.41,"People's United Finl",NASDAQ,"Finance - Savings & Loan",Finance,N/A,N/A,N/A,N/A
PCAR,"Paccar Inc",63.8,"Paccar Inc",NASDAQ,"Auto - Domestic",Auto-Tires-Trucks,N/A,N/A,N/A,N/A
PCG,"Pacific Gas & Electric Co",44.88,"Pacific Gas & Electric Co",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
PEG,"Public Service Enterprise Group Inc",52.1,"Public Service Enterprise Group Inc",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
PEP,"Pepsico Inc",98.99,"Pepsico Inc",NASDAQ,"Beverages - Soft","Consumer Staples",N/A,N/A,N/A,N/A
PFE,"Pfizer Inc",34.84,"Pfizer Inc",NYSE,"Large Cap Pharma",Medical,N/A,N/A,N/A,N/A
PFG,"Principal Financial Group Inc",57.15,"Principal Financial Group Inc",NASDAQ,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
PG,"Procter & Gamble Company",72.43,"Procter & Gamble Company",NYSE,"Soap and Cleaning Products","Consumer Staples",N/A,N/A,N/A,N/A
PGR,"Progressive Corp",59.81,"Progressive Corp",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
PH,"Parker-Hannifin Corp",170.95,"Parker-Hannifin Corp",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
PHM,Pultegroup,30.98,Pultegroup,NYSE,"Building - Residential & Comm",Construction,N/A,N/A,N/A,N/A
PKG,"Packaging Corporation of America",114.15,"Packaging Corporation of America",NYSE,"Containers - Paper Products","Industrial Products",N/A,N/A,N/A,N/A
PKI,Perkinelmer,72.82,Perkinelmer,NYSE,"Industrial Scientific","Computers and Technology",N/A,N/A,N/A,N/A
PLD,"Prologis Inc",65.25,"Prologis Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
PM,"Philip Morris International Inc",81.87,"Philip Morris International Inc",NYSE,Tobacco,"Consumer Staples",N/A,N/A,N/A,N/A
PNC,"PNC Bank",145.6,"PNC Bank",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
PNR,"Pentair Ltd",44.3,"Pentair Ltd",NYSE,"Machinery - Thermal Processing","Industrial Products",N/A,N/A,N/A,N/A
PNW,"Pinnacle West Capital Corp",80.2,"Pinnacle West Capital Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
PPG,"PPG Industries",106.4,"PPG Industries",NYSE,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
PPL,"PPL Corp",28.95,"PPL Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
PRGO,"Perrigo Company",76.26,"Perrigo Company",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
PRU,"Prudential Financial Inflation Retail",100.66,"Prudential Financial Inflation Retail",NYSE,"Insurance - Multi Line",Finance,N/A,N/A,N/A,N/A
PSA,"Public Storage",207.39,"Public Storage",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
PSX,"Phillips 66",115.61,"Phillips 66",NYSE,"Oil - Refining and Marketing",Oils-Energy,N/A,N/A,N/A,N/A
PVH,"Phillips-Van Heusen Corp",152.27,"Phillips-Van Heusen Corp",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
PWR,"Quanta Services",34.95,"Quanta Services",NYSE,"Engineering & R&D Services","Industrial Products",N/A,N/A,N/A,N/A
PX,Praxair,154.57,Praxair,NYSE,"Chemical - Diversified","Basic Materials",N/A,N/A,N/A,N/A
PXD,"Pioneer Natural Resources Co",194.19,"Pioneer Natural Resources Co",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
PYPL,"Paypal Holdings",73.99,"Paypal Holdings",NASDAQ,"Internet - Software","Computers and Technology",N/A,N/A,N/A,N/A
QCOM,"Qualcomm Inc",52.49,"Qualcomm Inc",NASDAQ,"Wireless Equipment","Computers and Technology",N/A,N/A,N/A,N/A
QRVO,"Qorvo Inc",79.49,"Qorvo Inc",NASDAQ,"Semi Radio Frequency","Computers and Technology",N/A,N/A,N/A,N/A
RCL,"Royal Caribbean Cruises Ltd",107.36,"Royal Caribbean Cruises Ltd",NYSE,"Leisure & Recreation Services","Consumer Discretionary",N/A,N/A,N/A,N/A
RE,"Everest Re Group",227.52,"Everest Re Group",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
REG,"Regency Centers Corp",58.76,"Regency Centers Corp",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
REGN,"Regeneron Pharmaceutical",291.25,"Regeneron Pharmaceutical",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
RF,"Regions Financial Corp",18.72,"Regions Financial Corp",NYSE,"Banks - Southeast",Finance,N/A,N/A,N/A,N/A
RHI,"Robert Half International Inc",62.05,"Robert Half International Inc",NYSE,Staffing,"Business Services",N/A,N/A,N/A,N/A
RHT,"Red Hat Inc",166.1,"Red Hat Inc",NYSE,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
RJF,"Raymond James Financial",89.55,"Raymond James Financial",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
RL,"Ralph Lauren Corp",106.8,"Ralph Lauren Corp",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
RMD,"Resmed Inc",97.72,"Resmed Inc",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
ROK,"Rockwell Automation Inc",173.49,"Rockwell Automation Inc",NYSE,"Industrial Robotics","Computers and Technology",N/A,N/A,N/A,N/A
