Symbol,Name,Last,Name,Exchange,Industry,Sector,"ETF Full Name","Fund Family","Asset Class","Contract Name"
ROP,"Roper Industries",269.2,"Roper Industries",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
ROST,"Ross Stores Inc",80.71,"Ross Stores Inc",NASDAQ,"Retail - Discount",Retail-Wholesale,N/A,N/A,N/A,N/A
RRC,"Range Resources Corp",13.62,"Range Resources Corp",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
RSG,"Republic Services",68.56,"Republic Services",NYSE,"Waste Removal Svcs","Business Services",N/A,N/A,N/A,N/A
RTN,"Raytheon Company",202.54,"Raytheon Company",NYSE,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
SBAC,"SBA Communications",159.14,"SBA Communications",NASDAQ,"Communications Infrastructure","Computers and Technology",N/A,N/A,N/A,N/A
SBUX,"Starbucks Corp",57.68,"Starbucks Corp",NASDAQ,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
SCG,"Scana Corp",36.5,"Scana Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
SCHW,"The Charles Schwab Corp",56.09,"The Charles Schwab Corp",NYSE,"Finance - Investment Brokers",Finance,N/A,N/A,N/A,N/A
SEE,"Sealed Air Corp",44.45,"Sealed Air Corp",NYSE,"Containers - Paper Products","Industrial Products",N/A,N/A,N/A,N/A
SHW,"Sherwin-Williams Company",377.53,"Sherwin-Williams Company",NYSE,"Paint & Related Products",Construction,N/A,N/A,N/A,N/A
SIVB,"Svb Financial Grp",305.82,"Svb Financial Grp",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
SJM,"J.M. Smucker Company",113.31,"J.M. Smucker Company",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
SLB,"Schlumberger N.V.",68.79,"Schlumberger N.V.",NYSE,"Oil - Field Services",Oils-Energy,N/A,N/A,N/A,N/A
SLG,"SL Green Realty Corp",99.92,"SL Green Realty Corp",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
SNA,"Snap-On Inc",145.73,"Snap-On Inc",NYSE,"Tools - Hand Held","Consumer Discretionary",N/A,N/A,N/A,N/A
SNPS,"Synopsys Inc",87.72,"Synopsys Inc",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
SO,"Southern Company",46.03,"Southern Company",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
SPG,"Simon Property Group",159.34,"Simon Property Group",NYSE,"REIT - Equity Trust Retail",Finance,N/A,N/A,N/A,N/A
SPGI,"S&P Global Inc",192.17,"S&P Global Inc",NYSE,"Business Information","Business Services",N/A,N/A,N/A,N/A
SRCL,"Stericycle Inc",63.84,"Stericycle Inc",NASDAQ,"Waste Removal Svcs","Business Services",N/A,N/A,N/A,N/A
SRE,"Sempra Energy",111.8,"Sempra Energy",NYSE,"Utility - Gas Distribution",Utilities,N/A,N/A,N/A,N/A
STI,"Suntrust Banks",66.6,"Suntrust Banks",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
STT,"State Street Corp",97.75,"State Street Corp",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
STX,"Seagate Tech Ord Shs",55.68,"Seagate Tech Ord Shs",NASDAQ,"Computer - Storage Devices","Computers and Technology",N/A,N/A,N/A,N/A
STZ,"Constellation Brands Inc",221.28,"Constellation Brands Inc",NYSE,"Beverages - Alcohol","Consumer Staples",N/A,N/A,N/A,N/A
SWK,"Stanley Black & Decker Inc",140.35,"Stanley Black & Decker Inc",NYSE,"Machinery - Tools & Related","Industrial Products",N/A,N/A,N/A,N/A
SWKS,"Skyworks Solutions",96.2,"Skyworks Solutions",NASDAQ,"Semi Radio Frequency","Computers and Technology",N/A,N/A,N/A,N/A
SYF,"Synchrony Financial",32.63,"Synchrony Financial",NYSE,"Finance - Misc Services",Finance,N/A,N/A,N/A,N/A
SYK,"Stryker Corp",168,"Stryker Corp",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
SYMC,"Symantec Corp",27.84,"Symantec Corp",NASDAQ,"Computer - Software","Computers and Technology",N/A,N/A,N/A,N/A
SYY,"Sysco Corp",62.29,"Sysco Corp",NYSE,"Food - Misc & Diversified","Consumer Staples",N/A,N/A,N/A,N/A
T,"AT&T Inc",32.14,"AT&T Inc",NYSE,"Wireless National",Utilities,N/A,N/A,N/A,N/A
TAP,"Molson Coors Brewing Company",60.48,"Molson Coors Brewing Company",NYSE,"Beverages - Alcohol","Consumer Staples",N/A,N/A,N/A,N/A
TDG,"Transdigm Group Inc",322.97,"Transdigm Group Inc",NYSE,"Aerospace - Defense Equipment",Aerospace,N/A,N/A,N/A,N/A
TEL,"Te Connectivity Ltd",92.43,"Te Connectivity Ltd",NYSE,"Electronics - Misc Components","Computers and Technology",N/A,N/A,N/A,N/A
TGT,"Target Corp",71.05,"Target Corp",NYSE,"Retail - Discount",Retail-Wholesale,N/A,N/A,N/A,N/A
TIF,"Tiffany & Co",103.01,"Tiffany & Co",NYSE,"Retail - Jewelry",Retail-Wholesale,N/A,N/A,N/A,N/A
TJX,"TJX Companies",82.83,"TJX Companies",NYSE,"Retail - Discount",Retail-Wholesale,N/A,N/A,N/A,N/A
TMK,"Torchmark Corp",85.46,"Torchmark Corp",NYSE,"Insurance - Life",Finance,N/A,N/A,N/A,N/A
TMO,"Thermo Fisher Scientific Inc",210.07,"Thermo Fisher Scientific Inc",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
TPR,"Tapestry Inc",46.16,"Tapestry Inc",NYSE,"Retail - Apparel & Shoes",Retail-Wholesale,N/A,N/A,N/A,N/A
TRIP,"Tripadvisor Inc",38.53,"Tripadvisor Inc",NASDAQ,"Internet Commerce",Retail-Wholesale,N/A,N/A,N/A,N/A
TROW,"T Rowe Price Group",111.97,"T Rowe Price Group",NASDAQ,"Finance - Investment Mgmt",Finance,N/A,N/A,N/A,N/A
TRV,"The Travelers Companies Inc",129.71,"The Travelers Companies Inc",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
TSCO,"Tractor Supply Co",66.96,"Tractor Supply Co",NASDAQ,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
TSN,"Tyson Foods",66.97,"Tyson Foods",NYSE,"Food - Meat Products","Consumer Staples",N/A,N/A,N/A,N/A
TSS,"Total System Services",85.21,"Total System Services",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
TTWO,"Take-Two Interacti",108.76,"Take-Two Interacti",NASDAQ,"Toys & Game & Hobby","Consumer Discretionary",N/A,N/A,N/A,N/A
TWX,"Time Warner Inc",93.14,"Time Warner Inc",NYSE,"Media Conglomerates","Consumer Discretionary",N/A,N/A,N/A,N/A
TXN,"Texas Instruments",104.69,"Texas Instruments",NASDAQ,"Semi General","Computers and Technology",N/A,N/A,N/A,N/A
TXT,"Textron Inc",63,"Textron Inc",NYSE,"Aerospace - Defense",Aerospace,N/A,N/A,N/A,N/A
UA,"Under Armour Inc Class C Comm",15.73,"Under Armour Inc Class C Comm",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
UAA,"Under Armour",17.36,"Under Armour",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
UAL,"United Continental Holdings",68.32,"United Continental Holdings",NYSE,"Transportation - Airline",Transportation,N/A,N/A,N/A,N/A
UDR,"United Dominion Realty Trust",36.32,"United Dominion Realty Trust",NYSE,"REIT - Equity Trust Resident",Finance,N/A,N/A,N/A,N/A
UHS,"Universal Health Services",117.77,"Universal Health Services",NYSE,"Medical - Hospitals",Medical,N/A,N/A,N/A,N/A
ULTA,"Ulta Salon Cosmetic",253.74,"Ulta Salon Cosmetic",NASDAQ,"Retail - Misc & Diversified",Retail-Wholesale,N/A,N/A,N/A,N/A
UNH,"Unitedhealth Group Inc",235.9,"Unitedhealth Group Inc",NYSE,"Medical - HMO",Medical,N/A,N/A,N/A,N/A
UNM,"Unumprovident Corp",39.86,"Unumprovident Corp",NYSE,"Insurance - Accident & Health",Finance,N/A,N/A,N/A,N/A
UNP,"Union Pacific Corp",134.13,"Union Pacific Corp",NYSE,"Transportation - Rail",Transportation,N/A,N/A,N/A,N/A
UPS,"United Parcel Service",111.31,"United Parcel Service",NYSE,"Transportation - Air Freight",Transportation,N/A,N/A,N/A,N/A
URI,"United Rentals",153.23,"United Rentals",NYSE,"Building & Construction - Misc",Construction,N/A,N/A,N/A,N/A
USB,"U.S. Bancorp",50.34,"U.S. Bancorp",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
UTX,"United Technologies Corp",119.51,"United Technologies Corp",NYSE,"Conglomerates - Div Operations",Conglomerates,N/A,N/A,N/A,N/A
V,"Visa Inc",128.16,"Visa Inc",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
VAR,"Varian Medical Systems",117.57,"Varian Medical Systems",NYSE,"Medical Instruments",Medical,N/A,N/A,N/A,N/A
VFC,"V.F. Corp",76.27,"V.F. Corp",NYSE,"Textile - Apparel","Consumer Staples",N/A,N/A,N/A,N/A
VIAB,"Viacom Inc Cl B",30.29,"Viacom Inc Cl B",NASDAQ,"Media Conglomerates","Consumer Discretionary",N/A,N/A,N/A,N/A
VLO,"Valero Energy Corp",113.39,"Valero Energy Corp",NYSE,"Oil - Refining and Marketing",Oils-Energy,N/A,N/A,N/A,N/A
VMC,"Vulcan Materials Company",122.7,"Vulcan Materials Company",NYSE,"Building - CMT & CNT & AG",Construction,N/A,N/A,N/A,N/A
VNO,"Vornado Realty Trust",69.63,"Vornado Realty Trust",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
VRSK,"Verisk Analytics Inc",102.36,"Verisk Analytics Inc",NASDAQ,"Business Information","Business Services",N/A,N/A,N/A,N/A
VRSN,"Verisign Inc",122.31,"Verisign Inc",NASDAQ,"Internet Software Services","Computers and Technology",N/A,N/A,N/A,N/A
VRTX,"Vertex Pharmaceutic",149.39,"Vertex Pharmaceutic",NASDAQ,"Medical - Biomedical",Medical,N/A,N/A,N/A,N/A
VTR,"Ventas Inc",53.15,"Ventas Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
VZ,"Verizon Communications Inc",48.19,"Verizon Communications Inc",NYSE,"Wireless National",Utilities,N/A,N/A,N/A,N/A
WAT,"Waters Corp",191.58,"Waters Corp",NYSE,"Industrial Scientific","Computers and Technology",N/A,N/A,N/A,N/A
WBA,"Walgreens Boots Alliance",63.81,"Walgreens Boots Alliance",NASDAQ,"Retail - Drug Stores",Retail-Wholesale,N/A,N/A,N/A,N/A
WDC,"Western Digital Cp",77.28,"Western Digital Cp",NASDAQ,"Computer - Storage Devices","Computers and Technology",N/A,N/A,N/A,N/A
WEC,"Wisconsin Energy Corp",64.41,"Wisconsin Energy Corp",NYSE,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
WELL,"Welltower Inc",56.18,"Welltower Inc",NYSE,"REIT - Equity Trust Other",Finance,N/A,N/A,N/A,N/A
WFC,"Wells Fargo & Company",52.41,"Wells Fargo & Company",NYSE,"Banks - Major Regional",Finance,N/A,N/A,N/A,N/A
WHR,"Whirlpool Corp",153.3,"Whirlpool Corp",NYSE,"Appliances - Household","Consumer Discretionary",N/A,N/A,N/A,N/A
WLTW,"Willis Towers Wts",148.91,"Willis Towers Wts",NASDAQ,"Insurance - Brokers",Finance,N/A,N/A,N/A,N/A
WM,"Waste Management",84.05,"Waste Management",NYSE,"Waste Removal Svcs","Business Services",N/A,N/A,N/A,N/A
WMB,"Williams Companies",26.19,"Williams Companies",NYSE,"Oil - Production & Pipeline",Oils-Energy,N/A,N/A,N/A,N/A
WMT,"Wal-Mart Stores",87.53,"Wal-Mart Stores",NYSE,"Retail - Supermarket",Retail-Wholesale,N/A,N/A,N/A,N/A
WRK,"Westrock Company",59.41,"Westrock Company",NYSE,"Paper & Related Products","Basic Materials",N/A,N/A,N/A,N/A
WU,"Western Union Company",19.61,"Western Union Company",NYSE,"Financial Transaction Services","Business Services",N/A,N/A,N/A,N/A
WY,"Weyerhaeuser Company",36.51,"Weyerhaeuser Company",NYSE,"Building Products - Wood",Construction,N/A,N/A,N/A,N/A
WYN,"Wyndham Worldwide Corp",106.3,"Wyndham Worldwide Corp",NYSE,"Hotels & Motels","Consumer Discretionary",N/A,N/A,N/A,N/A
WYNN,"Wynn Resorts Ltd",192.41,"Wynn Resorts Ltd",NASDAQ,Gaming,"Consumer Discretionary",N/A,N/A,N/A,N/A
XEC,"Cimarex Energy Co",97.31,"Cimarex Energy Co",NYSE,"Oil - US Exploration & Product",Oils-Energy,N/A,N/A,N/A,N/A
XEL,"XCEL Energy Inc",46.39,"XCEL Energy Inc",NASDAQ,"Utility - Electric Power",Utilities,N/A,N/A,N/A,N/A
XL,"XL Company Switzerland Gmbh",55.54,"XL Company Switzerland Gmbh",NYSE,"Insurance - Proprty & Casualty",Finance,N/A,N/A,N/A,N/A
XLNX,"Xilinx Inc",66.95,"Xilinx Inc",NASDAQ,"Semi Pro Logic Devices","Computers and Technology",N/A,N/A,N/A,N/A
XOM,"Exxon Mobil Corp",76.9,"Exxon Mobil Corp",NYSE,"Oil - International Integrated",Oils-Energy,N/A,N/A,N/A,N/A
XRAY,"Dentsply Sirona Inc",49.99,"Dentsply Sirona Inc",NASDAQ,"Medical - Dental Suppliers",Medical,N/A,N/A,N/A,N/A
XRX,"Xerox Corp",28.38,"Xerox Corp",NYSE,"Business Services","Business Services",N/A,N/A,N/A,N/A
XYL,"Xylem Inc",70.08,"Xylem Inc",NYSE,"Machinery - General Industrial","Industrial Products",N/A,N/A,N/A,N/A
YUM,"Yum! Brands",82.43,"Yum! Brands",NYSE,"Retail - Restaurants",Retail-Wholesale,N/A,N/A,N/A,N/A
ZBH,"Zimmer Biomet Holdings",116.22,"Zimmer Biomet Holdings",NYSE,"Medical Products",Medical,N/A,N/A,N/A,N/A
ZION,"Zions Bancorporation",55.46,"Zions Bancorporation",NASDAQ,"Banks - West",Finance,N/A,N/A,N/A,N/A
ZTS,"Zoetis Inc Class A",81.56,"Zoetis Inc Class A",NYSE,"Medical - Drugs",Medical,N/A,N/A,N/A,N/A
"Downloaded from Barchart.com as of 05-06-2018 12:51pm CDT"
