VIXY: ProShares VIX Short-Term Futures ETF
Inception Date: 2011-01-03
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	91538
Shares Outstanding: 2676000
Expense Ratio: 0.87%
Tracks This Index: S&P 500 VIX Short-Term Futures Index
ETFdb.com Category: Volatility
Issuer: ProShares
Structure: Commodity Pool
ETF Home Page: http://etfdb.com/etf/VIXY


Holding,Symbol,Weighting
CBOE Volatility Index (VIX) Futures,UX,100.0%
