UVXY: ProShares Ultra VIX Short-Term Futures
Inception Date: 2011-10-03
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	382243
Shares Outstanding: 25527000
Expense Ratio: 1.65%
Tracks This Index: S&P 500 VIX Short-Term Futures Index (200%)
ETFdb.com Category: Leveraged Volatility
Issuer: ProShares
Structure: Commodity Pool
ETF Home Page: http://etfdb.com/etf/UVXY


Holding,Symbol,Weighting
ProShares VIX Short-Term Futures ETF,VIXY,100.0%
CBOE Volatility Index (VIX) Futures,UX,100.0%
