VGK: Vanguard FTSE Europe ETF
Inception Date: 2005-03-10
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	18822011
Shares Outstanding: 318047000
Expense Ratio: 0.1%
Tracks This Index: FTSE Developed Europe Index
ETFdb.com Category: Europe Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VGK


Holding,Symbol,Weighting
Thomas Cook Group plc,TCG,0.0228%
Thule Group AB,THULE,0.0227%
alstria office REIT AG,AOX,0.0227%
Sartorius Stedim Biotech SA,DIM,0.0225%
Amplifon SpA,AMP,0.0225%
Aggreko PLC,AGK,0.0224%
ICA Gruppen AB,ICA,0.0223%
Draegerwerk AG & Co KGaA,DRW3,0.0221%
P/F Bakkafrost,BAKKA,0.0221%
Allreal Holding AG,ALLN,0.0221%
Saipem SpA,SPM,0.0219%
Burckhardt Compression Holding AG,BCHN,0.0219%
Intu Properties PLC,INTU,0.0219%
Bodycote PLC,BOY,0.0219%
Indutrade AB,INDT,0.0218%
National Express Group PLC,NEX,0.0217%
Leoni AG,LEO,0.0217%
Cargotec Oyj,CGCBV,0.0216%
Air France KLM SA,AF,0.0216%
UnipolSai Assicurazioni SpA,US,0.0216%
Sophos Group PLC,SOPH,0.0215%
Jungheinrich AG,JUN3,0.0214%
Rational AG,RAA,0.0213%
Centamin PLC,CEY,0.0213%
Ahlsell AB (publ),AHSL,0.0213%
Pagegroup PLC,PAGE,0.0213%
Greene King PLC,GNK,0.0213%
Nemetschek SE,NEM,0.0212%
Great Portland Estates PLC,GPOR,0.0212%
Bovis Homes Group PLC,BVS,0.0212%
Hemfosa Fastigheter AB,HEMF,0.0212%
Ascential PLC,ASCL,0.0211%
Eurocommercial Properties NV,ECMPA,0.0211%
SSAB AB,SSAB.B,0.0211%
Fugro NV,FUR,0.021%
Bpost SA,BPOST,0.021%
Anima Holding SpA,ANIM,0.0209%
Renishaw PLC,RSW,0.0208%
Modern Times Group MTG AB,MTG.B,0.0208%
Fielmann AG,FIE,0.0207%
Warehouses de Pauw Comm VA,WDP,0.0206%
Tryg A/S,TRYG,0.0206%
Lagardere SCA,MMB,0.0206%
Provident Financial PLC,PFG,0.0206%
Rocket Internet SE,RKET,0.0206%
Applus Services SA,APPS,0.0205%
Grafton Group PLC,GFTU,0.0205%
Cancom SE,COK,0.0204%
Evotec AG,EVT,0.0204%
Fnac Darty SA,FNAC,0.0203%
Corbion NV,CRBN,0.0203%
Ashmore Group PLC,ASHM,0.0202%
Tomra Systems ASA,TOM,0.0202%
Getinge AB,GETI.B,0.0202%
Petrofac Ltd,PFC,0.0202%
Moneysupermarket.Com Group PLC,MONY,0.0202%
Valiant Holding AG,VATN,0.0201%
Grupo Catalana Occidente SA,GCO,0.0201%
Banca Mediolanum SpA,BMED,0.0201%
Genus PLC,GNS,0.02%
Elia System Operator NV,ELI,0.02%
Prosegur Compania de Seguridad SA,PSG,0.02%
Metsa Board Oyj,METSB,0.0199%
STADA Arzneimittel AG,SAZ,0.0199%
Jenoptik AG,JEN,0.0199%
DFDS A/S,DFDS,0.0198%
Ontex Group NV,ONTEX,0.0198%
Jardine Lloyd Thompson Group PLC,JLT,0.0198%
Outokumpu Oyj,OUT1V,0.0198%
Deutsche Euroshop AG,DEQ,0.0197%
IWG Plc,IWG,0.0197%
Banca Generali SpA,BGN,0.0194%
Leroy Seafood Group ASA,LSG,0.0194%
Schweiter Technologies AG,SWTQ,0.0193%
Worldline SA,WLN,0.0193%
Topdanmark A/S,TOP,0.0193%
Saga PLC,SAGA,0.0193%
Sparebank 1 SMN,MING,0.0193%
SFS Group AG,SFSN,0.0192%
Acerinox SA,ACX,0.0191%
Krones AG,KRN,0.019%
Redrow PLC,RDW,0.019%
Cranswick PLC,CWK,0.019%
Fidessa Group PLC,FDSA,0.0189%
Salzgitter AG,SZG,0.0189%
Infrastrutture Wireless Italiane SpA,INW,0.0188%
Maisons du Monde SA,MDM,0.0188%
Koninklijke Boskalis Westminster NV,BOKA,0.0187%
Cramo Oyj,CRA1V,0.0187%
BCA Marketplace PLC,BCA,0.0185%
CIE Automotive SA,CIE,0.0184%
Intrum Justitia AB,INTRUM,0.0184%
De La Rue PLC,DLAR,0.0183%
Axfood AB,AXFO,0.0182%
NCC AB,NCC.B,0.0182%
Zardoya Otis SA,ZOT,0.0182%
Vallourec SA,VK,0.0182%
Aedifica SA,AED,0.0182%
Aryzta AG,ARYN,0.0181%
Ceconomy AG,CEC,0.0181%
St Galler Kantonalbank AG,SGKN,0.0181%
Hispania Activos Inmobiliarios SOCIMI SA,HIS,0.0181%
Mediaset Espana Comunicacion SA,TL5,0.018%
Assura PLC,AGR,0.018%
JD Sports Fashion PLC,JD.,0.018%
Melexis NV,MELE,0.018%
AVEVA Group PLC,AVV,0.0179%
Countryside Properties PLC,CSP,0.0178%
John Laing Group PLC,JLG,0.0177%
Stroeer SE & Co KGaA,SAX,0.0176%
Oesterreichische Post AG,POST,0.0176%
DEUTZ AG,DEZ,0.0175%
Mobimo Holding AG,MOBN,0.0175%
Sparebank 1 SR Bank ASA,SRBANK,0.0175%
Paragon Banking Group PLC,PAG,0.0174%
Wallenstam AB,WALL.B,0.0174%
Peab AB,PEAB.B,0.0174%
PostNL NV,PNL,0.0174%
Big Yellow Group PLC,BYG,0.0173%
Norwegian Finans Holding ASA,NOFI,0.0173%
Idorsia Ltd,IDIA,0.0173%
FirstGroup PLC,FGP,0.0172%
Talanx AG,TLX,0.0172%
Saab AB,SAAB.B,0.0172%
Sirius Minerals PLC,SXX,0.0172%
Senior PLC,SNR,0.0172%
Deutsche Pfandbriefbank AG,PBB,0.0171%
KBC Ancora CVA,KBCA,0.0171%
Panalpina Welttransport Holding AG,PWTN,0.017%
Indra Sistemas SA,IDR,0.017%
Diploma PLC,DPLM,0.0169%
Workspace Group PLC,WKP,0.0169%
Masmovil Ibercom SA,MAS,0.0169%
Elementis PLC,ELM,0.0169%
Autogrill SpA,AGL,0.0168%
Sydbank A/S,SYDB,0.0168%
Wereldhave NV,WHA,0.0168%
Cairn Energy PLC,CNE,0.0168%
Societa Cattolica di Assicurazione Sc,CASS,0.0167%
Neinor Homes SA,HOME,0.0167%
Valora Holding AG,VALN,0.0167%
Synthomer PLC,SYNT,0.0167%
Vontobel Holding AG,VONN,0.0167%
Ascom Holding AG,ASCN,0.0166%
Capita PLC,CPI,0.0166%
EDP Renovaveis SA,EDPR,0.0166%
Grainger PLC,GRI,0.0165%
IMA Industria Macchine Automatiche SpA,IMA,0.0165%
Lifco AB (publ),LIFCO.B,0.0164%
Carl Zeiss Meditec AG,AFX,0.0164%
Qinetiq Group PLC,QQ.,0.0164%
Devro PLC,DVO,0.0164%
Hufvudstaden AB,HUFV.A,0.0163%
Bilfinger SE,GBF,0.0163%
Aker ASA,AKER,0.0163%
Drax Group PLC,DRX,0.0163%
Entra ASA,ENTRA,0.0163%
Savills PLC,SVS,0.0162%
Metropole Television SA,MMT,0.0162%
SBM Offshore NV,SBMO,0.0161%
Vesuvius PLC,VSVS,0.0161%
Danieli & C Officine Meccaniche SpA,DANR,0.016%
Wihlborgs Fastigheter AB,WIHL,0.016%
Hapag Lloyd AG,HLAG,0.0159%
Daetwyler Holding AG,DAE,0.0159%
Korian SA,KORI,0.0158%
BGEO Group PLC,BGEO,0.0158%
Societa Iniziative Autostradali e Servizi SpA,SIS,0.0158%
Eramet SA,ERA,0.0157%
Trigano SA,TRI,0.0157%
Indus Holding AG,INH,0.0157%
Melia Hotels International SA,MEL,0.0157%
Borr Drilling Ltd,BDRILL,0.0156%
Greggs PLC,GRG,0.0155%
ADO Properties SA,ADJ,0.0155%
Barco NV,BAR,0.0155%
Buzzi Unicem SpA,BZU,0.0155%
Lenzing AG,LNZ,0.0154%
Kungsleden AB,KLED,0.0153%
Acciona SA,ANA,0.0153%
Essentra PLC,ESNT,0.0152%
Lancashire Holdings Ltd,LRE,0.0152%
Londonmetric Property PLC,LMP,0.0152%
Veidekke ASA,VEI,0.0152%
Rathbone Brothers PLC,RAT,0.0152%
Aixtron SE,AIXA,0.0152%
Crest Nicholson Holdings PLC,CRST,0.0152%
Cairn Homes PLC,CRN,0.0151%
UNIQA Insurance Group AG,UQA,0.0151%
Soitec SA,SOI,0.0151%
NCC Group PLC,NCC,0.0151%
Gimv Investeringsmaatschappij Voor Vlanderen NV,GIMB,0.0151%
Iren SpA,IRE,0.0151%
Ibstock PLC,IBST,0.015%
NH Hotel Group SA,NHH,0.015%
Gaztransport et Technigaz SA,GTT,0.0149%
Restaurant Group PLC,RTN,0.0149%
SSAB AB,SSAB.A,0.0149%
Fenner PLC,FENR,0.0149%
NV Bekaert SA,BEKB,0.0149%
Kongsberg Gruppen ASA,KOG,0.0149%
Hunting PLC,HTG,0.0146%
Ebro Foods SA,EBRO,0.0146%
Industrivarden AB,INDU.A,0.0146%
Enav SpA,ENAV,0.0145%
Schoeller Bleckmann Oilfield Equipment AG,SBO,0.0145%
Arcadis NV,ARCAD,0.0145%
Huber+Suhner AG,HUBN,0.0145%
AF AB,AF.B,0.0144%
Euronav NV,EURN,0.0144%
Television Francaise 1 SA,TFI,0.0144%
Sweco AB (publ),SWEC.B,0.0143%
DBV Technologies SA,DBV,0.0143%
Evolution Gaming Group AB (publ),EVO,0.0142%
JM AB,JM,0.0142%
Coats Group PLC,COA,0.0141%
Bravida Holding AB,BRAV,0.0141%
Mediaset SpA,MS,0.0141%
Greencore Group PLC,GNC,0.0141%
Dalata Hotel Group PLC,DHG,0.014%
Suedzucker AG,SZU,0.014%
Safestore Holdings PLC,SAFE,0.014%
Befimmo SA,BEFB,0.014%
Zooplus AG,ZO1,0.014%
Grandvision NV,GVNV,0.0139%
RHI Magnesita NV,RHIM,0.0139%
Tessenderlo Group NV,TESB,0.0139%
Investment AB Latour,LATO.B,0.0139%
Bavarian Nordic A/S,BAVA,0.0138%
ZPG PLC,ZPG,0.0138%
Just Group PLC,JUST,0.0138%
Faes Farma SA,FAE,0.0138%
Komax Holding AG,KOMN,0.0137%
Petroleum Geo Services ASA,PGS,0.0137%
Ultra Electronics Holdings PLC,ULE,0.0136%
Pandox AB,PNDX.B,0.0136%
Emmi AG,EMMN,0.0136%
Picton Property Income Ltd,PCTN,0.0136%
Serco Group PLC,SRP,0.0136%
TomTom NV,TOM2,0.0135%
Outotec Oyj,OTE1V,0.0135%
Hill & Smith Holdings PLC,HILS,0.0134%
Corporacion Financiera Alba SA,ALB,0.0134%
ALD SA,ALD,0.0134%
C&C Group PLC,GCC,0.0134%
Schouw & Co A/S,SCHO,0.0134%
Vastned Retail NV,VASTN,0.0133%
Aker Solutions ASA,AKSO,0.0133%
Autoneum Holding AG,AUTN,0.0133%
OVS SpA,OVS,0.0133%
Gocompare.Com Group PLC,GOCO,0.0132%
Ipsos SA,IPS,0.0131%
Reply SpA,REY,0.0131%
Nilfisk Holding A/S,NLFSK,0.013%
NOS SGPS SA,NOS,0.0129%
Fuchs Petrolub SE,FPE,0.0128%
Koenig & Bauer AG,SKB,0.0128%
Galliford Try PLC,GFRD,0.0128%
Brunello Cucinelli SpA,BC,0.0128%
Navigator Company SA,NVG,0.0127%
Kier Group PLC,KIE,0.0126%
Gestamp Automocion SA,GEST,0.0126%
Technogym SpA,TGYM,0.0126%
Tele Columbus AG,TC1,0.0126%
Hibernia REIT PLC,HBRN,0.0125%
Green REIT PLC,GN1,0.0125%
Brewin Dolphin Holdings PLC,BRW,0.0125%
Nolato AB,NOLA.B,0.0125%
Mayr Melnhof Karton AG,MMK,0.0124%
S&T AG,SANT,0.0124%
Cosmo Pharmaceuticals NV,COPN,0.0124%
Morgan Advanced Materials PLC,MGAM,0.0124%
Europcar Groupe SA,EUCAR,0.0124%
U Blox Holding AG,UBXN,0.0123%
Coface SA,COFA,0.0123%
Attendo AB (publ),ATT,0.0123%
Compugroup Medical SE,COP,0.0123%
Koninklijke BAM Groep NV,BAMNB,0.0123%
Spar Nord Bank A/S,SPNO,0.0123%
DNO ASA,DNO,0.0122%
Kws Saat SE,KWS,0.0122%
DNA Oyj,DNA,0.0122%
Laird PLC,LRD,0.0121%
Avanza Bank Holding AB,AZA,0.0121%
Salvatore Ferragamo SpA,SFER,0.012%
Austevoll Seafood ASA,AUSS,0.012%
Entertainment One Ltd,ETO,0.012%
Koninklijke Wessanen NV,WES,0.012%
Mercialys SA,MERY,0.0119%
Implenia AG,IMPN,0.0119%
D'Ieteren SA,DIE,0.0119%
Schaeffler AG,SHA,0.0118%
Bonava AB (publ),BONAV.B,0.0118%
Siegfried Holding AG,SFZN,0.0118%
Atea ASA,ATEA,0.0118%
NetEnt AB (publ),NET.B,0.0117%
Sports Direct International PLC,SPD,0.0117%
Tod's SpA,TOD,0.0117%
Ren Redes Energeticas Nacionais SGPS SA,RENE,0.0116%
DMG Mori AG,GIL,0.0116%
Econocom Group SE,ECONB,0.0116%
Equiniti Group PLC,EQN,0.0115%
Talktalk Telecom Group PLC,TALK,0.0115%
Nordic Semiconductor ASA,NOD,0.0115%
Computacenter PLC,CCC,0.0114%
Compania de Distribucion Integral Logista Holdings SA,LOG,0.0114%
Comet Holding AG,COTN,0.0114%
Kemira Oyj,KEMIRA,0.0114%
Scandinavian Tobacco Group A/S,STG,0.0114%
International Personal Finance PLC,IPF,0.0114%
Intertrust NV,INTER,0.0113%
Saras SpA,SRS,0.0113%
Irish Continental Group PLC,IR5B,0.0111%
Schibsted ASA,SCHB,0.0111%
Borregaard ASA,BRG,0.0111%
Oriflame Holding AG,ORI,0.0111%
ASTM SpA,AT,0.011%
Marshalls PLC,MSLH,0.011%
Kloeckner & Co SE,KCO,0.011%
Newriver Reit PLC,NRR,0.011%
SIG PLC,SHI,0.0109%
Virgin Money Holdings (UK) PLC,VM.,0.0109%
Hastings Group Holdings PLC,HSTG,0.0109%
S Immo AG,SPI,0.0109%
WashTec AG,WSU,0.0109%
OneSavings Bank PLC,OSB,0.0108%
Go-Ahead Group PLC,GOG,0.0107%
Yit Oyj,YIT,0.0107%
Aannemingsmaatschappij Cfe NV,CFEB,0.0107%
Marr SpA,MARR,0.0107%
EI Towers SpA,EIT,0.0106%
Beni Stabili SpA Societa di Investimento Immobiliare Quotata,BNS,0.0106%
Xing SE,O1BC,0.0106%
Verbund AG,VER,0.0105%
Euskaltel SA,EKT,0.0104%
Kinepolis Group NV,KIN,0.0104%
Sacyr SA,SCYR,0.0104%
Flow Traders NV,FLOW,0.0104%
J D Wetherspoon PLC,JDW,0.0103%
Heidelberger Druckmaschinen AG,HDD,0.0103%
Pfeiffer Vacuum Technology AG,PFV,0.0103%
NKT A/S,NKT,0.0103%
Tarkett SA,TKTT,0.0103%
Inficon Holding AG,IFCN,0.0102%
ERG SpA,ERG,0.0101%
AA PLC,AA.,0.0101%
Rhoen Klinikum AG,RHK,0.01%
Neopost SA,NEO,0.01%
Arbonia AG,ARBN,0.0099%
Origin Enterprises PLC,OIZ,0.0099%
Uponor Oyj,UPONOR,0.0099%
Tecnicas Reunidas SA,TRE,0.0098%
Ted Baker PLC,TED,0.0098%
XXL ASA,XXL,0.0098%
Vitrolife AB,VITR,0.0098%
Petra Diamonds Ltd,PDL,0.0097%
F&C Commercial Property Trust Ltd,FCPT,0.0097%
Construcciones y Auxiliar de Ferrocarriles SA,CAF,0.0097%
Keller Group PLC,KLR,0.0097%
Superdry PLC,SDRY,0.0096%
Sanne Group PLC,SNN,0.0096%
Halfords Group PLC,HFD,0.0095%
Fomento de Construcciones y Contratas SA,FCC,0.0095%
Citycon Oyj,CTY1S,0.0095%
Ence Energia y Celulosa SA,ENC,0.0095%
McCarthy & Stone PLC,MCS,0.0094%
VZ Holding AG,VZN,0.0094%
Wacker Neuson SE,WAC,0.0094%
Dairy Crest Group PLC,DCG,0.0094%
Helical PLC,HLCL,0.0093%
Atrium Ljungberg AB,ATRLJ.B,0.0093%
St. Modwen Properties PLC,SMP,0.0093%
Premier Oil PLC,PMO,0.0093%
Cloetta AB,CLA.B,0.0092%
Softcat PLC,SCT,0.0092%
Polypipe Group PLC,PLP,0.0092%
Patrizia Immobilien AG,PAT,0.0092%
Betsson AB,BETS.B,0.0092%
Genfit SA,GNFT,0.0092%
Stobart Group Ltd,STOB,0.0092%
Nobia AB,NOBI,0.0092%
Sanoma Oyj,SAA1V,0.0091%
888 Holdings PLC,888,0.0091%
Pets at Home Group PLC,PETS,0.0091%
Papeles y Cartones de Europa SA,PAC,0.009%
Card Factory PLC,CARD,0.009%
Atresmedia Corporacion de Medios de Comunicacion SA,A3M,0.009%
Bobst Group SA,BOBNN,0.009%
Bang & Olufsen A/S,BO,0.0089%
Sonae SGPS SA,SON,0.0089%
Ferrexpo PLC,FXPO,0.0088%
RIB Software SE,RIB,0.0086%
Mitie Group PLC,MTO,0.0086%
Marston's PLC,MARS,0.0086%
Beneteau SA,BEN,0.0085%
TBC Bank Group PLC,TBCG,0.0085%
ALK-Abello A/S,ALK.B,0.0084%
Caverion Oyj,CAV1V,0.0084%
Stagecoach Group PLC,SGC,0.0084%
Derichebourg SA,DBG,0.0084%
Ratos AB,RATO.B,0.0083%
esure Group PLC,ESUR,0.0081%
Puma SE,PUM,0.0081%
Northgate PLC,NTG,0.008%
Mycronic AB (publ),MYCR,0.008%
Acea SpA,ACE,0.0079%
Datalogic SpA,DAL,0.0078%
Vedanta Resources PLC,VED,0.0077%
RPS Group PLC,RPS,0.0077%
Biesse SpA,BSS,0.0077%
Chesnara PLC,CSN,0.0077%
Mitchells & Butlers PLC,MAB,0.0077%
EI Group PLC,EIG,0.0076%
Concentric AB,COIC,0.0076%
Scandic Hotels Group AB,SHOT,0.0074%
UK Commercial Property Trust Ltd,UKCM,0.0074%
Chemring Group PLC,CHG,0.0074%
Finnair Oyj,FIA1S,0.0073%
SGL Carbon SE,SGL,0.0072%
Dignity PLC,DTY,0.0071%
Dunelm Group PLC,DNLM,0.0069%
Takkt AG,TTK,0.0068%
Vectura Group PLC,VEC,0.0068%
Hansteen Holdings PLC,HSTN,0.0067%
Hochschild Mining PLC,HOC,0.0067%
KCOM Group PLC,KCOM,0.0067%
Vienna Insurance Group AG Wiener Versicherung Gruppe,VIG,0.0059%
PZ Cussons PLC,PZC,0.0059%
RDI Reit PLC,RDI,0.0058%
Renewi PLC,RWI,0.0055%
Ophir Energy PLC,OPHR,0.0052%
AO World PLC,AO.,0.0052%
Daejan Holdings PLC,DJAN,0.0043%
Lookers PLC,LOOK,0.0042%
Schroder Real Estate Investment Trust Ltd,SREI,0.004%
N Brown Group PLC,BWNG,0.0038%
Rank Group PLC,RNK,0.0038%
Allied Minds PLC,ALM,0.0038%
Premier Foods PLC,PFD,0.0033%
Debenhams PLC,DEB,0.003%
SOCO International PLC,SIA,0.0029%
CMC Markets PLC,CMCX,0.0026%
Countrywide PLC,CWD,0.0023%
CRH PLC,CRG,0.0006%
