EWJ: iShares MSCI Japan ETF
Inception Date: 1996-03-12
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	21170675
Shares Outstanding: 351450000
Expense Ratio: 0.49%
Tracks This Index: MSCI Japan Index
ETFdb.com Category: Japan Equities
Issuer: iShares
Structure: ETF
ETF Home Page: http://etfdb.com/etf/EWJ


Holding,Symbol,Weighting
Hitachi Chemical Co Ltd,4217,0.0724%
Lawson Inc,2651,0.0724%
Kurita Water Industries Ltd,6370,0.0714%
Hikari Tsushin Inc,9435,0.071%
Keihan Holdings Co Ltd,9045,0.0707%
Toyo Seikan Group Holdings Ltd,5901,0.069%
Toho Gas Co Ltd,9533,0.0678%
Yamazaki Baking Co Ltd,2212,0.0677%
Shinsei Bank Ltd,8303,0.0673%
Aeon Mall Co Ltd,8905,0.0668%
Hitachi Metals Ltd,5486,0.0645%
Bank of Kyoto Ltd,8369,0.0643%
DeNA Co Ltd,2432,0.0642%
Nippon Electric Glass Co Ltd,5214,0.064%
Taisho Pharmaceutical Holdings Co Ltd,4581,0.0632%
Kaneka Corp,KANKF,0.0605%
Suruga Bank Ltd,8358,0.0599%
Toyoda Gosei Co Ltd,7282,0.0586%
Shin-Etsu Chemical Co Ltd,SHECF,0.0565%
Mabuchi Motor Co Ltd,6592,0.0557%
Seven Bank Ltd,8410,0.0555%
Hachijuni Bank Ltd,8359,0.0545%
Yamaguchi Financial Group Inc,8418,0.0534%
Acom Co Ltd,8572,0.0498%
Taiyo Nippon Sanso Corp,4091,0.0496%
Kyushu Financial Group Inc,7180,0.0481%
NH Foods Ltd,2282,0.0475%
Japan Airport Terminal Co Ltd,9706,0.0455%
NOK Corp,7240,0.0451%
Shimamura Co Ltd,SHAOF,0.0409%
Line Corp,3938,0.04%
Sankyo Co Ltd,6417,0.0399%
Maruichi Steel Tube Ltd,5463,0.0383%
Mixi Inc,2121,0.0374%
SoftBank Group Corp,SFTBF,0.0324%
Cyberdyne Inc,7779,0.0287%
Suzuki Motor Corp,SZKMF,0.0268%
TOTO Ltd,TOTDF,0.0264%
Daifuku Co Ltd,DAIUF,0.0264%
Toppan Printing Co Ltd,TONPF,0.0255%
Nissin Foods Holdings Co Ltd,NFPDF,0.0203%
Shiseido Co Ltd,SSDOF,0.0198%
Fuji Electric Co Ltd,FELTF,0.0182%
Rohm Co Ltd,ROHCF,0.0178%
Hisamitsu Pharmaceutical Co Inc,HTSUF,0.0163%
Oriental Land Co Ltd,OLCLF,0.0156%
Dentsu Inc,DNTUF,0.0146%
Lawson Inc,LWSOF,0.0144%
Kajima Corp,KAJMF,0.0139%
Kao Corp,KAOCF,0.0122%
East Japan Railway Co,EJPRF,0.0118%
Sony Corp,SNEJF,0.0107%
Shionogi & Co Ltd,SGIOF,0.0107%
Canon Inc,CAJFF,0.0092%
Aisin Seiki Co Ltd,ASEKF,0.0082%
Japan Tobacco Inc,JAPAF,0.0078%
TDK Corp,TTDKF,0.0076%
Nomura Research Institute Ltd,NURAF,0.007%
Mabuchi Motor Co Ltd,MBUMF,0.0061%
Chiba Bank Ltd,CHBAF,0.0058%
Daikin Industries Ltd,DKILF,0.0056%
Hirose Electric Co Ltd,HRSEF,0.0056%
Nippon Telegraph and Telephone Corp,NPPXF,0.0052%
Toshiba Corp,TOSBF,0.0041%
Nitto Denko Corp,NDEKF,0.0033%
Secom Co Ltd,SOMLF,0.0025%
Mitsubishi Gas Chemical Co Inc,MBGCF,0.0017%
Ono Pharmaceutical Co Ltd,OPHLF,0.0011%
