VTI: Vanguard Total Stock Market ETF
Inception Date: 2001-05-31
Fund Holdings as of: 2018-04-30
Total Assets Under Management (in thousands):	93500462
Shares Outstanding: 684634000
Expense Ratio: 0.04%
Tracks This Index: CRSP US Total Market Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VTI


Holding,Symbol,Weighting
Kilroy Realty Corp,KRC,0.0284%
Gaming and Leisure Properties Inc,GLPI,0.0284%
Alkermes Plc,ALKS,0.0283%
Ultimate Software Group Inc,ULTI,0.0282%
Equity LifeStyle Properties Inc,ELS,0.0281%
Brown & Brown Inc,BRO,0.028%
Microsemi Corp,MSCC,0.028%
Herbalife Nutrition Ltd,HLF,0.0279%
Berry Global Group Inc,BERY,0.0279%
KAR Auction Services Inc,KAR,0.0279%
FactSet Research Systems Inc,FDS,0.0278%
Harley-Davidson Inc,HOG,0.0278%
Aspen Technology Inc,AZPN,0.0277%
Cullen/Frost Bankers Inc,CFR,0.0277%
Carlisle Companies Inc,CSL,0.0277%
WPX Energy Inc,WPX,0.0275%
Nordson Corp,NDSN,0.0274%
Energen Corp,EGN,0.0274%
BWX Technologies Inc,BWXT,0.0274%
WEX Inc,WEX,0.0273%
Continental Resources Inc,CLR,0.0272%
Robert Half International Inc,RHI,0.0272%
DISH Network Corp,DISH,0.0271%
Gentex Corp,GNTX,0.027%
Caesars Entertainment Corp,CZR,0.0269%
Sun Communities Inc,SUI,0.0269%
Lazard Ltd,LAZ,0.0268%
HanesBrands Inc,HBI,0.0266%
AveXis Inc,AVXS,0.0265%
WABCO Holdings Inc,WBC,0.0265%
Servicemaster Global Holdings Inc,SERV,0.0264%
Teradyne Inc,TER,0.0263%
WP Carey Inc,WPC,0.0263%
Apartment Investment and Management Co,AIV,0.0262%
Teledyne Technologies Inc,TDY,0.0261%
Sirius XM Holdings Inc,SIRI,0.0261%
Signature Bank,SBNY,0.0261%
CIT Group Inc,CIT,0.026%
Huntsman Corp,HUN,0.026%
Eaton Vance Corp,EV,0.026%
West Pharmaceutical Services Inc,WST,0.0259%
Reliance Steel & Aluminum Co,RS,0.0258%
Exact Sciences Corp,EXAS,0.0257%
Toll Brothers Inc,TOL,0.0257%
Nordstrom Inc,JWN,0.0256%
PacWest Bancorp,PACW,0.0256%
OGE Energy Corp,OGE,0.0256%
Axalta Coating Systems Ltd,AXTA,0.0256%
Liberty Property Trust,LPT,0.0255%
Hexcel Corp,HXL,0.0254%
Aptargroup Inc,ATR,0.0254%
VEREIT Inc,VER,0.0253%
Synovus Financial Corp,SNV,0.0253%
Commerce Bancshares Inc,CBSH,0.0252%
Service Corporation International,SCI,0.0252%
Douglas Emmett Inc,DEI,0.0252%
JetBlue Airways Corp,JBLU,0.0252%
Crown Holdings Inc,CCK,0.0252%
Arrow Electronics Inc,ARW,0.0252%
Proofpoint Inc,PFPT,0.0251%
RSP Permian Inc,RSPP,0.0251%
LogMeIn Inc,LOGM,0.0251%
Guidewire Software Inc,GWRE,0.0249%
