SPY: SPDR S&P 500 ETF
Inception Date: 1993-01-22
Fund Holdings as of: 2018-05-02
Total Assets Under Management (in thousands):	253878929
Shares Outstanding: 964682000
Expense Ratio: 0.0945%
Tracks This Index: S&P 500 Index
ETFdb.com Category: Large Cap Growth Equities
Issuer: State Street SPDR
Structure: UIT
ETF Home Page: http://etfdb.com/etf/SPY


Holding,Symbol,Weighting
Aptiv PLC,APTV,0.1067%
Zimmer Biomet Holdings Inc,ZBH,0.1062%
Xcel Energy Inc,XEL,0.105%
PG&E Corp,PCG,0.1049%
Synchrony Financial,SYF,0.1046%
Concho Resources Inc,CXO,0.1042%
Corning Inc,GLW,0.1031%
Dollar Tree Inc,DLTR,0.1016%
Western Digital Corp,WDC,0.1015%
Regeneron Pharmaceuticals Inc,REGN,0.1013%
Cummins Inc,CMI,0.1011%
Fifth Third Bancorp,FITB,0.101%
Equity Residential,EQR,0.1005%
Hilton Worldwide Holdings Inc,HLT,0.1002%
AvalonBay Communities Inc,AVB,0.1001%
Parker-Hannifin Corp,PH,0.0995%
Northern Trust Corp,NTRS,0.0985%
Fortive Corp,FTV,0.0973%
Paccar Inc,PCAR,0.0973%
Monster Beverage Corp,MNST,0.097%
O'Reilly Automotive Inc,ORLY,0.0966%
Kroger Co,KR,0.0963%
Williams Companies Inc,WMB,0.0962%
Digital Realty Trust Inc,DLR,0.0961%
Rockwell Collins Inc,COL,0.0961%
Stanley Black & Decker Inc,SWK,0.0955%
Rockwell Automation Inc,ROK,0.0954%
Dr Pepper Snapple Group Inc,DPS,0.0953%
Agilent Technologies Inc,A,0.0947%
Ingersoll-Rand PLC,IR,0.0946%
KeyCorp,KEY,0.0931%
Newmont Mining Corp,NEM,0.0929%
Regions Financial Corp,RF,0.0926%
Edison International,EIX,0.0924%
International Paper Co,IP,0.0923%
Welltower Inc,WELL,0.0908%
Freeport-McMoRan Inc,FCX,0.0905%
WEC Energy Group Inc,WEC,0.0905%
Cardinal Health Inc,CAH,0.0904%
Devon Energy Corp,DVN,0.0895%
Tyson Foods Inc,TSN,0.0892%
Citizens Financial Group Inc,CFG,0.0888%
PPL Corp,PPL,0.0885%
Microchip Technology Inc,MCHP,0.0883%
Centene Corp,CNC,0.0877%
Andeavor,ANDV,0.0874%
Ameriprise Financial Inc,AMP,0.0869%
Paychex Inc,PAYX,0.0864%
Nucor Corp,NUE,0.0862%
Best Buy Co Inc,BBY,0.0859%
Willis Towers Watson PLC,WLTW,0.0858%
Mylan NV,MYL,0.0841%
Eversource Energy,ES,0.0839%
DTE Energy Co,DTE,0.0836%
Hartford Financial Services Group Inc,HIG,0.0831%
Ventas Inc,VTR,0.0828%
Boston Properties Inc,BXP,0.0826%
Royal Caribbean Cruises Ltd,RCL,0.0815%
Cerner Corp,CERN,0.0815%
SBA Communications Corp,SBAC,0.0805%
NetApp Inc,NTAP,0.0804%
CenturyLink Inc,CTL,0.08%
Global Payments Inc,GPN,0.0796%
Align Technology Inc,ALGN,0.0796%
IHS Markit Ltd,INFO,0.0793%
American Airlines Group Inc,AAL,0.079%
Laboratory Corporation of America Holdings,LH,0.0779%
Motorola Solutions Inc,MSI,0.0777%
Harris Corp,HRS,0.077%
Symantec Corp,SYMC,0.077%
Autozone Inc,AZO,0.0766%
Omnicom Group Inc,OMC,0.0754%
CBS Corp,CBS,0.0752%
IDEXX Laboratories Inc,IDXX,0.0749%
Skyworks Solutions Inc,SWKS,0.0743%
Xilinx Inc,XLNX,0.0737%
United Continental Holdings Inc,UAL,0.0733%
Textron Inc,TXT,0.0726%
Noble Energy Inc,NBL,0.0724%
Comerica Inc,CMA,0.0724%
E*TRADE Financial Corp,ETFC,0.0722%
SVB Financial Group,SIVB,0.0721%
Ametek Inc,AME,0.072%
Huntington Bancshares Inc,HBAN,0.0719%
KLA-Tencor Corp,KLAC,0.0714%
Essex Property Trust Inc,ESS,0.0712%
Wynn Resorts Ltd,WYNN,0.0711%
MGM Resorts International,MGM,0.0707%
Twenty-First Century Fox Inc,FOX,0.0706%
Apache Corp,APA,0.0696%
Seagate Technology PLC,STX,0.0694%
Verisk Analytics Inc,VRSK,0.0692%
Marathon Oil Corp,MRO,0.0691%
Hess Corp,HES,0.0687%
Principal Financial Group Inc,PFG,0.0682%
American Water Works Company Inc,AWK,0.0682%
TransDigm Group Inc,TDG,0.0679%
FirstEnergy Corp,FE,0.0677%
Clorox Co,CLX,0.067%
Baker Hughes A GE Co,BHGE,0.0668%
AmerisourceBergen Corp,ABC,0.0665%
Vulcan Materials Co,VMC,0.0665%
WestRock Co,WRK,0.0663%
D.R. Horton Inc,DHI,0.0663%
Waters Corp,WAT,0.0661%
Lincoln National Corp,LNC,0.0659%
Entergy Corp,ETR,0.0657%
Eastman Chemical Co,EMN,0.0655%
Cintas Corp,CTAS,0.0649%
National Oilwell Varco Inc,NOV,0.0648%
Lennar Corp,LEN,0.0647%
Republic Services Inc,RSG,0.0646%
TechnipFMC PLC,FTI,0.0645%
L3 Technologies Inc,LLL,0.0644%
Ulta Beauty Inc,ULTA,0.0642%
Realty Income Corp,O,0.0641%
W W Grainger Inc,GWW,0.064%
Mettler-Toledo International Inc,MTD,0.0639%
Conagra Brands Inc,CAG,0.0639%
XL Group Ltd,XL,0.0634%
Host Hotels & Resorts Inc,HST,0.0633%
Ameren Corp,AEE,0.063%
Kellogg Co,K,0.0629%
Fastenal Co,FAST,0.0628%
Expedia Group Inc,EXPE,0.0626%
IQVIA Holdings Inc,IQV,0.0626%
Brown-Forman Corp,BF.B,0.0625%
CBRE Group Inc,CBRE,0.0623%
Total System Services Inc,TSS,0.0614%
Dover Corp,DOV,0.0614%
Loews Corp,L,0.0613%
Resmed Inc,RMD,0.0612%
Nektar Therapeutics,NKTR,0.0609%
Quest Diagnostics Inc,DGX,0.0609%
MSCI Inc,MSCI,0.0606%
Citrix Systems Inc,CTXS,0.0603%
Equifax Inc,EFX,0.06%
Ball Corp,BLL,0.06%
ANSYS Inc,ANSS,0.0598%
Mohawk Industries Inc,MHK,0.0597%
Tapestry Inc,TPR,0.0588%
CMS Energy Corp,CMS,0.0588%
Newell Brands Inc,NWL,0.0579%
Genuine Parts Co,GPC,0.0575%
Alexandria Real Estate Equities Inc,ARE,0.0572%
J M Smucker Co,SJM,0.0571%
Synopsys Inc,SNPS,0.0569%
Hershey Co,HSY,0.0558%
United Rentals Inc,URI,0.0556%
Martin Marietta Materials Inc,MLM,0.0554%
Arthur J Gallagher & Co,AJG,0.0553%
Xylem Inc,XYL,0.055%
GGP Inc,GGP,0.0549%
McCormick & Company Inc,MKC,0.0548%
EQT Corp,EQT,0.0541%
Akamai Technologies Inc,AKAM,0.0539%
Cboe Global Markets Inc,CBOE,0.0536%
Take-Two Interactive Software Inc,TTWO,0.0534%
Vornado Realty Trust,VNO,0.0532%
Masco Corp,MAS,0.0525%
Henry Schein Inc,HSIC,0.0524%
PVH Corp,PVH,0.0521%
C.H. Robinson Worldwide Inc,CHRW,0.0517%
Dentsply Sirona Inc,XRAY,0.0515%
Carmax Inc,KMX,0.0512%
Raymond James Financial Inc,RJF,0.0511%
Invesco Ltd,IVZ,0.0509%
Extra Space Storage Inc,EXR,0.0504%
Darden Restaurants Inc,DRI,0.0503%
Cadence Design Systems Inc,CDNS,0.0501%
Cooper Companies Inc,COO,0.05%
Church & Dwight Co Inc,CHD,0.0498%
Molson Coors Brewing Co,TAP,0.0498%
Expeditors International of Washington Inc,EXPD,0.0493%
International Flavors & Fragrances Inc,IFF,0.049%
HCP Inc,HCP,0.049%
Cabot Oil & Gas Corp,COG,0.0489%
Hologic Inc,HOLX,0.0488%
CenterPoint Energy Inc,CNP,0.0488%
Gartner Inc,IT,0.0486%
Kansas City Southern,KSU,0.0486%
Albemarle Corp,ALB,0.0483%
FMC Corp,FMC,0.0482%
Zions Bancorp,ZION,0.0482%
Whirlpool Corp,WHR,0.0481%
Wyndham Worldwide Corp,WYN,0.0479%
Incyte Corp,INCY,0.0478%
Norwegian Cruise Line Holdings Ltd,NCLH,0.0478%
Huntington Ingalls Industries Inc,HII,0.0476%
CA Inc,CA,0.0472%
Franklin Resources Inc,BEN,0.047%
Packaging Corp of America,PKG,0.0469%
Kohls Corp,KSS,0.0469%
Varian Medical Systems Inc,VAR,0.0468%
Viacom Inc,VIAB,0.0464%
Tiffany & Co,TIF,0.0464%
Mid-America Apartment Communities Inc,MAA,0.0462%
Cincinnati Financial Corp,CINF,0.0461%
Universal Health Services Inc,UHS,0.0456%
Nasdaq Inc,NDAQ,0.0454%
F5 Networks Inc,FFIV,0.0453%
Nielsen Holdings PLC,NLSN,0.045%
Chipotle Mexican Grill Inc,CMG,0.0448%
Perrigo Company PLC,PRGO,0.0447%
Michael Kors Holdings Ltd,KORS,0.0443%
J B Hunt Transport Services Inc,JBHT,0.0442%
Duke Realty Corp,DRE,0.044%
Verisign Inc,VRSN,0.044%
Alliant Energy Corp,LNT,0.044%
Hasbro Inc,HAS,0.0435%
UDR Inc,UDR,0.043%
BorgWarner Inc,BWA,0.0427%
Iron Mountain Inc,IRM,0.0426%
Hormel Foods Corp,HRL,0.0425%
Alliance Data Systems Corp,ADS,0.0424%
Macy's Inc,M,0.0424%
Mosaic Co,MOS,0.0423%
Cimarex Energy Co,XEC,0.0419%
Qorvo Inc,QRVO,0.0418%
LKQ Corp,LKQ,0.0416%
Everest Re Group Ltd,RE,0.0416%
NRG Energy Inc,NRG,0.041%
DaVita Inc,DVA,0.0409%
Avery Dennison Corp,AVY,0.0404%
CF Industries Holdings Inc,CF,0.0404%
Advanced Micro Devices Inc,AMD,0.0402%
Torchmark Corp,TMK,0.04%
Western Union Co,WU,0.0394%
