Symbol	Description
i11	Ipco Int'l Limited
i15	Isetan (singapore) Ltd
i26	Inno-pacific Holdings Ltd
i49	Ifs Capital Limited
I5H	Great Group Holdings Limited
I98	Is Msci India 100
I9T	Ziwo Holdings Ltd.
IH0	Dbxt Euro Stoxx 50 Etf 10
IH1	Dbxt Msci Asia Ex Japan Etf 10
IH2	Dbxt Msci Korea Etf 10
IH3	Dbxt Msci Europe Etf 10
IW5	Seroja Investments Limited
IX2	Pec Ltd.
J03	Jadason Enterprises Ltd
J0O	Dbxt Msci Brazil Trn Etf 10
J0P	Dbxt Msci World Trn Etf 10
J0Q	Dbxt Msci Pacific Exjap Etf 10
J0R	Dbxt Msci Russia Cap 25 Etf 10
J17	Jackspeed Corporation Limited
J18	China Jishan Holdings Limited
J2T	Hock Lian Seng Holdings Ltd
J36	Jardine Matheson Hldgs Ltd
J37	Jardine Strategic Hldgs Ltd
J69U	Frasers Centrepoint Trust
J85	Cdl Hospitality Trusts
J91U	Cambridge Industrial Trust
JC5	Lyxor Etf Msci Europe 10
JC6	Lyxor Etf Dow Jones Ia 10
JC7	Lyxor Etf Russia 10
JK8	United Sse 50 China Etf
K03	Khong Guan Flour Milling Ltd
K11	Keppel Tele & Tran
K14	Kingboard Copper Foil Hdgs Ltd
K1Q	Ttj Holdings Limited
K22	Kian Ho Bearings Ltd
K29	Karin Technology Hldgs Limited
K2LU	Cache Logistics Trust
K3CD	China Eastern Air Adr 10
K3DD	Sinopec Petrochemical Adr 10
K3ED	China Telecom Adr 10
K3FD	Huaneng Power Intl Adr 10
K3HD	Aluminum Corp Of China Adr 10
K3ID	China Unicom Hk Ltd Adr 10
K3JD	Changyou.com Adr 10
K3MD	Netease.com Adr 10
K3OD	Petrochina Adr 10
K3PD	Chinamobile Adr 10
K3RD	Ctrip.com International Adr 10
K3SD	Baidu.com Adr 10
K3TD	China Southern Air Adr 10
K6K	Dbxt S&p500 Etf 10
K6S	Prudential Plc
K71U	K-reit Asia
K75	Koh Brothers Group Limited
KF8	Dbxt Msci Usa Etf 10
KI3	Hu An Cable Holdings Ltd.
KJ5	Bbr Holdings (s) Ltd
KJ7	Dbxt Msci Indonesia Etf 10
KT3	Dbxt Stoxx Glob Div 100 Etf 10
KT4	Dbxt Csi300 Etf 10
KT9	Qingmei Group Holdings Limited
KV4	Dbxt Iboxx Singapore Etf 5
L02	Manhattan Resources Limited
L03	Lian Beng Group Ltd
L09	Lung Kee (bermuda) Hldgs Ltd
L17	Lion Teck Chiang Ltd
L19	Lum Chang Holdings Limited
L22	Lankom Electronics Limited
L23	Enviro-hub Holdings Ltd
L38	L.c.development Ltd
L46	Luzhou Bio-chem Technology Ltd
L5I	Abterra Ltd
LF1	Dbxt S&p/asx 200 Etf 10
LF2	Dbxt Msci Japan Trn Etf 10
LG6	Dbxt Msci Malaysia Trn Etf 10
LG7	Dbxt Msci Thailand Trn Etf 10
LG8	Dbxt Msci India Trn Etf 10
LG9	Dbxt Msci China Trn Etf 10
LJ3	Overseas Union Enterprise Ltd
LS9	Leader Environmental Tech Ltd
M01	Metro Holdings Limited
M03	Miyoshi Precision Limited
M04	Mandarin Oriental Intl Ltd
M05	Mtq Corporation Limited
M11	Mfg Integration Technology Ltd
M14	Innotek Limited
M15	Matex International Limited
M1GU	Sabana Shari'ah Compliant Reit
M1Z	Tee International Limited
M30	Meghmani Organics Limited
M35	Wheelock Properties (s) Ltd
M44U	Mapletree Logistics Trust
M62	Cimb Ftse Asean40 100
ME8U	Mapletree Industrial Trust
MF6	Mun Siong Engineering Limited
MR7	Nordic Group Limited
MR8	Novo Group Ltd.
MS7	Stx Osv Holdings Limited
MT1	Dragon Group Intl Limited
MU7	Dbs S$800m 4.7% Ncps
MV4	Mewah International Inc.
N01	Neratelecommunications Ltd
N02	Nsl Ltd.
N08	New Toyo Int Hldgs Ltd
N0Z	Combine Will Intl Hldgs Ltd
N14	M Development Ltd.
N2E	Dbxt Msci Philippines Etf 10
N2H	Hyflux 6% Cum Pref Class A 10
N2IU	Mapletree Commercial Trust
N32	Nippecraft Limited
N33	Nomura Holdings Inc
N4E	Nam Cheong Limited
N5YD	Mufj Financial Adr 10
N6DD	Mizuho Financial Adr 10
N6ED	Ntt Docomo Adr 10
N6FD	Toyota Motor Adr 10
N6M	Ishares Usd Asia Bond Etf
NC2	Sri Trang Agro-industry Pcl
NC9	Malaysia Smelting Corp Bhd 100
ND8U	Frasers Commercial Trust
NO4	Dyna-mac Holdings Ltd.
NR7	Raffles Education Corp Ltd
NS8U	Hutchison Port Holdings Trust
O08	Ossia International Ltd
O10	Orchard Parade Holdings Ltd
O2I	Avic Intl Investments Limited
O32	Olam International Limited
O39	Oversea-chinese Banking Corp
O5RU	Aims Amp Cap Industrial Reit
O6Z	Lonza Group Ltd
O87	Spdr Gold Shares
O9A	Dbxt Msci Singapore Im Etf 10
O9C	Dbxt Msci Bangladesh Im Etf 10
O9D	Dbxt Msci Pakistan Im Etf 10
O9E	Parkson Retail Asia Limited
O9P	Ishares Usd Asia Hy Bond Etf
OL9S	Nz10100f 300901
OM0S	Nx11100x 210601
OM5S	Ny03100a 180901
OU8	Centurion Corporation Limited
OV8	Sheng Siong Group Ltd
P11	Pacific Andes Resources Devltd
P15	Pacific Century Regional Devts
P19	Pci Ltd
P2P	Lyxor Etf Thai Set 10
P2Q	Lyxor Etf Indonesia 10
P34	Petra Foods Limited
P36	Pan Hong Property Group Ltd
P40U	Starhill Global Reit
P52	Pan-united Corporation Ltd
P58	Lyxor China H 10
P5P	Cimb S&p Asia Pacific Dividend
P60	Lyxor Asia 10
P74	China Kangda Food Company Ltd
P7VU	Hutchison Port Hldgs Trust S$
P8A	Cordlife Group Limited
P8Z	Bumitama Agri Ltd.
P9D	Civmec Limited
PA3	Ta Corporation Ltd
PH0	Hatten Land
PH1S	Na12100n 420202
PU6D	Hsbc Adr 10
Q01	Qaf Ltd
Q0F	Ihh Healthcare Berhad
Q0X	Ultro Technologies Limited
Q1P	Ascendas Hospitality Trust
Q5T	Far East Hospitality Trust
QC7	Q & M Dental Group (s) Limited
QF6	Swee Hong Limited
QG1	Metech International Limited
QK9	Is Msci India 100 S$
QL2	Ishares Usd Asia Bond Etf S$
QL3	Ishares Usd Asia Hy Bond Etfs$
QR9	Cimb S&p Asia Pac Dividend S$
QS0	Cimb Ft Asean 40 100 S$
QS9	Radiance Group Limited
R14	Ramba Energy Limited
R1MS	Nx13100h 230701
R1NS	Nz13100v 330901
RC5	Triyards Holdings Limited
RE2	Courts Asia Limited
RE4	Geo Energy Resources Limited
RF1U	Religare Health Trust
RF7	Gaylin Holdings Limited
RQ1	Overseas Education Limited
RS1	China Environmental Res Gp Ltd
RW0U	Mapletree Greater Chinacomm Tr
S07	Shangri-la Asia Limited
S08	Singapore Post Limited
S19	Singapore Shipping Corp Ltd
S20	Straits Trading Co. Ltd
S21	Genting Hong Kong Limited
S23	Singapura Finance Ltd
S27	Spdr S&p 500 Etf Trust
S29	Stamford Tyres Corporationltd
S2D	Tosei Corporation
S35	Sing Investments & Finance Ltd
S3N	Okh Global Ltd.
S41	Hong Leong Finance Limited
S44	Engro Corporation Limited
S45U	Singapore Index Fund
S46	San Teh Limited
S49	Singapore Reinsurance Cor Ltd
S51	Sembcorp Marine Ltd
S56	Samudera Shipping Line Ltd
S58	Sats Ltd.
S59	Sia Engineering Co Ltd
S61	Sbs Transit Ltd
S63	Singapore Tech Engineering Ltd
S68	Singapore Exchange Limited
S69	Serial System Ltd
S71	Sunright Ltd
S7OU	Asian Pay Television Trust
S7P	Soilbuild Construction Grp Ltd
S85	Straco Corporation Limited
S91	Chinavision Media Grp Limited
S9B	Tee Land Limited
SK3	Krisenergy Ltd.
SK6U	Sph Reit
SK7	Oue Hospitality Trust
SO7	Yangzijiang Shipbldg Hldgs Rmb
SV3U	Soilbuild Business Space Reit
T03	Tat Hong Holdings Ltd
T09	Tt International Limited
T12	Tat Seng Packaging Group Ltd
T13	Rh Petrogas Limited
T14	Tianjin Zhong Xin Pharm Group
T15	Tan Chong Int'l Ltd
T18	Tpv Technology Limited
T19	Transview Holdings Limited
T24	Tuan Sing Holdings Limited
T39	Singapore Press Hldgs Ltd
T41	Telechoice International Ltd
T43	Techcomp (holdings) Limited
T4B	Sino Grandness Food Ind Gp Ltd
T4E	Compact Metal Industries Ltd
T55	Transpac Industrial Hldgs Ltd
T6I	Valuemax Group Limited
T82U	Suntec Real Estate Inv Trust
T8B	Viva Industrial Trust
T8FS	Ny14100e 290701
T8GS	N514100h 191001
T8UW	Isdn Holdings Limited W181110
T8V	Pacific Radiance Ltd.
TQ5	Frasers Centrepoint Limited
TS0U	Oue Commercial Reit
TY6Z	Capitamalltrs$350m3.08%b210220
U04	United Engineers Ltd Ord
U05	United Engineers 7.5% Cum Pref
U06	United Industrial Corp Ltd
U09	Upp Holdings Limited
U10	Uob-kay Hian Holdings Limited
U11	United Overseas Bank Ltd
U13	United Overseas Insurance Ltd
U14	Uol Group Limited
U6C	Pacc Offshore Svcs Hldg Ltd.
U77	Sarin Technologies Ltd
U96	Sembcorp Industries Ltd
U9E	Hankore Environment Tec Grpltd
UD1U	Ireit Global
UD2	Japfa Ltd.
UQ4	Emas Offshore Limited
UV1	Hisaka Holdings Ltd.
V01	Vicom Ltd
V03	Venture Corporation Limited
W05	Wing Tai Hldgs Ltd
X06	Sinopipe Holdings Limited
Y03	Yeo Hiap Seng Ltd
Y06	Youcan Foods International Ltd
Y35	Sun East Group Limited
Y45	Singapore Windsor Holdings Ltd
Y92	Thai Beverage Public Co Ltd
Z25	Yanlord Land Group Limited
Z59	Yoma Strategic Holdings Ltd
Z74	Singtel
Z77	Singtel 10
