IDENT,NAME,MGR,INFOS,SICOVAM,TYPE,LIMITE_PERTE,ENTITE,MARKET,QUOTATION,HEDGEFUND,CURRENCY,BUSINESS_LINE_ID,MARKED_AS_CLOSED
9106,raillof NKY var dec10,7842,,67425464,4,0,10000579,,,,55923524,,0
9107,raillof NKY var mar11,8739,,67425464,4,0,10000579,,,,55923524,,0
9108,raillof HSI var dec10,7802,,67425465,4,0,10000579,,,,55923524,,0
9109,raillof HSI var apr12,7802,,67425465,4,0,10000579,,,,55923524,,0
9110,raillof HSI var mar12,7802,,67425465,4,0,10000579,,,,55923524,,0
9111,raillof HSI feb12,8582,,67425465,4,0,10000579,,,,55923524,,0
9112,raillof KOSPI naked calls,8702,,67425490,4,0,10000579,,,,55923524,,0
9113,raillof HSI naked call,8582,,67425465,4,0,10000579,,,,55923524,,0
9114,raillof Directional,7403,,67425464,4,0,10000579,,,,55923524,,0
9115,raillof SPX var dec10,7939,,67425467,4,0,10000579,,,,0,,0
9116,raillof SPX var mar11,7939,,67425467,4,0,10000579,,,,0,,0
9117,raillof NKY hedge,7419,,67425464,4,0,10000579,,,,55923524,,0
9118,raillof NKY mar11 FUT,8739,,67425464,4,0,10000579,,,,55923524,,0
9119,raillof NKY mar11 options,8739,,67425464,4,0,10000579,,,,55923524,,0
9120,raillof HSCEI call ratio,9114,,67425466,4,0,10000579,,,,55923524,,0
9121,SPECIAL SITUATIONS,7903,,67425467,4,0,10000579,,,,55267927,,0
9122,CKI v HK ELECTRIC,7907,,67425467,4,0,10000579,,,,0,,0
9123,raillof NKY var sep11,7500,,67425464,4,0,10000579,,,,55923524,,0
9124,raillof HSCEI dec10 fut,7621,,67425466,4,0,10000579,,,,55923524,,0
9125,raillof HSCEI dec10 options,7621,,67425466,4,0,10000579,,,,55923524,,0
9126,SKT DR/LOCAL,7907,,67425467,4,0,10000579,,,,0,,0
9127,B Block,9874,,67425467,4,0,10000579,,,,0,,0
9145,Special Sit/Index,7904,,67425467,4,0,10000579,,,,0,,0
9146,sguy KOSPI2 - 20110113 - jan11 - VAR,8695,,67425490,4,0,10000579,,,,55923524,,0
9147,aseiz - Dec10 Combined Funding,6232,,67425467,4,0,0,,,,0,,0
9148,dehow - Dec10 Combined Funding,6236,,67425467,4,0,0,,,,0,,0
9149,ranli - Dec10 Combined Funding,7300,,67425467,4,0,0,,,,0,,0
9166,raillof HSCEI/HSI HSI dec10,8600,,67425465,4,0,10000579,,,,55923524,,0
9167,raillof HSCEI/HSI mar11,8600,,67425465,4,0,10000579,,,,55923524,,0
9168,raillof HSCEI/HSCEI leg dec10,8599,,67425466,4,0,10000579,,,,55923524,,0
9169,raillof HSCEI/HSI HSCEI leg mar11,8599,,67425466,4,0,10000579,,,,55923524,,0
9170,AMORE PREF/ORD,7907,,67425467,4,0,10000579,,,,0,,0
9171,STX v KOSPI,7903,,67425467,4,0,10000579,,,,0,,0
9186,raillof KOSPI sep12 boxed,8702,,67425490,4,0,10000579,,,,55923524,,0
9187,CHINA PACIFIC v HSI,7906,,67425467,4,0,10000579,,,,0,,0
9206,raillof HSI var feb11,7802,,67425465,4,0,10000579,,,,55923524,,0
9207,SMFG v TP BANKS,7904,,67425467,4,0,10000579,,,,0,,0
9226,TW,8682,,67425467,4,0,10000579,,,,0,,0
9227,JAPAN PARTIAL TENDER,7907,,67425467,4,0,10000579,,,,0,,0
9228,DOOSAN PREF/ORD,7907,,67425467,4,0,10000579,,,,0,,0
9229,sguy KOSPI2 - 20110908 - sep11,4686,,67425490,4,0,10000579,,,,55923524,,0
9230,sguy KOSPI2 - 20110908 - sep11 - VAN,9229,,67425490,4,0,10000579,,,,55923524,,0
9231,C CB Europe,11815,,67425467,4,0,10000579,,,,0,,0
9246,ZOOMLION v HSI,7906,,67425467,4,0,10000579,,,,0,,0
9247,BMRI v MSCI INDO,7907,,67425467,4,0,10000579,,,,0,,0
9248,ABC v HSI,7906,,67425467,4,0,10000579,,,,0,,0
9249,DONGFENG v HSCEI,7906,,67425467,4,0,10000579,,,,0,,0
9266,mat3,6792,,67425466,4,0,10000579,,,,55923524,,0
9267,NTT V DOCOMO,7907,,67425467,4,0,10000579,,,,0,,0
9268,WEICHAI POWER V HSI,7906,,67425467,4,0,10000579,,,,55069508,,0
9269,raillof NKY hedge jan11,9117,,67425464,4,0,10000579,,,,55923524,,0
9270,raillof NKY hedge mar11,9117,,67425464,4,0,10000579,,,,55923524,,0
9271,KOREAN DIV BASKET V KTG,7907,,67425467,4,0,10000579,,,,55267927,,0
9272,SWIRE A/B,7907,,67425467,4,0,10000579,,,,0,,0
9286,2011-01-28,6773,,67425466,4,0,10000579,,,,55923524,,0
9287,2011-03-30,6773,,67425466,4,0,10000579,,,,55923524,,0
9288,Options & Futures,9287,,67425466,4,0,10000579,,,,55923524,,0
9289,Var Swaps,9287,,67425466,4,0,10000579,,,,55923524,,0
9290,raillof NKY var aug11,7500,,67425464,4,0,10000579,,,,55923524,,0
9291,raillof NKY hedge feb11,9117,,67425464,4,0,10000579,,,,55923524,,0
9292,SJM v HSI,7906,,67425467,4,0,10000579,,,,0,,0
9293,R&F v HSCEI,7906,,67425467,4,0,10000579,,,,55069508,,0
9294,EVERGRANDE v HSCEI,7906,,67425467,4,0,10000579,,,,0,,0
9297,bretx RV Spreads,5572,,67425466,4,0,10000579,,,,55923524,,0
9298,raillof JAPAN WOC,9305,,67425464,4,0,10000579,,,,55923524,,0
9299,raillof JAPAN WOC basket1,9298,,67425464,4,0,10000579,,,,55923524,,0
9300,raillof JAPAN WOC basket2,9298,,67425464,4,0,10000579,,,,55923524,,0
9301,raillof JAPAN WOC basket 1 woc,9299,,67425464,4,0,10000579,,,,55923524,,0
9302,raillof JAPAN WOC basket 1 index,9299,,67425464,4,0,10000579,,,,55923524,,0
9303,raillof JAPAN WOC basket 2 woc,9300,,67425464,4,0,10000579,,,,55923524,,0
9304,raillof JAPAN WOC basket 2 index,9300,,67425464,4,0,10000579,,,,55923524,,0
9305,raillof WOC,7403,,67425464,4,0,10000579,,,,55923524,,0
9306,bretx NKY/AS51 Spread,9297,,67425466,4,0,10000579,,,,55923524,,0
9307,TOYOTA MOTOR V NKY,7904,,67425467,4,0,10000579,,,,0,,0
9308,raillof CADJPY,7433,,68755952,4,0,10000579,,,,55923524,,0
9309,sguy KOSPI2 - 20110414 - apr11,4686,,67425490,4,0,10000579,,,,55923524,,0
9329,B Forex Delta,4410,,67425467,4,0,10000579,,,,0,,0
9349,raillof JAPAN WOC basket3,9298,,67425464,4,0,10000579,,,,55923524,,0
9350,raillof JAPAN WOC basket4,9298,,67425464,4,0,10000579,,,,55923524,,0
9351,MELCO STUB,7907,,67425467,4,0,10000579,,,,0,,0
9369,raillof TWSE call,9114,,67425470,4,0,10000579,,,,55923524,,0
9370,aseiz - Jan11 combined funding,6232,,67425467,0,0,10000579,,,,0,,0
9371,dehow - Jan11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
9372,ranli - Jan11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
9373,JAPAN PO Blocks,7901,,67425467,4,0,10000579,,,,0,,0
9374,raillof NKY var apr11,9941,,67425464,4,0,10000579,,,,55923524,,0
9375,EUROPE,8683,,67425467,4,0,10000579,,,,0,,0
9376,sguy RV - 20110117 NKY AS51 @ 1.4,7619,,67425471,4,0,10000579,,,,55923524,,0
9389,raillof KOSPI naked calls,7559,,67425490,4,0,10000579,,,,55923524,,0
9390,raillof KOSPI naked puts,7559,,67425490,4,0,10000579,,,,55923524,,0
9391,C Equity,11815,,67425467,4,0,10000579,,,,0,,0
9392,TWDINR,5070,,68757839,4,0,10000579,,,,55923524,,0
9409,RIGHTS ARB,7907,,67425467,4,0,10000579,,,,0,,0
9410,2011-02-25,6773,,67425466,4,0,10000579,,,,55923524,,0
9411,sguy RV - 20110127 NKY TWSE @ 0.8,7619,,67425470,4,0,10000579,,,,55923524,,0
9412,raillof NKY aug12,9835,,67425464,4,0,10000579,,,,55923524,,0
9429,sguy RV - 20110131 HSI SIMSCI @ 2.5,7619,,68757651,4,0,10000579,,,,55923524,,0
9449,BARC,5097,,67425467,4,0,10000579,,,,0,,0
9450,FX hedge,9375,,67425467,4,0,10000579,,,,0,,0
9469,sguy TWSE,4664,,67425470,4,0,10000579,,,,55923524,,0
9470,raillof EURJPY,7433,,67349859,4,0,10000579,,,,55923524,,0
9490,TWD vs TWSE,7502,,67425470,4,0,10000579,,,,55923524,,0
9491,TWSE mar12,9947,,67425470,4,0,10000579,,,,55923524,,0
9492,TWD vs TWSE twd leg,7433,,67359894,4,0,10000579,,,,55923524,,0
9493,aseiz - Feb11 combined funding,6232,,67425467,0,0,10000579,,,,0,,0
9494,dehow - Feb11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
9495,ranli - Feb11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
9496,raillof NKY var jun12,7500,,67425464,4,0,10000579,,,,55923524,,0
9513,vol,7218,,67355002,4,0,10000579,,,,55923524,,0
9514,direct,7218,,67355002,4,0,10000579,,,,55923524,,0
9515,raillof NKY/TPXC30,7420,,67425464,4,0,10000579,,,,55923524,,0
9516,raillof NKY/TPXC30 nky leg,9515,,67425464,4,0,10000579,,,,55923524,,0
9517,raillof NKY/TPXC30 tpxc30 leg,9515,,68758385,4,0,10000579,,,,55923524,,0
9518,raillof KOSPI mar11 fut,8701,,67425490,4,0,10000579,,,,55923524,,0
9519,raillof KOSPI mar11 options,8701,,67425490,4,0,10000579,,,,55923524,,0
9533,raillof KOSPI apr11,8702,,67425490,4,0,10000579,,,,55923524,,0
9553,sguy RV - 20110218 KOSPI2 NKY @ 0.27,7619,,67425490,4,0,10000579,,,,55923524,,0
9574,raillof HSI apr12,10917,,67425465,4,0,10000579,,,,55923524,,0
9593,B Margin Loan,11815,,67425467,4,0,10000579,,,,0,,0
9594,dehow - Hedge - Mkt Risk - Vix,5433,,67425467,4,0,10000579,,,,0,,0
9613,raillof KOSPI var mar11,8701,,67425490,4,0,10000579,,,,55923524,,0
9614,raillof KOSPI volswap sep12,7501,,67425490,4,0,10000579,,,,55923524,,0
9615,raillof KOSPI mar11 fut /OTC,9518,,67425490,4,0,10000579,,,,55923524,,0
9616,raillof KOSPI mar11 fut/LISTED,9518,,67425490,4,0,10000579,,,,55923524,,0
9617,raillof AUD vega,7436,,67421617,4,0,10000579,,,,0,,0
9618,raillof AUD jan12,7436,,67421617,4,0,10000579,,,,0,,0
9633,raillof KRW options,7438,,67417078,4,0,10000579,,,,55923524,,0
9634,raillof KRW NDF,7423,,67417078,4,0,10000579,,,,55923524,,0
9653,raillof NKY jun12 FUT,9834,,67425464,4,0,10000579,,,,55923524,,0
9673,JAPAN,8682,,67425467,4,0,10000579,,,,0,,0
9693,sguy KOSPI2 mar11 -VAN2 - outright,7199,,67425490,4,0,10000579,,,,55923524,,0
9694,sguy KOSPI2 mar11 - VAN2 - hedged,7199,,67425490,4,0,10000579,,,,55923524,,0
9695,aseiz - Mar11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
9696,dehow - Mar11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
9697,ranli - Mar11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
9713,AUTOS,7906,,67425467,4,0,10000579,,,,0,,0
9715,raillof HSCEI mar11,8583,,67425466,4,0,10000579,,,,55923524,,0
9716,raillof HSCEI apr11,8583,,67425466,4,0,10000579,,,,55923524,,0
9733,raillof KOSPI jun12,11695,,67425490,4,0,10000579,,,,55923524,,0
9734,CEMENT ,7906,,67425467,4,0,10000579,,,,0,,0
9753,raillof NKY Jul12,9835,,67425464,4,0,10000579,,,,55923524,,0
9754,SOLAR,7906,,67425467,4,0,10000579,,,,55069508,,0
9773,dehow - Hedge - Mkt Risk - Kospi,5433,,67425467,4,0,10000579,,,,0,,0
9774,raillof NKY apr11 forward,9941,,67425464,4,0,10000579,,,,55923524,,0
9775,raillof NKY apr11 options,9941,,67425464,4,0,10000579,,,,55923524,,0
9793,payerj convexity EQUITY,7839,,67425464,4,0,10000579,,,,55923524,,0
9813,raillof NKY varswap hedge,9835,,67425464,4,0,10000579,,,,55923524,,0
9833,raillof NKY jun12 options,9835,,67425464,4,0,10000579,,,,55923524,,0
9834,NKY futures,7419,,67425464,4,0,10000579,,,,55923524,,0
9835,raillof NKY options,7419,,67425464,4,0,10000579,,,,55923524,,0
9836,raillof NKY jul11 forward,9834,,67425464,4,0,10000579,,,,55923524,,0
9837,HSI fut,8582,,67425465,4,0,10000579,,,,55923524,,0
9853,Softbank 13,5049,,67425467,4,0,10000579,,,,0,,0
9854,raillof NKY varswap hedge apr11,9813,,67425464,4,0,10000579,,,,55923524,,0
9855,raillof NKY varswap hedge may11,9813,,67425464,4,0,10000579,,,,55923524,,0
9873,B IPO,9874,,67425467,4,0,10000579,,,,0,,0
9874,B Equity Deals,4410,,67425467,4,0,10000579,,,,0,,0
9893,krw ndf MAY 13-may-11,9634,,67417078,4,0,10000579,,,,55923524,,0
9894,B SPACS,9874,,67425467,4,0,10000579,,,,0,,0
9913,JPM,5097,,67425467,4,0,10000579,,,,0,,0
9933,raillof TOPIX bank,9114,,67494523,4,0,10000579,,,,55923524,,0
9934,B Korea Taihan,11815,,67425467,4,0,10000579,,,,0,,0
9935,2011-06-29,6773,,67425466,4,0,10000579,,,,55923524,,0
9936,Options & Futures,9935,,67425466,4,0,10000579,,,,55923524,,0
9937,Var Swaps,9935,,67425466,4,0,10000579,,,,55923524,,0
9938,2011-04-28,6773,,67425466,4,0,10000579,,,,55923524,,0
9939,JPY/KRW,5070,,67417867,4,0,10000579,,,,55923524,,0
9940,raillof NKY var may11,7500,,67425464,4,0,10000579,,,,55923524,,0
9941,raillof NKY sq,7419,,67425464,4,0,10000579,,,,55923524,,0
9942,B Outright,9874,,67425467,4,0,10000579,,,,0,,0
9943,raillof KOSPI may12,8702,,67425490,4,0,10000579,,,,55923524,,0
9944,raillof CNY,7433,,67417281,4,0,10000579,,,,55923524,,0
9945,CNY,5070,,67417281,4,0,10000579,,,,55923524,,0
9946,raillof KRW boxed,7438,,67417078,4,0,10000579,,,,0,,0
9947,raillof TWSE,7403,,67425470,4,0,10000579,,,,55923524,,0
9966,raillof HSI jun12,8582,,67425465,4,0,10000579,,,,55923524,,0
9986,Credit Suisse Europe,5833,,67425467,0,0,10000579,,,,0,,0
10006,B Philippines,4410,,67425467,4,0,10000579,,,,0,,0
10007,raillof HSI may11,8582,,67425465,4,0,10000579,,,,55923524,,0
10026,2011-05-30,6773,,67425466,4,0,10000579,,,,55923524,,0
10027,aseiz - Apr11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10028,dehow - Apr11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10029,ranli - Apr11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10046,raillof TWSE var,9947,,67425470,4,0,10000579,,,,55923524,,0
10047,raillof KOSPI sep11 fut,10715,,67425490,4,0,10000579,,,,55923524,,0
10048,raillof audjpy options,7437,,67423384,4,0,10000579,,,,55923524,,0
10049,raillof AUD jul11,7436,,67421617,4,0,10000579,,,,0,,0
10066,raillof KRW jun11,9634,,67417078,4,0,10000579,,,,55923524,,0
10086,aseiz - May11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10087,dehow - May11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10088,ranli - May11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10106,B Market Hedge,11815,,67425467,4,0,10000579,,,,0,,0
10126,raillof KOSPI jul11,7433,,67425490,4,0,10000579,,,,55923524,,0
10146,raillof NKY jul11,7500,,67425464,4,0,10000579,,,,55923524,,0
10147,raillof EUR cash,7435,,67344950,4,0,10000579,,,,0,,0
10148,raillof EUR fwd,7435,,67344950,4,0,10000579,,,,0,,0
10149,raillof EUR options,11715,,67344950,4,0,10000540,,,,0,,0
10166,B JP PO,9874,,67425467,4,0,10000579,,,,0,,0
10167,B GDR,9874,,67425467,4,0,10000579,,,,0,,0
10168,2011-09-29,6773,,67425466,4,0,10000579,,,,55923524,,0
10169,HSCEI,9793,,67425466,4,0,10000579,,,,55923524,,0
10170,HSI,9793,,67425465,4,0,10000579,,,,55923524,,0
10171,raillof NKY sep12 options,9835,,67425464,4,0,10000579,,,,55923524,,0
10186,raillof TWSE var jun11,10046,,67425470,4,0,10000579,,,,55923524,,0
10187,raillof TWSE var aug11,10046,,67425470,4,0,10000579,,,,55923524,,0
10188,raillof KOSPI vol dec12,10498,,67425490,4,0,10000579,,,,55923524,,0
10189,raillof NKY var dec11,7500,,67425464,4,0,10000579,,,,55923524,,0
10206,raillof KOSPI2 jun11 fwd/fut,10715,,67425490,4,0,10000579,,,,55923524,,0
10207,raillof NKY sep12 FUT,9834,,67425464,4,0,10000579,,,,55923524,,0
10208,raillof KOSPI sep12,8702,,67425490,4,0,10000579,,,,55923524,,0
10209,Singapore Stock,5373,,67425467,4,0,10000579,,,,0,,0
10211,HSBC,5097,,67425467,4,0,10000579,,,,0,,0
10212,raillof NKY aug11 options,9835,,67425464,4,0,10000579,,,,55923524,,0
10213,NKY,9793,,67425464,4,0,10000579,,,,55923524,,0
10226,FWD and Fut march12,4667,,67425490,4,0,10000579,,,,55923524,,0
10246,B Options,4410,,67425490,4,0,10000579,,,,55923524,,0
10266,raillof HSI sep11,8582,,67425465,4,0,10000579,,,,55923524,,0
10267,2011-07-28,6773,,67425466,4,0,10000579,,,,55923524,,0
10286,ranli - Jun11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10287,dehow - Jun11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10288,aseiz - Jun11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10306,raillof HSI var nov11,7802,,67425465,4,0,10000579,,,,55923524,,0
10307,Options & Futures,10267,,67425466,4,0,10000579,,,,55923524,,0
10308,Var Swaps,10267,,67425466,4,0,10000579,,,,55923524,,0
10326,aseiz - July11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10327,dehow - July11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10328,ranli - July11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10346,raillof NKY sep static downside,9835,,67425464,4,0,10000579,,,,55923524,,0
10366,13 HK,7126,,67425534,4,0,10000579,,,,55923524,,0
10367,2011-12-29,6773,,67425466,4,0,10000579,,,,55923524,,0
10368,2011-08-30,6773,,67425466,4,0,10000579,,,,55923524,,0
10386,KOSPI2,9793,,67425490,4,0,10000579,,,,55923524,,0
10387,2011-08-11,10388,,67425490,4,0,10000579,,,,55923524,,0
10388,closed,5581,,67425490,4,0,10000579,,,,55923524,,0
10406,C Japan,5049,,67425467,4,0,10000579,,,,0,,0
10407,Korea Convertibles,5047,,67425467,4,0,10000579,,,,0,,0
10408,C Korea,5047,,67425467,4,0,10000579,,,,0,,0
10409,C Hong Kong,5048,,67425467,4,0,10000579,,,,0,,0
10410,C Singapore,5373,,67425467,4,0,10000579,,,,0,,0
10426,Options & Futures,10367,,67425466,4,0,10000579,,,,55923524,,0
10427,Var Swaps,10367,,67425466,4,0,10000579,,,,55923524,,0
10434,2012-06-14,10388,,67425490,4,0,10000579,,,,55923524,,0
10435,2011-09-08,10388,,67425490,4,0,10000579,,,,55923524,,0
10454,raillof NKY dec12 options,9835,,67425464,4,0,10000579,,,,55923524,,0
10455,aseiz - AUG 11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10456,dehow - AUG11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10457,ranli - AUG11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10474,raillof Kospi expiry sep11,9114,,67425490,4,0,10000579,,,,55923524,,0
10475,raillof KOSPI mar12,8702,,67425490,4,0,10000579,,,,55923524,,0
10476,raillof KOSPI sep12 fwd,10715,,67425490,4,0,10000579,,,,55923524,,0
10494,raillof NKY dec11 fut,9834,,67425464,4,0,10000579,,,,55923524,,0
10495,FWD and Fut Dec11,4667,,67425490,4,0,10000579,,,,55923524,,0
10496,raillof KRW call ratio,7438,,67417078,4,0,10000579,,,,55923524,,0
10497,KRW NDF,11178,,67417078,4,0,10000579,,,,55923524,,0
10498,raillof KOSPI sep12 fut,10715,,67425490,4,0,10000579,,,,55923524,,0
10499,raillof KOSPI nov11,8702,,67425490,4,0,10000579,,,,55923524,,0
10500,raillof HSI mar12,8582,,67425465,4,0,10000579,,,,55923524,,0
10501,ORC today's trades,4410,,0,0,0,0,,,,55923524,,0
10502,CNY,6393,,67417281,4,0,0,,,,0,,0
10514,raillof NKY volswap/straddle,7420,,67425464,4,0,10000579,,,,55923524,,0
10515,raillof NKY volswap/straddle - straddl,7420,,67425464,4,0,10000579,,,,55923524,,0
10516,raillof NKY volswapjan12,7500,,67425464,4,0,10000579,,,,55923524,,0
10534,raillof SGD,7433,,67360930,4,0,10000579,,,,55923524,,0
10554,DT,9391,,67425467,4,0,10000579,,,,0,,0
10555,USD/SGD,6393,,67360930,4,0,10000579,,,,55923524,,0
10574,2388 HK,7126,,67425556,4,0,10000579,,,,55923524,,0
10594,raillof GLD,7502,,68785991,4,0,10000579,,,,0,,0
10595,2012-01-13,11035,,67425464,4,0,10000579,,,,55923524,,0
10596,2011-12-09,11035,,67425464,4,0,10000579,,,,55923524,,0
10597,Options & Futures,10595,,67425464,4,0,10000579,,,,55923524,,0
10598,Vol Swaps,10595,,67425464,4,0,10000579,,,,55923524,,0
10599,payerj KOSPI2 dec 11,4667,,67425490,4,0,10000579,,,,55923524,,0
10614,USD/SGD,5070,,67360930,4,0,10000579,,,,55923524,,0
10634,raillof CAD,7433,,67415832,4,0,10000579,,,,55923524,,0
10635,raillof HSI volswap/straddle,7502,,67425465,4,0,10000579,,,,55923524,,0
10636,raillof HSI volswap/straddle - straddl,10635,,67425465,4,0,10000579,,,,55923524,,0
10637,raillof HSI volswap,8581,,67425465,4,0,10000579,,,,55923524,,0
10638,USD/CAD,5070,,67415832,4,0,10000579,,,,55923524,,0
10639,2011-12-08,10388,,67425490,4,0,10000579,,,,55923524,,0
10640,2011-10-13,10388,,67425490,4,0,10000579,,,,55923524,,0
10641,AUD/NZD,5070,,67473657,4,0,10000579,,,,55923524,,0
10654,2011-10-28,6773,,67425466,4,0,10000579,,,,55923524,,0
10655,payerj KOSPI2 nov11,4667,,67425490,4,0,10000579,,,,55923524,,0
10656,boxed,4667,,67425490,4,0,10000579,,,,55923524,,0
10657,2012-01-12,10388,,67425490,4,0,10000579,,,,55923524,,0
10674,raillof HSCEI varswap dec12,8584,,67425466,4,0,10000579,,,,55923524,,0
10675,raillof varswap dec12,8581,,67425465,4,0,10000579,,,,55923524,,0
10676,Credit Products,4408,,67425467,4,0,10000579,,,,0,,0
10677,Pnl Transfer,6236,,0,0,0,10000579,,,,55923524,,0
10678,dehow - Sep11 Combined Funding,6236,,67425467,0,0,10000579,,,,0,,0
10679,aseiz - Sep11 Combined Funding,6232,,67425467,0,0,10000579,,,,0,,0
10680,ranli - Sep11 Combined Funding,7300,,67425467,0,0,10000579,,,,0,,0
10694,USD/TWD,6393,,67359894,4,0,10000579,,,,55923524,,0
10695,2012-06-08,11035,,67425464,4,0,10000579,,,,55923524,,0
10714,raillof KOSPI july12 fwd,10715,,67425490,4,0,10000579,,,,55923524,,0
10715,raillof KOSPI futures/fwd,7423,,67425490,4,0,10000579,,,,55923524,,0
10716,NPAL Credit Trading,4414,,67425467,4,0,10000579,,,,0,,0
10717,raillof HSI dec12 fwd,8582,,67425465,4,0,10000579,,,,55923524,,0
10718,stanler TS,10720,,67425467,4,0,10000579,,,,0,,0
10719,Asia HY,10716,,67425467,4,0,10000579,,,,0,,0
10720,Asia Macro,10716,,67425467,4,0,10000579,,,,0,,0
10734,Asia HG,10716,,67425467,4,0,10000579,,,,0,,0
10735,C Outright,9942,,67425467,4,0,10000579,,,,0,,0
10736,B Kospi Synthetics,11496,,67425467,4,0,10000579,,,,0,,0
10737,B Kospi Options,11496,,67425467,4,0,10000579,,,,0,,0
10755,raillof KOSPI oct fut / listed,10476,,67425490,4,0,10000579,,,,55923524,,0
10756,raillof KOSPI oct11 fut / otc,10476,,67425490,4,0,10000579,,,,55923524,,0
10757,direct,10502,,67417281,4,0,10000579,,,,55923524,,0
10758,vol,9945,,67417281,4,0,10000579,,,,55923524,,0
10759,raillof KOSPI volswap aug12,7501,,67425490,4,0,10000579,,,,55923524,,0
10760,Vol Swaps,10434,,67425490,4,0,10000579,,,,55923524,,0
10761,Options & Futures,10434,,67425490,4,0,10000579,,,,55923524,,0
10762,USD/TWD,5070,,67359894,4,0,10000579,,,,55923524,,0
10763,raillof EUR barriers,7435,,67344950,4,0,10000579,,,,0,,0
10764,delta 1,10599,,67425490,4,0,10000579,,,,55923524,,0
10765,boxed,10655,,67425490,4,0,10000579,,,,55923524,,0
10766,delta-1,4678,,67425490,4,0,10000579,,,,55923524,,0
10767,New Issues,12115,,67425467,4,0,10000579,,,,0,,0
10768,Credit Japan,12115,,67425467,4,0,10000579,,,,0,,0
10769,raillof AUD RKI 17-feb-12 0.92,7436,,67421617,4,0,10000579,,,,0,,0
10775,2011-11-29,6773,,67425466,4,0,10000579,,,,55923524,,0
10776,raillof JPY boxed,7434,,67355002,4,0,10000579,,,,55923524,,0
10777,raillof AUD boxed,7436,,67421617,4,0,10000579,,,,0,,0
10778,raillof EUR boxed,7435,,67344950,4,0,10000579,,,,0,,0
10779,raillof JPY barrier 10-nov-11,8240,,67355002,4,0,10000579,,,,55923524,,0
10780,raillof JPY barrier 14-nov-11,8240,,67355002,4,0,10000579,,,,55923524,,0
10781,raillof JPY barrier D&O 28-jun-12,8240,,67355002,4,0,10000579,,,,55923524,,0
10782,raillof audjpy KI 8-feb-12,7437,,67421617,4,0,10000579,,,,0,,0
10783,raillof SGD gamma,10534,,67360926,4,0,10000579,,,,0,,0
10784,raillot SGD boxed,10534,,67360930,4,0,10000579,,,,55923524,,0
10785,raillof JPY KO 28-jun-12,8240,,67355002,4,0,10000579,,,,55923524,,0
10786,var,10599,,67425490,4,0,10000579,,,,55923524,,0
10787,vol,10599,,67425490,4,0,10000579,,,,55923524,,0
10788,vanilla,10599,,67425490,4,0,10000579,,,,55923524,,0
10789,vol,6654,,67425464,4,0,10000579,,,,55923524,,0
10790,var,6654,,67425464,4,0,10000579,,,,55923524,,0
10791,vanilla,6654,,67425464,4,0,10000579,,,,55923524,,0
10792,raillof EUR RKI 27-jun-12 KI 1.2,7435,,67344950,4,0,10000579,,,,0,,0
10793,raillof EUR RKI 16-jul-12 1.19KI,7435,,67344950,4,0,10000579,,,,0,,0
10794,raillof EUR RKI 13-jun-12 1.22KI,7435,,67344950,4,0,10000579,,,,0,,0
10795,raillof AUD RKI 20-jan-12 0.92,7436,,67421617,4,0,10000579,,,,0,,0
10796,raillof AUD RKI 20-jan-12 0.98,7436,,67421617,4,0,10000579,,,,0,,0
10815,raillof EUR UOC 12-jul-12,7435,,67344950,4,0,10000579,,,,0,,0
10816,Unsecured Funding Charge,10716,,67425467,4,0,10000579,,,,0,,0
10835,2012-03-09,11035,,67425464,4,0,10000579,,,,55923524,,0
10836,2012-03-08,10388,,67425490,4,0,10000579,,,,55923524,,0
10837,European Opportunities,12115,,67425467,4,0,10000579,,,,0,,0
10855,UBS FX G/U Charges,4665,Monthly FX Give Up Charges (UBS),67425467,0,0,10000579,,,,0,,0
10856,Charges/Comms,7403,Monthly FX Give Up Charges (UBS),67425467,0,0,10000579,,,,0,,0
10875,raillof KOSPI jun12 fwd,11695,,67425490,4,0,10000579,,,,55923524,,0
10876,Listed,10639,,67425490,4,0,10000579,,,,55923524,,0
